respondent_id,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,rank_24,rank_25,rank_26,rank_27,rank_28,rank_29,rank_30,rank_31,rank_32,rank_33,rank_34,rank_35,rank_36,rank_37,rank_38
28556,CON_hi_es,CON_lo_pc,CON,POP_lo_pc,STY_hi_so,CON_hi_pc,CON_lo_es,POP_lo_es,POP,STY_hi_pc,STY_lo_es,STY,POP_hi_es,STY_hi_es,STY_lo_pc,POP_hi_pc,STY_lo_so,LBR_hi_pc,LBR_hi_so,LBR_hi_es,LBR,OAO,LBR_lo_es,LBR_lo_so,LBR_lo_pc,CUP_hi_pc,CUP,CUP_lo_pc,NAT,NAT_lo_es,NAT_hi_es,LIB_hi_pc,LIB,LIB_lo_pc,DSA_lo_es,DSA,DSA_hi_es,PRG
28557,CON_hi_pc,CON_lo_es,CON,NAT_lo_es,CON_hi_es,CON_lo_pc,NAT,NAT_hi_es,CUP_hi_pc,POP_lo_es,CUP,POP,POP_lo_pc,POP_hi_pc,STY_hi_so,STY_hi_pc,STY_lo_es,POP_hi_es,CUP_lo_pc,STY,STY_hi_es,STY_lo_pc,STY_lo_so,OAO,LBR_hi_pc,LBR,LBR_hi_so,LBR_lo_es,LBR_hi_es,LBR_lo_so,LBR_lo_pc,LIB,LIB_hi_pc,LIB_lo_pc,DSA,DSA_lo_es,DSA_hi_es,PRG
28558,CON_hi_es,CON_lo_pc,STY_hi_so,LBR_hi_so,LBR_hi_es,CON,STY_hi_es,POP_lo_pc,STY_lo_pc,LBR_hi_pc,LBR,STY,LBR_lo_pc,STY_lo_es,STY_hi_pc,CON_lo_es,CON_hi_pc,LBR_lo_es,POP_hi_es,LBR_lo_so,STY_lo_so,POP,POP_lo_es,POP_hi_pc,OAO,DSA_hi_es,CUP_lo_pc,DSA,CUP,DSA_lo_es,CUP_hi_pc,LIB,LIB_hi_pc,NAT,NAT_hi_es,LIB_lo_pc,NAT_lo_es,PRG
28559,CUP_hi_pc,CUP,POP_lo_es,CUP_lo_pc,POP_lo_pc,CON_lo_es,STY_lo_es,STY_hi_so,CON,CON_lo_pc,CON_hi_pc,POP,STY_hi_pc,CON_hi_es,STY,POP_hi_pc,POP_hi_es,STY_lo_pc,LBR_hi_pc,STY_lo_so,STY_hi_es,LBR_hi_so,LBR_lo_es,LBR,LBR_hi_es,OAO,LBR_lo_so,LBR_lo_pc,LIB_hi_pc,LIB,LIB_lo_pc,NAT_lo_es,NAT,NAT_hi_es,DSA_lo_es,DSA,DSA_hi_es,PRG
28560,LBR_hi_so,CON_lo_pc,LBR_lo_pc,LBR,LBR_lo_es,CON,CON_lo_es,LBR_hi_es,CON_hi_es,LBR_hi_pc,POP_lo_pc,STY_hi_so,CON_hi_pc,LBR_lo_so,STY_lo_pc,STY_lo_es,POP_lo_es,STY,POP,STY_hi_es,STY_hi_pc,OAO,POP_hi_es,STY_lo_so,POP_hi_pc,CUP_lo_pc,LIB_hi_pc,LIB,CUP,LIB_lo_pc,CUP_hi_pc,NAT,NAT_lo_es,NAT_hi_es,PRG,DSA,DSA_lo_es,DSA_hi_es
28561,LBR_hi_pc,LBR_lo_so,LBR,LBR_hi_es,LBR_lo_es,LBR_hi_so,STY_lo_es,LBR_lo_pc,STY_lo_so,STY,STY_hi_pc,STY_lo_pc,STY_hi_so,STY_hi_es,POP_lo_pc,POP_lo_es,POP,CUP,CUP_lo_pc,POP_hi_es,CUP_hi_pc,POP_hi_pc,LIB_hi_pc,LIB,LIB_lo_pc,DSA_lo_es,DSA,DSA_hi_es,CON_lo_pc,CON,CON_hi_es,CON_lo_es,CON_hi_pc,OAO,PRG,NAT,NAT_lo_es,NAT_hi_es
28562,OAO,CUP_lo_pc,CUP,CON_lo_pc,CON_lo_es,LBR_hi_so,CUP_hi_pc,LBR_lo_es,CON,STY_lo_es,STY_hi_so,LBR_hi_pc,LBR,CON_hi_es,POP_lo_pc,LBR_lo_pc,STY_lo_pc,POP_lo_es,LBR_hi_es,CON_hi_pc,STY,LBR_lo_so,STY_hi_pc,POP,LIB_hi_pc,STY_lo_so,STY_hi_es,LIB,POP_hi_es,LIB_lo_pc,POP_hi_pc,NAT_lo_es,NAT,NAT_hi_es,DSA_lo_es,DSA,DSA_hi_es,PRG
28563,POP_hi_pc,POP_lo_es,POP,POP_hi_es,POP_lo_pc,STY_hi_pc,CON_hi_pc,STY_hi_so,CUP_hi_pc,CON_hi_es,STY_lo_es,CON,CON_lo_es,STY,STY_hi_es,STY_lo_so,CON_lo_pc,CUP,STY_lo_pc,CUP_lo_pc,NAT_lo_es,NAT,NAT_hi_es,LBR_hi_pc,LBR,LBR_hi_so,LBR_hi_es,OAO,LBR_lo_es,LBR_lo_so,LBR_lo_pc,LIB,LIB_hi_pc,LIB_lo_pc,DSA,DSA_lo_es,DSA_hi_es,PRG
28564,OAO,LBR_hi_so,CON_lo_pc,LBR_lo_pc,LBR_lo_es,LBR,CON_lo_es,LBR_hi_es,CON,LBR_hi_pc,CON_hi_es,STY_hi_so,LBR_lo_so,POP_lo_pc,STY_lo_pc,STY_lo_es,LIB_hi_pc,LIB,CON_hi_pc,LIB_lo_pc,STY,POP_lo_es,CUP_lo_pc,STY_hi_es,STY_hi_pc,POP,STY_lo_so,CUP,POP_hi_es,CUP_hi_pc,POP_hi_pc,PRG,NAT,DSA_lo_es,DSA,DSA_hi_es,NAT_lo_es,NAT_hi_es
28565,LIB,LIB_lo_pc,LIB_hi_pc,LBR_lo_pc,LBR_lo_es,CUP_lo_pc,STY_lo_pc,LBR_lo_so,STY_lo_es,LBR,LBR_hi_so,LBR_hi_es,LBR_hi_pc,CUP,STY_lo_so,STY,STY_hi_so,STY_hi_es,STY_hi_pc,CUP_hi_pc,DSA_lo_es,PRG,DSA,DSA_hi_es,POP,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,CON_lo_pc,CON_lo_es,CON,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
28566,CON_lo_es,CON_hi_pc,CUP_hi_pc,CON,NAT_lo_es,CON_hi_es,CON_lo_pc,CUP,NAT,CUP_lo_pc,POP_lo_es,NAT_hi_es,POP_lo_pc,POP,POP_hi_pc,STY_hi_so,STY_lo_es,STY_hi_pc,POP_hi_es,STY,STY_hi_es,STY_lo_pc,STY_lo_so,OAO,LBR_hi_pc,LBR_hi_so,LBR_lo_es,LBR,LBR_hi_es,LBR_lo_so,LBR_lo_pc,LIB_hi_pc,LIB,LIB_lo_pc,DSA,DSA_lo_es,DSA_hi_es,PRG
28567,CON_lo_es,CON_lo_pc,CON,CON_hi_pc,CON_hi_es,STY_hi_so,POP_lo_es,CUP_hi_pc,STY_lo_es,POP_lo_pc,CUP,STY_hi_pc,CUP_lo_pc,POP,STY,STY_lo_pc,OAO,STY_hi_es,POP_hi_pc,POP_hi_es,STY_lo_so,LBR_hi_so,LBR_hi_pc,LBR_lo_es,LBR,LBR_hi_es,LBR_lo_so,LBR_lo_pc,NAT_lo_es,NAT,NAT_hi_es,LIB_hi_pc,LIB,LIB_lo_pc,DSA,DSA_lo_es,DSA_hi_es,PRG
28568,CUP_lo_pc,CUP,CUP_hi_pc,STY_lo_es,LBR_lo_es,LBR_hi_pc,LBR_hi_so,LBR,STY_hi_so,LBR_lo_so,STY,LBR_hi_es,STY_lo_pc,LBR_lo_pc,STY_hi_pc,POP_lo_pc,STY_lo_so,POP_lo_es,STY_hi_es,POP,LIB_hi_pc,LIB,POP_hi_es,POP_hi_pc,LIB_lo_pc,CON_lo_pc,CON_lo_es,CON,CON_hi_es,CON_hi_pc,OAO,DSA_lo_es,DSA,DSA_hi_es,PRG,NAT,NAT_lo_es,NAT_hi_es
28569,LBR_hi_so,LBR_lo_es,LIB_hi_pc,LIB,LBR_lo_pc,LIB_lo_pc,LBR,LBR_hi_es,LBR_hi_pc,LBR_lo_so,CUP_lo_pc,STY_lo_es,STY_lo_pc,CUP,STY_hi_so,POP_lo_pc,STY,CUP_hi_pc,STY_lo_so,POP_lo_es,STY_hi_es,STY_hi_pc,POP,POP_hi_es,PRG,CON_lo_pc,POP_hi_pc,CON_lo_es,OAO,CON,CON_hi_es,CON_hi_pc,DSA_lo_es,DSA,DSA_hi_es,NAT,NAT_lo_es,NAT_hi_es
28570,POP_lo_es,CUP_hi_pc,POP_lo_pc,CUP,LBR_hi_pc,LBR_lo_es,STY_lo_es,CUP_lo_pc,LBR_hi_so,POP,LBR,STY_hi_so,STY_hi_pc,LBR_lo_so,STY,POP_hi_pc,LBR_hi_es,LBR_lo_pc,STY_lo_pc,STY_lo_so,POP_hi_es,STY_hi_es,CON_lo_es,CON_lo_pc,CON,LIB_hi_pc,CON_hi_pc,CON_hi_es,LIB,LIB_lo_pc,OAO,NAT_lo_es,NAT,NAT_hi_es,DSA_lo_es,DSA,DSA_hi_es,PRG
28571,POP_lo_es,POP_hi_pc,POP,POP_lo_pc,POP_hi_es,STY_hi_pc,STY_lo_es,STY_hi_so,STY,STY_lo_so,STY_hi_es,STY_lo_pc,CUP_hi_pc,LBR_hi_pc,CUP,LBR_hi_es,LBR_hi_so,LBR,LBR_lo_so,LBR_lo_es,CUP_lo_pc,LBR_lo_pc,CON_hi_pc,CON_hi_es,CON,CON_lo_es,CON_lo_pc,OAO,LIB_hi_pc,LIB,LIB_lo_pc,NAT_lo_es,NAT,NAT_hi_es,DSA_lo_es,DSA,DSA_hi_es,PRG
28572,LIB_hi_pc,LIB,LBR_lo_es,LIB_lo_pc,LBR,LBR_hi_so,LBR_lo_pc,LBR_lo_so,LBR_hi_pc,LBR_hi_es,CUP_lo_pc,STY_lo_es,CUP,STY_lo_pc,STY,STY_hi_so,STY_lo_so,CUP_hi_pc,STY_hi_pc,STY_hi_es,POP_lo_pc,POP_lo_es,POP,POP_hi_es,PRG,DSA_lo_es,POP_hi_pc,DSA,DSA_hi_es,CON_lo_pc,CON_lo_es,CON,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
28573,DSA_lo_es,DSA,DSA_hi_es,LBR_lo_so,PRG,LBR_lo_pc,LBR,LBR_lo_es,LIB_hi_pc,LBR_hi_es,LIB,LBR_hi_pc,LIB_lo_pc,LBR_hi_so,STY_lo_so,STY_lo_pc,STY_lo_es,STY,STY_hi_es,STY_hi_so,STY_hi_pc,CUP_lo_pc,CUP,CUP_hi_pc,POP,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,CON,CON_lo_pc,CON_lo_es,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
28574,PRG,LBR_lo_pc,LBR_lo_so,LBR_lo_es,LBR,LIB_lo_pc,LIB,LBR_hi_es,LBR_hi_so,LIB_hi_pc,STY_lo_pc,LBR_hi_pc,STY_lo_es,DSA_lo_es,STY_lo_so,DSA,STY,STY_hi_so,DSA_hi_es,STY_hi_es,CUP_lo_pc,STY_hi_pc,CUP,CUP_hi_pc,POP,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,CON_lo_pc,CON_lo_es,CON,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
28575,LIB,LIB_hi_pc,LIB_lo_pc,LBR_lo_es,LBR_lo_pc,LBR,LBR_lo_so,LBR_hi_so,LBR_hi_pc,LBR_hi_es,CUP_lo_pc,PRG,CUP,STY_lo_es,STY_lo_pc,STY,STY_lo_so,STY_hi_so,CUP_hi_pc,DSA_lo_es,STY_hi_pc,STY_hi_es,DSA,DSA_hi_es,POP,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,CON_lo_pc,CON_lo_es,CON,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
28576,LIB_hi_pc,LIB,LIB_lo_pc,LBR_lo_es,LBR_lo_pc,LBR_lo_so,LBR,LBR_hi_so,LBR_hi_pc,CUP_lo_pc,LBR_hi_es,CUP,STY_lo_es,STY_lo_pc,CUP_hi_pc,STY,STY_lo_so,STY_hi_so,STY_hi_pc,PRG,STY_hi_es,DSA_lo_es,DSA,POP,DSA_hi_es,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,CON_lo_pc,CON_lo_es,CON,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
28577,CON_lo_pc,CON_hi_es,CON,CON_lo_es,CON_hi_pc,STY_hi_so,OAO,STY_lo_es,POP_lo_pc,STY,STY_hi_pc,STY_lo_pc,POP_lo_es,STY_hi_es,POP,STY_lo_so,POP_hi_es,LBR_hi_so,POP_hi_pc,LBR_hi_pc,LBR_hi_es,LBR,LBR_lo_es,LBR_lo_pc,LBR_lo_so,CUP,CUP_lo_pc,CUP_hi_pc,LIB_hi_pc,LIB,LIB_lo_pc,NAT_lo_es,NAT,NAT_hi_es,DSA,DSA_lo_es,DSA_hi_es,PRG
28578,LBR_hi_pc,LBR_lo_es,LBR,LBR_hi_so,STY_lo_es,LBR_lo_so,LBR_hi_es,STY_hi_pc,STY,STY_hi_so,STY_lo_so,LBR_lo_pc,STY_lo_pc,STY_hi_es,POP_lo_pc,POP_lo_es,CUP,CUP_hi_pc,CUP_lo_pc,POP,POP_hi_es,POP_hi_pc,LIB_hi_pc,LIB,LIB_lo_pc,CON_lo_pc,CON_lo_es,CON,CON_hi_es,CON_hi_pc,DSA_lo_es,DSA,OAO,DSA_hi_es,PRG,NAT_lo_es,NAT,NAT_hi_es
28579,CON_hi_es,CON,CON_lo_pc,CON_hi_pc,CON_lo_es,POP_lo_pc,POP_lo_es,POP,POP_hi_es,STY_hi_so,POP_hi_pc,STY_hi_pc,STY_lo_es,STY,STY_hi_es,STY_lo_pc,STY_lo_so,LBR_hi_pc,LBR_hi_so,LBR_hi_es,LBR,LBR_lo_es,OAO,LBR_lo_so,LBR_lo_pc,CUP_hi_pc,CUP,CUP_lo_pc,NAT,NAT_lo_es,NAT_hi_es,LIB_hi_pc,LIB,LIB_lo_pc,DSA_lo_es,DSA,DSA_hi_es,PRG
28580,NAT_hi_es,NAT,POP_hi_es,POP_hi_pc,NAT_lo_es,POP,POP_lo_pc,POP_lo_es,CON,STY,CON_hi_es,CON_hi_pc,STY_hi_pc,STY_hi_es,STY_hi_so,CON_lo_pc,CON_lo_es,STY_lo_so,STY_lo_es,STY_lo_pc,LBR,OAO,LBR_hi_pc,LBR_hi_es,LBR_hi_so,LBR_lo_so,LBR_lo_es,LBR_lo_pc,CUP,CUP_hi_pc,CUP_lo_pc,LIB,DSA,LIB_hi_pc,LIB_lo_pc,DSA_hi_es,DSA_lo_es,PRG
28581,STY_hi_es,STY_hi_so,STY_lo_pc,STY,LBR_hi_es,STY_hi_pc,STY_lo_so,STY_lo_es,LBR_hi_so,POP_lo_pc,LBR,LBR_hi_pc,LBR_lo_pc,LBR_lo_so,POP_hi_es,LBR_lo_es,POP,POP_lo_es,CON_hi_es,CON_lo_pc,POP_hi_pc,CON,CON_hi_pc,CON_lo_es,OAO,DSA_hi_es,DSA,DSA_lo_es,CUP,CUP_lo_pc,CUP_hi_pc,LIB,LIB_hi_pc,LIB_lo_pc,NAT,NAT_hi_es,NAT_lo_es,PRG
28582,DSA_lo_es,DSA,DSA_hi_es,LBR_lo_so,LBR_lo_pc,LBR_hi_es,LBR,LBR_lo_es,LBR_hi_pc,LBR_hi_so,STY_lo_so,STY_lo_pc,STY_lo_es,STY,STY_hi_es,STY_hi_pc,STY_hi_so,LIB,LIB_hi_pc,LIB_lo_pc,POP,CUP_lo_pc,CUP,POP_lo_pc,CUP_hi_pc,POP_lo_es,POP_hi_es,POP_hi_pc,PRG,CON,CON_lo_pc,CON_hi_es,CON_lo_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
28583,LBR_hi_so,OAO,CON_lo_pc,LBR_lo_pc,LBR,LBR_lo_es,LBR_hi_es,LBR_hi_pc,LBR_lo_so,CON,STY_hi_so,CON_lo_es,CON_hi_es,POP_lo_pc,STY_lo_pc,STY_lo_es,STY,POP_lo_es,CON_hi_pc,STY_hi_es,STY_hi_pc,POP,STY_lo_so,POP_hi_es,LIB_hi_pc,LIB,POP_hi_pc,LIB_lo_pc,CUP_lo_pc,CUP,CUP_hi_pc,PRG,DSA_lo_es,DSA,DSA_hi_es,NAT,NAT_lo_es,NAT_hi_es
28584,STY_lo_es,STY_hi_pc,STY_hi_so,STY,STY_lo_so,POP_lo_es,POP_lo_pc,STY_lo_pc,STY_hi_es,POP,CUP_hi_pc,POP_hi_pc,POP_hi_es,CUP,CUP_lo_pc,LBR_hi_pc,LBR_lo_es,LBR,LBR_hi_so,LBR_lo_so,LBR_hi_es,LBR_lo_pc,CON_lo_es,CON,CON_hi_pc,CON_lo_pc,CON_hi_es,LIB_hi_pc,LIB,LIB_lo_pc,OAO,NAT_lo_es,NAT,NAT_hi_es,DSA_lo_es,DSA,DSA_hi_es,PRG
28585,LBR_lo_es,LBR_hi_pc,LBR,LBR_lo_so,LBR_hi_so,LBR_lo_pc,LBR_hi_es,CUP_lo_pc,STY_lo_es,CUP,LIB_hi_pc,CUP_hi_pc,LIB,STY_lo_pc,STY,STY_lo_so,POP_lo_es,STY_hi_so,POP_lo_pc,STY_hi_pc,LIB_lo_pc,POP,STY_hi_es,POP_hi_es,POP_hi_pc,CON_lo_es,CON_lo_pc,DSA_lo_es,CON,CON_hi_es,DSA,CON_hi_pc,DSA_hi_es,OAO,PRG,NAT,NAT_lo_es,NAT_hi_es
28586,CUP_lo_pc,OAO,CUP,LIB,LIB_lo_pc,LIB_hi_pc,LBR_hi_so,CUP_hi_pc,LBR_lo_es,LBR_lo_pc,CON_lo_pc,LBR,CON_lo_es,LBR_hi_pc,LBR_hi_es,LBR_lo_so,CON,STY,CON_hi_es,CON_hi_pc,STY_lo_es,STY_lo_pc,STY_hi_so,POP,STY_lo_so,STY_hi_pc,STY_hi_es,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,PRG,DSA,DSA_lo_es,NAT,DSA_hi_es,NAT_lo_es,NAT_hi_es
28587,STY_lo_es,CUP_hi_pc,CUP,CUP_lo_pc,STY_hi_pc,STY_hi_so,STY,POP_lo_es,LBR_hi_pc,POP_lo_pc,STY_lo_so,STY_lo_pc,LBR_lo_es,LBR_hi_so,LBR,STY_hi_es,POP,LBR_lo_so,LBR_hi_es,LBR_lo_pc,POP_hi_pc,POP_hi_es,LIB_hi_pc,CON_lo_es,CON_lo_pc,CON,LIB,CON_hi_pc,CON_hi_es,LIB_lo_pc,OAO,DSA_lo_es,DSA,DSA_hi_es,NAT_lo_es,NAT,NAT_hi_es,PRG
28588,PRG,DSA_lo_es,DSA,LIB,LIB_lo_pc,LIB_hi_pc,DSA_hi_es,LBR_lo_so,LBR_lo_es,LBR_lo_pc,LBR,LBR_hi_es,LBR_hi_pc,STY_lo_so,STY_lo_es,LBR_hi_so,STY_lo_pc,STY,STY_hi_es,STY_hi_pc,STY_hi_so,CUP_lo_pc,CUP,CUP_hi_pc,POP,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,CON,CON_lo_pc,CON_lo_es,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
28589,LIB_lo_pc,LIB,LIB_hi_pc,CUP_lo_pc,LBR_lo_pc,LBR_hi_so,LBR_lo_es,LBR,STY_lo_pc,LBR_hi_es,CUP,STY_lo_es,LBR_lo_so,LBR_hi_pc,STY_hi_so,STY,CUP_hi_pc,STY_lo_so,STY_hi_es,STY_hi_pc,CON_lo_pc,CON_lo_es,POP,CON,CON_hi_es,CON_hi_pc,OAO,POP_lo_pc,POP_lo_es,DSA_lo_es,DSA,POP_hi_es,DSA_hi_es,PRG,POP_hi_pc,NAT,NAT_lo_es,NAT_hi_es
28590,LIB_lo_pc,LIB,LIB_hi_pc,DSA_lo_es,LBR_lo_pc,LBR_lo_so,LBR_lo_es,DSA,LBR,PRG,LBR_hi_es,LBR_hi_so,DSA_hi_es,LBR_hi_pc,STY_lo_pc,CUP_lo_pc,STY_lo_es,STY_lo_so,STY,CUP,STY_hi_so,STY_hi_es,STY_hi_pc,CUP_hi_pc,POP,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,CON,CON_lo_pc,CON_lo_es,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
28591,CUP_hi_pc,CUP,CUP_lo_pc,POP_lo_es,CON_lo_es,POP_lo_pc,CON,CON_hi_pc,CON_lo_pc,POP,CON_hi_es,POP_hi_pc,STY_lo_es,POP_hi_es,LBR_hi_pc,STY_hi_so,LBR_hi_so,STY_hi_pc,STY,LBR_lo_es,LBR,STY_lo_pc,LBR_hi_es,STY_lo_so,LBR_lo_so,OAO,STY_hi_es,LBR_lo_pc,NAT_lo_es,NAT,NAT_hi_es,LIB_hi_pc,LIB,LIB_lo_pc,DSA,DSA_lo_es,DSA_hi_es,PRG
28592,STY,POP,STY_hi_es,STY_hi_so,STY_lo_pc,STY_hi_pc,POP_lo_pc,POP_hi_es,STY_lo_so,STY_lo_es,CON,POP_lo_es,POP_hi_pc,LBR,CON_hi_es,CON_lo_pc,CON_hi_pc,CON_lo_es,LBR_hi_es,LBR_hi_so,LBR_hi_pc,LBR_lo_pc,LBR_lo_so,LBR_lo_es,NAT,OAO,DSA,NAT_hi_es,NAT_lo_es,DSA_hi_es,DSA_lo_es,CUP,LIB,CUP_lo_pc,CUP_hi_pc,LIB_hi_pc,LIB_lo_pc,PRG
28593,CON_lo_pc,CON_lo_es,CUP_lo_pc,OAO,CUP,CUP_hi_pc,CON,CON_hi_es,STY_lo_es,STY_hi_so,CON_hi_pc,POP_lo_pc,LBR_hi_so,POP_lo_es,STY,STY_lo_pc,STY_hi_pc,LBR_lo_es,LBR_hi_pc,LBR,POP,STY_hi_es,STY_lo_so,LBR_hi_es,LBR_lo_pc,LBR_lo_so,POP_hi_es,POP_hi_pc,LIB_hi_pc,LIB,LIB_lo_pc,NAT_lo_es,NAT,NAT_hi_es,DSA,DSA_lo_es,DSA_hi_es,PRG
28594,CUP,CUP_hi_pc,CUP_lo_pc,POP_lo_es,LBR_hi_pc,POP_lo_pc,LBR_hi_so,LBR_lo_es,LBR,STY_lo_es,POP,LBR_hi_es,STY_hi_so,LBR_lo_so,STY_hi_pc,LBR_lo_pc,STY,STY_lo_pc,POP_hi_pc,POP_hi_es,STY_lo_so,STY_hi_es,CON_lo_es,CON_lo_pc,CON,CON_hi_pc,CON_hi_es,LIB_hi_pc,LIB,OAO,LIB_lo_pc,NAT_lo_es,NAT,NAT_hi_es,DSA_lo_es,DSA,DSA_hi_es,PRG
28595,CON_hi_pc,CON,CON_hi_es,CON_lo_es,CON_lo_pc,POP_lo_es,POP_lo_pc,NAT_lo_es,POP,NAT,STY_hi_so,NAT_hi_es,POP_hi_pc,STY_hi_pc,POP_hi_es,STY_lo_es,STY,STY_hi_es,STY_lo_pc,STY_lo_so,CUP_hi_pc,CUP,CUP_lo_pc,OAO,LBR_hi_pc,LBR_hi_so,LBR,LBR_hi_es,LBR_lo_es,LBR_lo_so,LBR_lo_pc,LIB_hi_pc,LIB,LIB_lo_pc,DSA,DSA_lo_es,DSA_hi_es,PRG
28596,POP_lo_es,STY_hi_pc,POP_lo_pc,STY_lo_es,POP,STY_hi_so,STY,POP_hi_pc,STY_lo_so,POP_hi_es,STY_hi_es,STY_lo_pc,CUP_hi_pc,CUP,CUP_lo_pc,LBR_hi_pc,LBR_hi_so,LBR_lo_es,LBR,LBR_hi_es,LBR_lo_so,LBR_lo_pc,CON_hi_pc,CON_lo_es,CON,CON_hi_es,CON_lo_pc,OAO,LIB_hi_pc,LIB,LIB_lo_pc,NAT_lo_es,NAT,NAT_hi_es,DSA_lo_es,DSA,DSA_hi_es,PRG
28597,NAT_hi_es,NAT,NAT_lo_es,CON_hi_pc,POP_hi_pc,CON_hi_es,POP_hi_es,POP,CON,POP_lo_es,POP_lo_pc,CON_lo_es,CON_lo_pc,STY_hi_pc,STY_hi_so,STY_hi_es,STY,STY_lo_es,STY_lo_so,STY_lo_pc,CUP,LBR,OAO,CUP_hi_pc,LBR_hi_pc,CUP_lo_pc,LBR_hi_so,LBR_hi_es,LBR_lo_es,LBR_lo_so,LBR_lo_pc,LIB,LIB_hi_pc,LIB_lo_pc,DSA,DSA_hi_es,DSA_lo_es,PRG
28598,OAO,CUP_lo_pc,CUP,LBR_hi_so,LBR_lo_es,CUP_hi_pc,CON_lo_pc,LBR_hi_pc,CON_lo_es,LBR,STY_lo_es,LBR_lo_pc,STY_hi_so,POP_lo_pc,CON,POP_lo_es,LBR_hi_es,LBR_lo_so,STY_lo_pc,CON_hi_es,STY,CON_hi_pc,LIB_hi_pc,STY_hi_pc,POP,LIB,STY_lo_so,STY_hi_es,LIB_lo_pc,POP_hi_es,POP_hi_pc,NAT,NAT_lo_es,NAT_hi_es,DSA_lo_es,DSA,DSA_hi_es,PRG
28599,CUP_hi_pc,CUP,CUP_lo_pc,POP_lo_es,STY_lo_es,POP_lo_pc,LBR_hi_pc,LBR_lo_es,STY_hi_pc,STY_hi_so,STY,POP,LBR_hi_so,LBR,STY_lo_so,LBR_lo_so,STY_lo_pc,LBR_hi_es,POP_hi_pc,STY_hi_es,LBR_lo_pc,POP_hi_es,LIB_hi_pc,LIB,CON_lo_es,CON_lo_pc,CON,LIB_lo_pc,CON_hi_pc,CON_hi_es,OAO,DSA_lo_es,DSA,DSA_hi_es,NAT_lo_es,NAT,NAT_hi_es,PRG
28600,LBR_hi_pc,LBR_hi_so,LBR,LBR_hi_es,STY_lo_es,LBR_lo_es,POP_lo_pc,LBR_lo_so,STY_hi_so,STY_hi_pc,POP_lo_es,STY,STY_lo_so,STY_lo_pc,LBR_lo_pc,POP,STY_hi_es,POP_hi_es,POP_hi_pc,CUP_hi_pc,CUP,CUP_lo_pc,LIB_hi_pc,LIB,CON_lo_pc,CON,CON_hi_es,CON_lo_es,CON_hi_pc,LIB_lo_pc,OAO,DSA_lo_es,DSA,DSA_hi_es,NAT_lo_es,NAT,NAT_hi_es,PRG
28601,NAT_hi_es,NAT,NAT_lo_es,CON_hi_pc,POP_hi_pc,CON_hi_es,POP,POP_hi_es,POP_lo_es,CON,POP_lo_pc,CON_lo_es,CON_lo_pc,STY_hi_pc,STY_hi_so,STY_hi_es,STY,STY_lo_es,STY_lo_so,STY_lo_pc,CUP_hi_pc,CUP,CUP_lo_pc,LBR,OAO,LBR_hi_pc,LBR_hi_so,LBR_hi_es,LBR_lo_es,LBR_lo_so,LBR_lo_pc,LIB,LIB_hi_pc,LIB_lo_pc,DSA,DSA_hi_es,DSA_lo_es,PRG
28602,PRG,DSA_lo_es,DSA,LIB,LIB_lo_pc,LIB_hi_pc,LBR_lo_so,DSA_hi_es,LBR_lo_pc,LBR_lo_es,LBR,LBR_hi_es,LBR_hi_pc,LBR_hi_so,STY_lo_so,STY_lo_pc,STY_lo_es,STY,STY_hi_es,STY_hi_so,STY_hi_pc,CUP_lo_pc,CUP,CUP_hi_pc,POP,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,CON,CON_lo_pc,CON_lo_es,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
