respondent_id,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,rank_24,rank_25,rank_26,rank_27,rank_28,rank_29,rank_30,rank_31,rank_32,rank_33,rank_34,rank_35,rank_36,rank_37,rank_38
5994,CUP_lo_pc,CUP,OAO,CON_lo_pc,STY_lo_es,LBR_hi_so,STY_hi_so,LBR_lo_es,STY_lo_pc,CUP_hi_pc,CON_lo_es,LIB_hi_pc,LBR_lo_pc,LIB,LBR,LIB_lo_pc,STY,CON,LBR_hi_pc,LBR_hi_es,CON_hi_es,LBR_lo_so,POP_lo_pc,STY_hi_pc,STY_lo_so,STY_hi_es,CON_hi_pc,POP_lo_es,POP,POP_hi_es,POP_hi_pc,PRG,DSA_lo_es,DSA,DSA_hi_es,NAT,NAT_lo_es,NAT_hi_es
5995,LIB_lo_pc,LIB,LIB_hi_pc,DSA_lo_es,LBR_lo_pc,LBR_lo_es,LBR_lo_so,DSA,CUP_lo_pc,LBR,LBR_hi_so,LBR_hi_es,DSA_hi_es,LBR_hi_pc,CUP,STY_lo_pc,STY_lo_es,STY_lo_so,STY,CUP_hi_pc,STY_hi_so,STY_hi_es,STY_hi_pc,PRG,POP,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,CON,CON_lo_pc,CON_lo_es,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
5996,CON_lo_pc,LBR_hi_so,CON_hi_es,CON,LBR_hi_es,CON_lo_es,LBR,LBR_lo_pc,LBR_hi_pc,STY_hi_so,LBR_lo_es,POP_lo_pc,CON_hi_pc,STY_lo_pc,STY_lo_es,LBR_lo_so,STY,OAO,POP_lo_es,STY_hi_es,POP,STY_hi_pc,POP_hi_es,STY_lo_so,POP_hi_pc,CUP_lo_pc,LIB_hi_pc,LIB,CUP,LIB_lo_pc,CUP_hi_pc,NAT_lo_es,NAT,NAT_hi_es,PRG,DSA_lo_es,DSA,DSA_hi_es
5997,NAT_hi_es,POP_hi_es,NAT,POP_hi_pc,POP,POP_lo_pc,NAT_lo_es,POP_lo_es,CON_hi_es,CON_hi_pc,STY_hi_pc,CON,STY_hi_so,STY_hi_es,CON_lo_pc,STY,CON_lo_es,STY_lo_es,STY_lo_so,STY_lo_pc,LBR,OAO,LBR_hi_pc,LBR_hi_es,LBR_hi_so,LBR_lo_so,LBR_lo_es,LBR_lo_pc,CUP,CUP_hi_pc,CUP_lo_pc,LIB,DSA,LIB_hi_pc,LIB_lo_pc,DSA_hi_es,DSA_lo_es,PRG
5998,PRG,DSA_lo_es,LIB_lo_pc,LIB,DSA,LIB_hi_pc,LBR_lo_so,LBR_lo_es,LBR_lo_pc,DSA_hi_es,LBR,LBR_hi_pc,LBR_hi_es,LBR_hi_so,STY_lo_es,STY_lo_pc,STY_lo_so,STY,CUP_lo_pc,STY_hi_so,STY_hi_pc,STY_hi_es,CUP,CUP_hi_pc,POP,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,CON,CON_lo_pc,CON_lo_es,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
5999,LBR_hi_so,LBR_lo_pc,LBR_hi_es,LBR,LBR_lo_es,LBR_hi_pc,LBR_lo_so,STY_lo_pc,STY_hi_so,STY_lo_es,STY,STY_hi_es,POP_lo_pc,STY_lo_so,STY_hi_pc,CON_lo_pc,POP_lo_es,POP,CON_hi_es,CON,POP_hi_es,CON_lo_es,OAO,CON_hi_pc,POP_hi_pc,LIB,LIB_hi_pc,LIB_lo_pc,CUP_lo_pc,CUP,CUP_hi_pc,PRG,DSA_lo_es,DSA,DSA_hi_es,NAT,NAT_lo_es,NAT_hi_es
6000,STY_hi_pc,POP_lo_pc,STY_hi_es,STY_hi_so,POP_hi_es,STY,POP,POP_lo_es,STY_lo_es,STY_lo_so,STY_lo_pc,POP_hi_pc,CON_hi_es,CON,CON_hi_pc,CON_lo_pc,CON_lo_es,LBR_hi_pc,LBR_hi_es,LBR_hi_so,LBR,LBR_lo_so,LBR_lo_es,LBR_lo_pc,OAO,CUP_hi_pc,CUP,CUP_lo_pc,NAT_hi_es,NAT,NAT_lo_es,DSA_hi_es,LIB,LIB_hi_pc,DSA,DSA_lo_es,LIB_lo_pc,PRG
6001,LBR_hi_so,CON_lo_pc,LBR_lo_pc,LBR,LBR_hi_es,LBR_lo_es,STY_hi_so,STY_lo_pc,OAO,LBR_hi_pc,STY_lo_es,STY,LBR_lo_so,CON,CON_hi_es,CON_lo_es,POP_lo_pc,STY_hi_es,STY_lo_so,STY_hi_pc,POP_lo_es,CON_hi_pc,POP,POP_hi_es,POP_hi_pc,LIB_hi_pc,LIB,CUP_lo_pc,LIB_lo_pc,CUP,CUP_hi_pc,PRG,DSA_lo_es,DSA,DSA_hi_es,NAT,NAT_lo_es,NAT_hi_es
6002,CUP_lo_pc,CON_lo_pc,CUP,CON_lo_es,CUP_hi_pc,CON,OAO,STY_lo_es,STY_hi_so,CON_hi_es,CON_hi_pc,STY_lo_pc,STY,POP_lo_pc,STY_hi_pc,POP_lo_es,LBR_hi_so,STY_lo_so,STY_hi_es,LBR_lo_es,POP,LBR_hi_pc,LBR,LBR_lo_pc,LBR_hi_es,POP_hi_es,LBR_lo_so,POP_hi_pc,LIB_hi_pc,LIB,LIB_lo_pc,NAT_lo_es,NAT,NAT_hi_es,DSA,DSA_lo_es,DSA_hi_es,PRG
6003,OAO,LBR_hi_so,CON_lo_pc,CUP_lo_pc,LBR_lo_es,CON_lo_es,CUP,LBR,CON,LBR_hi_pc,LBR_lo_pc,CUP_hi_pc,LBR_hi_es,CON_hi_es,LIB_hi_pc,POP_lo_pc,LIB,STY_hi_so,STY_lo_es,LBR_lo_so,CON_hi_pc,POP_lo_es,LIB_lo_pc,STY_lo_pc,STY,POP,STY_hi_pc,STY_hi_es,STY_lo_so,POP_hi_es,POP_hi_pc,NAT,NAT_lo_es,NAT_hi_es,PRG,DSA,DSA_lo_es,DSA_hi_es
6004,LBR_hi_es,LBR_lo_so,LBR,LBR_lo_pc,LBR_hi_pc,LBR_hi_so,LBR_lo_es,STY_lo_pc,STY_lo_es,STY_lo_so,STY,STY_hi_so,STY_hi_es,STY_hi_pc,DSA_lo_es,DSA,DSA_hi_es,POP_lo_pc,POP_lo_es,POP,POP_hi_es,POP_hi_pc,LIB_hi_pc,LIB,LIB_lo_pc,CUP_lo_pc,CUP,CUP_hi_pc,CON_lo_pc,CON_hi_es,CON,CON_lo_es,CON_hi_pc,PRG,OAO,NAT,NAT_lo_es,NAT_hi_es
6005,LIB_lo_pc,LIB,LIB_hi_pc,CUP_lo_pc,LBR_lo_es,LBR_lo_pc,LBR_hi_so,CUP,LBR,LBR_lo_so,LBR_hi_es,LBR_hi_pc,CUP_hi_pc,STY_lo_es,STY_lo_pc,STY_hi_so,STY,STY_lo_so,STY_hi_es,STY_hi_pc,POP,CON_lo_pc,OAO,CON_lo_es,CON,POP_lo_pc,CON_hi_es,PRG,POP_lo_es,DSA_lo_es,CON_hi_pc,DSA,DSA_hi_es,POP_hi_es,POP_hi_pc,NAT,NAT_lo_es,NAT_hi_es
6006,POP_lo_pc,STY_hi_so,POP_lo_es,STY_lo_es,STY_hi_pc,STY,POP,STY_lo_pc,STY_hi_es,POP_hi_es,CON_lo_pc,CON_hi_es,CON,STY_lo_so,CON_lo_es,POP_hi_pc,CON_hi_pc,LBR_hi_pc,LBR_hi_so,LBR_hi_es,LBR,LBR_lo_es,LBR_lo_so,LBR_lo_pc,OAO,CUP_hi_pc,CUP,CUP_lo_pc,LIB_hi_pc,LIB,LIB_lo_pc,NAT_lo_es,NAT,NAT_hi_es,DSA_lo_es,DSA,DSA_hi_es,PRG
6007,NAT_hi_es,NAT,NAT_lo_es,CON_hi_pc,CON_hi_es,POP_hi_pc,POP_hi_es,POP,CON,POP_lo_es,POP_lo_pc,CON_lo_es,CON_lo_pc,STY_hi_pc,STY_hi_so,STY_hi_es,STY,STY_lo_es,STY_lo_so,STY_lo_pc,OAO,CUP,CUP_hi_pc,CUP_lo_pc,LBR,LBR_hi_pc,LBR_hi_so,LBR_hi_es,LBR_lo_es,LBR_lo_so,LBR_lo_pc,LIB,LIB_hi_pc,LIB_lo_pc,DSA,DSA_hi_es,DSA_lo_es,PRG
6008,STY_hi_es,STY_hi_pc,STY_hi_so,STY,STY_lo_so,STY_lo_pc,POP_hi_es,STY_lo_es,POP_lo_pc,POP,POP_hi_pc,POP_lo_es,LBR,LBR_hi_es,LBR_hi_pc,LBR_hi_so,LBR_lo_so,LBR_lo_pc,LBR_lo_es,CON,CON_hi_es,CON_lo_pc,CON_hi_pc,CON_lo_es,DSA,DSA_hi_es,DSA_lo_es,OAO,NAT,NAT_hi_es,NAT_lo_es,CUP,CUP_hi_pc,CUP_lo_pc,LIB,LIB_hi_pc,LIB_lo_pc,PRG
6009,CON_lo_pc,CON_hi_es,CON,CON_lo_es,CON_hi_pc,STY_hi_so,POP_lo_pc,OAO,STY_lo_es,STY_hi_pc,STY,POP_lo_es,STY_lo_pc,STY_hi_es,POP,POP_hi_es,STY_lo_so,LBR_hi_so,POP_hi_pc,LBR_hi_pc,LBR_hi_es,LBR,LBR_lo_es,LBR_lo_pc,LBR_lo_so,CUP,CUP_hi_pc,CUP_lo_pc,NAT_lo_es,NAT,NAT_hi_es,LIB,LIB_hi_pc,LIB_lo_pc,DSA,DSA_lo_es,DSA_hi_es,PRG
6010,PRG,DSA_lo_es,LIB,LIB_lo_pc,LIB_hi_pc,LBR_lo_so,DSA,LBR_lo_es,LBR_lo_pc,LBR,DSA_hi_es,LBR_hi_pc,LBR_hi_es,LBR_hi_so,CUP_lo_pc,STY,STY_lo_es,STY_lo_pc,STY_lo_so,CUP,CUP_hi_pc,STY_hi_so,STY_hi_pc,STY_hi_es,POP,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,CON,CON_lo_pc,CON_lo_es,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
6011,PRG,LIB,LIB_lo_pc,LIB_hi_pc,DSA_lo_es,LBR_lo_es,LBR_lo_so,LBR_lo_pc,DSA,LBR,LBR_hi_pc,LBR_hi_es,LBR_hi_so,DSA_hi_es,STY_lo_es,CUP_lo_pc,STY_lo_pc,STY_lo_so,STY,CUP,STY_hi_so,STY_hi_pc,STY_hi_es,CUP_hi_pc,POP,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,CON,CON_lo_pc,CON_lo_es,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
6012,LBR_lo_pc,PRG,LBR_lo_so,LBR_lo_es,LBR,LIB_lo_pc,LIB,LBR_hi_es,LBR_hi_so,LIB_hi_pc,STY_lo_pc,LBR_hi_pc,STY_lo_es,DSA_lo_es,STY_lo_so,DSA,STY,STY_hi_so,DSA_hi_es,CUP_lo_pc,STY_hi_es,STY_hi_pc,CUP,CUP_hi_pc,POP,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,CON_lo_pc,CON_lo_es,CON,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
6013,LIB_lo_pc,LIB,LIB_hi_pc,CUP_lo_pc,LBR_lo_pc,LBR_lo_es,LBR_hi_so,CUP,LBR,LBR_lo_so,LBR_hi_es,LBR_hi_pc,STY_lo_pc,STY_lo_es,CUP_hi_pc,STY_hi_so,STY,STY_lo_so,STY_hi_es,STY_hi_pc,POP,CON_lo_pc,CON_lo_es,CON,CON_hi_es,OAO,POP_lo_pc,DSA_lo_es,CON_hi_pc,DSA,POP_lo_es,PRG,DSA_hi_es,POP_hi_es,POP_hi_pc,NAT,NAT_lo_es,NAT_hi_es
6014,POP_hi_pc,POP_hi_es,POP,POP_lo_es,STY_hi_pc,POP_lo_pc,STY_hi_es,STY,STY_hi_so,STY_lo_so,STY_lo_es,STY_lo_pc,LBR_hi_pc,CON_hi_pc,CON_hi_es,LBR_hi_es,CON,LBR,LBR_hi_so,LBR_lo_so,CON_lo_es,CON_lo_pc,LBR_lo_es,LBR_lo_pc,CUP_hi_pc,CUP,CUP_lo_pc,OAO,NAT_hi_es,NAT,NAT_lo_es,LIB,LIB_hi_pc,LIB_lo_pc,DSA,DSA_hi_es,DSA_lo_es,PRG
6015,LBR_lo_es,LBR_lo_so,LBR,LBR_hi_pc,LBR_lo_pc,LIB_hi_pc,LBR_hi_so,LBR_hi_es,LIB,LIB_lo_pc,STY_lo_es,STY_lo_so,STY_lo_pc,CUP_lo_pc,STY,CUP,STY_hi_so,STY_hi_pc,CUP_hi_pc,STY_hi_es,POP_lo_pc,POP,POP_lo_es,DSA_lo_es,DSA,DSA_hi_es,POP_hi_es,POP_hi_pc,PRG,CON_lo_pc,CON_lo_es,CON,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
6016,LBR_hi_pc,LBR_hi_so,LBR_lo_es,LBR,LBR_hi_es,LBR_lo_so,LBR_lo_pc,STY_lo_es,POP_lo_pc,STY_hi_so,CUP_lo_pc,STY_lo_pc,CUP,STY,POP_lo_es,STY_hi_pc,CUP_hi_pc,STY_lo_so,STY_hi_es,POP,LIB_hi_pc,POP_hi_es,LIB,POP_hi_pc,LIB_lo_pc,CON_lo_pc,CON_lo_es,CON,CON_hi_es,CON_hi_pc,OAO,DSA_lo_es,DSA,DSA_hi_es,PRG,NAT_lo_es,NAT,NAT_hi_es
6017,PRG,LIB_lo_pc,LIB,LIB_hi_pc,LBR_lo_es,LBR_lo_so,LBR_lo_pc,DSA_lo_es,LBR,LBR_hi_pc,LBR_hi_so,LBR_hi_es,DSA,CUP_lo_pc,DSA_hi_es,CUP,STY,CUP_hi_pc,STY_lo_es,STY_lo_pc,STY_lo_so,STY_hi_so,STY_hi_pc,STY_hi_es,POP,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,CON,CON_lo_pc,CON_lo_es,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
6018,LIB_lo_pc,LIB,LIB_hi_pc,LBR_lo_pc,LBR_lo_es,LBR_hi_so,LBR,LBR_lo_so,LBR_hi_es,LBR_hi_pc,CUP_lo_pc,STY_lo_pc,STY_lo_es,STY_hi_so,STY,CUP,STY_lo_so,PRG,STY_hi_es,STY_hi_pc,CUP_hi_pc,DSA_lo_es,DSA,DSA_hi_es,POP,POP_lo_pc,POP_lo_es,POP_hi_es,CON_lo_pc,POP_hi_pc,CON_lo_es,CON,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
6019,CON_hi_pc,NAT_lo_es,CON_lo_es,CUP_hi_pc,CON,NAT,CON_hi_es,CUP,CON_lo_pc,NAT_hi_es,POP_lo_es,CUP_lo_pc,POP_hi_pc,POP,POP_lo_pc,POP_hi_es,STY,STY_hi_pc,STY_hi_so,STY_lo_es,STY_hi_es,STY_lo_so,STY_lo_pc,OAO,LBR,LBR_hi_pc,LBR_hi_so,LBR_lo_es,LBR_hi_es,LBR_lo_so,LBR_lo_pc,LIB,LIB_hi_pc,LIB_lo_pc,DSA,DSA_lo_es,DSA_hi_es,PRG
6020,CON_lo_es,CON_hi_pc,CUP_hi_pc,CON,CON_lo_pc,CUP,CON_hi_es,NAT_lo_es,CUP_lo_pc,NAT,POP_lo_es,NAT_hi_es,POP,POP_lo_pc,POP_hi_pc,STY,STY_hi_so,STY_lo_es,STY_hi_pc,POP_hi_es,STY_lo_pc,STY_hi_es,STY_lo_so,OAO,LBR_hi_pc,LBR_hi_so,LBR,LBR_lo_es,LBR_hi_es,LBR_lo_so,LBR_lo_pc,LIB,LIB_hi_pc,LIB_lo_pc,DSA,DSA_lo_es,DSA_hi_es,PRG
6021,POP_lo_es,CUP_hi_pc,POP_hi_pc,POP,POP_lo_pc,CUP,STY_hi_pc,POP_hi_es,STY_lo_es,STY_hi_so,STY,CUP_lo_pc,STY_lo_so,STY_hi_es,CON_hi_pc,STY_lo_pc,CON_lo_es,CON,CON_hi_es,CON_lo_pc,LBR_hi_pc,LBR_hi_so,LBR_lo_es,LBR,LBR_hi_es,LBR_lo_so,NAT_lo_es,LBR_lo_pc,NAT,NAT_hi_es,OAO,LIB,LIB_hi_pc,LIB_lo_pc,DSA,DSA_lo_es,DSA_hi_es,PRG
6022,STY_hi_es,STY_lo_pc,STY_lo_so,STY,STY_hi_so,DSA_hi_es,STY_hi_pc,LBR_hi_es,STY_lo_es,DSA,LBR_lo_pc,LBR_lo_so,LBR,LBR_hi_so,DSA_lo_es,LBR_hi_pc,LBR_lo_es,POP_lo_pc,POP_hi_es,POP,POP_lo_es,POP_hi_pc,CON,CON_hi_es,CON_lo_pc,CON_hi_pc,CON_lo_es,OAO,CUP,LIB,LIB_hi_pc,LIB_lo_pc,CUP_lo_pc,CUP_hi_pc,PRG,NAT,NAT_hi_es,NAT_lo_es
6023,LBR_lo_pc,LBR_hi_so,LBR_lo_es,LBR,LBR_hi_es,LBR_lo_so,LIB,LBR_hi_pc,LIB_hi_pc,LIB_lo_pc,STY_lo_pc,STY_lo_es,STY_hi_so,STY,PRG,STY_lo_so,STY_hi_es,CUP_lo_pc,STY_hi_pc,POP_lo_pc,CUP,POP_lo_es,CUP_hi_pc,POP,DSA_lo_es,POP_hi_es,DSA,DSA_hi_es,POP_hi_pc,CON_lo_pc,CON_lo_es,CON,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
6024,POP_hi_pc,POP_hi_es,POP,POP_lo_es,POP_lo_pc,CON_hi_pc,CON_hi_es,STY_hi_pc,CON,STY_hi_so,CON_lo_es,STY_hi_es,STY,CON_lo_pc,STY_lo_es,STY_lo_so,STY_lo_pc,NAT_hi_es,NAT,NAT_lo_es,CUP_hi_pc,OAO,CUP,LBR,LBR_hi_pc,CUP_lo_pc,LBR_hi_es,LBR_hi_so,LBR_lo_so,LBR_lo_es,LBR_lo_pc,LIB,LIB_hi_pc,LIB_lo_pc,DSA,DSA_hi_es,DSA_lo_es,PRG
6025,LIB_lo_pc,LIB,LIB_hi_pc,LBR_lo_pc,PRG,LBR_lo_es,LBR_lo_so,LBR,LBR_hi_so,LBR_hi_es,CUP_lo_pc,LBR_hi_pc,STY_lo_pc,STY_lo_es,CUP,DSA_lo_es,STY_lo_so,STY,STY_hi_so,DSA,CUP_hi_pc,STY_hi_es,STY_hi_pc,DSA_hi_es,POP,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,CON_lo_pc,CON_lo_es,CON,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
6026,STY_hi_so,POP_lo_pc,STY_hi_es,STY_hi_pc,STY,STY_lo_es,STY_lo_pc,POP_hi_es,POP,STY_lo_so,POP_lo_es,POP_hi_pc,LBR_hi_pc,LBR_hi_es,LBR_hi_so,CON_hi_es,LBR,CON_lo_pc,CON,LBR_lo_so,LBR_lo_es,CON_hi_pc,LBR_lo_pc,CON_lo_es,OAO,CUP_hi_pc,CUP,CUP_lo_pc,LIB_hi_pc,LIB,LIB_lo_pc,NAT_hi_es,NAT,NAT_lo_es,DSA_hi_es,DSA,DSA_lo_es,PRG
6027,CUP_hi_pc,POP_lo_es,POP_hi_pc,POP,CON_hi_pc,CUP,POP_lo_pc,CON_lo_es,POP_hi_es,CON,CON_hi_es,STY_hi_pc,CUP_lo_pc,CON_lo_pc,STY_lo_es,STY_hi_so,STY,STY_lo_so,STY_hi_es,NAT_lo_es,NAT,STY_lo_pc,NAT_hi_es,LBR_hi_pc,LBR_hi_so,LBR_lo_es,LBR,LBR_hi_es,OAO,LBR_lo_so,LBR_lo_pc,LIB_hi_pc,LIB,LIB_lo_pc,DSA,DSA_lo_es,DSA_hi_es,PRG
6028,CON_hi_pc,CON_lo_es,NAT_lo_es,CON,CON_hi_es,NAT,CON_lo_pc,NAT_hi_es,CUP_hi_pc,POP_lo_es,CUP,POP_hi_pc,POP,POP_lo_pc,STY_hi_pc,STY_hi_so,POP_hi_es,STY_lo_es,CUP_lo_pc,STY,STY_hi_es,STY_lo_so,STY_lo_pc,OAO,LBR,LBR_hi_pc,LBR_hi_so,LBR_lo_es,LBR_hi_es,LBR_lo_so,LBR_lo_pc,LIB,LIB_hi_pc,LIB_lo_pc,DSA,DSA_lo_es,DSA_hi_es,PRG
6029,PRG,LIB_lo_pc,LIB,LIB_hi_pc,LBR_lo_es,LBR_lo_pc,LBR_lo_so,LBR,LBR_hi_so,LBR_hi_pc,LBR_hi_es,CUP_lo_pc,DSA_lo_es,STY_lo_es,CUP,STY_lo_pc,DSA,STY_lo_so,STY,CUP_hi_pc,DSA_hi_es,STY_hi_so,STY_hi_pc,STY_hi_es,POP,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,CON,CON_lo_pc,CON_lo_es,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
6030,LBR_hi_so,CON_lo_pc,OAO,LBR_lo_pc,LBR_hi_es,LBR,LBR_lo_es,LBR_hi_pc,CON_hi_es,CON,STY_hi_so,CON_lo_es,STY_lo_pc,LBR_lo_so,POP_lo_pc,STY_lo_es,STY,STY_hi_es,CON_hi_pc,STY_hi_pc,POP_lo_es,STY_lo_so,POP,POP_hi_es,LIB,LIB_hi_pc,LIB_lo_pc,POP_hi_pc,CUP_lo_pc,CUP,PRG,CUP_hi_pc,DSA_lo_es,DSA,DSA_hi_es,NAT,NAT_lo_es,NAT_hi_es
6031,CUP_hi_pc,CUP,POP_lo_es,CUP_lo_pc,POP_lo_pc,POP,POP_hi_pc,POP_hi_es,STY,STY_lo_es,LBR_hi_pc,STY_hi_pc,STY_hi_so,LBR_lo_es,LBR_hi_so,LBR,STY_lo_so,STY_lo_pc,STY_hi_es,LBR_hi_es,LBR_lo_so,LBR_lo_pc,CON_lo_es,CON_hi_pc,CON,CON_lo_pc,CON_hi_es,OAO,LIB_hi_pc,LIB,LIB_lo_pc,NAT_lo_es,NAT,NAT_hi_es,DSA,DSA_lo_es,DSA_hi_es,PRG
6032,CUP_hi_pc,CUP,CUP_lo_pc,POP,LBR,LBR_lo_es,LBR_hi_pc,STY,LBR_hi_so,LBR_lo_so,LBR_lo_pc,LBR_hi_es,POP_lo_es,CON,POP_lo_pc,LIB_hi_pc,POP_hi_pc,OAO,LIB,STY_lo_es,POP_hi_es,CON_lo_es,STY_hi_so,LIB_lo_pc,STY_hi_pc,CON_lo_pc,CON_hi_pc,STY_lo_pc,STY_lo_so,CON_hi_es,STY_hi_es,NAT,NAT_lo_es,NAT_hi_es,DSA,DSA_lo_es,DSA_hi_es,PRG
6033,STY_lo_pc,STY_hi_so,STY_lo_es,STY,LBR_lo_pc,STY_hi_es,STY_lo_so,LBR_hi_es,LBR_hi_so,LBR,LBR_lo_es,LBR_lo_so,STY_hi_pc,LBR_hi_pc,POP_lo_pc,CON_lo_pc,POP_lo_es,POP,POP_hi_es,CON_hi_es,CON,CON_lo_es,POP_hi_pc,DSA_lo_es,DSA,CON_hi_pc,DSA_hi_es,LIB_lo_pc,LIB,LIB_hi_pc,CUP_lo_pc,CUP,PRG,CUP_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
6034,POP_hi_es,POP_lo_pc,POP,POP_hi_pc,POP_lo_es,NAT_hi_es,CON_hi_es,NAT,CON_hi_pc,CON,STY_hi_so,STY_hi_pc,STY_hi_es,NAT_lo_es,CON_lo_pc,STY,CON_lo_es,STY_lo_es,STY_lo_pc,STY_lo_so,LBR,LBR_hi_pc,LBR_hi_es,LBR_hi_so,LBR_lo_so,LBR_lo_es,LBR_lo_pc,OAO,CUP,CUP_hi_pc,CUP_lo_pc,LIB,LIB_hi_pc,DSA,LIB_lo_pc,DSA_hi_es,DSA_lo_es,PRG
6035,LIB,LIB_hi_pc,LIB_lo_pc,LBR_lo_es,LBR_lo_pc,LBR_lo_so,LBR,LBR_hi_so,PRG,LBR_hi_pc,LBR_hi_es,CUP_lo_pc,STY_lo_es,STY_lo_pc,DSA_lo_es,CUP,STY_lo_so,STY,DSA,STY_hi_so,CUP_hi_pc,STY_hi_pc,STY_hi_es,DSA_hi_es,POP,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,CON_lo_pc,CON_lo_es,CON,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
6036,POP_hi_es,POP,POP_hi_pc,POP_lo_pc,CON_hi_es,POP_lo_es,CON_hi_pc,NAT_hi_es,CON,NAT,CON_lo_pc,STY_hi_pc,CON_lo_es,STY_hi_so,NAT_lo_es,STY_hi_es,STY,STY_lo_es,STY_lo_so,STY_lo_pc,OAO,LBR,LBR_hi_pc,LBR_hi_es,LBR_hi_so,LBR_lo_so,LBR_lo_es,LBR_lo_pc,CUP,CUP_hi_pc,CUP_lo_pc,LIB,LIB_hi_pc,LIB_lo_pc,DSA,DSA_hi_es,DSA_lo_es,PRG
6037,CON_hi_es,CON_hi_pc,NAT_hi_es,CON,NAT,POP_lo_pc,POP_hi_es,POP,POP_lo_es,CON_lo_pc,NAT_lo_es,POP_hi_pc,CON_lo_es,STY_hi_so,STY_hi_pc,STY_hi_es,STY,STY_lo_es,STY_lo_pc,STY_lo_so,LBR_hi_pc,LBR_hi_so,LBR_hi_es,LBR,LBR_lo_es,LBR_lo_so,LBR_lo_pc,OAO,CUP_hi_pc,CUP,CUP_lo_pc,LIB,LIB_hi_pc,LIB_lo_pc,DSA,DSA_hi_es,DSA_lo_es,PRG
6038,LBR_lo_es,LBR_hi_so,LBR,LIB_hi_pc,LBR_lo_pc,CUP_lo_pc,LBR_hi_pc,LIB,LBR_lo_so,LBR_hi_es,CUP,LIB_lo_pc,CUP_hi_pc,STY_lo_es,STY_lo_pc,POP_lo_pc,STY_hi_so,STY,POP_lo_es,STY_lo_so,STY_hi_pc,STY_hi_es,POP,POP_hi_es,POP_hi_pc,CON_lo_pc,CON_lo_es,CON,CON_hi_es,CON_hi_pc,OAO,PRG,DSA_lo_es,DSA,DSA_hi_es,NAT,NAT_lo_es,NAT_hi_es
6039,CON_hi_pc,CON,CON_hi_es,CON_lo_es,CON_lo_pc,NAT_lo_es,NAT,POP_lo_es,NAT_hi_es,POP,POP_lo_pc,POP_hi_pc,POP_hi_es,STY_hi_so,STY_hi_pc,CUP_hi_pc,STY_lo_es,STY,CUP,STY_hi_es,STY_lo_pc,CUP_lo_pc,STY_lo_so,LBR_hi_pc,LBR_hi_so,LBR,LBR_hi_es,LBR_lo_es,OAO,LBR_lo_so,LBR_lo_pc,LIB_hi_pc,LIB,LIB_lo_pc,DSA,DSA_lo_es,DSA_hi_es,PRG
6040,NAT_hi_es,POP_hi_es,NAT,POP,POP_lo_pc,POP_hi_pc,CON_hi_es,POP_lo_es,NAT_lo_es,CON_hi_pc,CON,STY_hi_so,CON_lo_pc,STY_hi_pc,STY_hi_es,CON_lo_es,STY,STY_lo_es,STY_lo_pc,STY_lo_so,LBR,LBR_hi_pc,LBR_hi_so,LBR_hi_es,LBR_lo_es,LBR_lo_so,LBR_lo_pc,OAO,CUP,CUP_hi_pc,CUP_lo_pc,LIB,LIB_hi_pc,LIB_lo_pc,DSA,DSA_hi_es,DSA_lo_es,PRG
