state_fips,state_abbr,total_weighted_respondents,first_choice_CON,first_choice_CON_hi_ae,first_choice_CON_lo_ae,first_choice_CON_hi_pc,first_choice_CON_lo_pc,first_choice_SD,first_choice_SD_hi_so,first_choice_SD_lo_so,first_choice_SD_hi_ae,first_choice_SD_lo_ae,first_choice_SD_hi_pc,first_choice_SD_lo_pc,first_choice_STY,first_choice_STY_hi_so,first_choice_STY_lo_so,first_choice_STY_hi_ae,first_choice_STY_lo_ae,first_choice_STY_hi_pc,first_choice_STY_lo_pc,first_choice_NAT,first_choice_NAT_hi_ae,first_choice_NAT_lo_ae,first_choice_LIB,first_choice_LIB_hi_pc,first_choice_LIB_lo_pc,first_choice_REF,first_choice_REF_hi_ae,first_choice_REF_lo_ae,first_choice_REF_hi_pc,first_choice_REF_lo_pc,first_choice_CTR,first_choice_CTR_hi_pc,first_choice_CTR_lo_pc,first_choice_DSA,first_choice_DSA_hi_ae,first_choice_DSA_lo_ae,first_choice_PRG
24,MD,782.1392251325467,0.01626860192638392,0.017829169534738423,0.02321851237962786,0.021488147513682318,0.05201571223104087,0.01680875615073586,0.03422453930632791,0.035351869310288865,0.026324273892733393,0.03565093214724271,0.0421250801412895,0.01725114407516176,0.038347066173208225,0.014476796522126556,0.002756984330188064,0.01945370214174603,0.02565342319105179,0.009979462032516899,0.011632509444884802,0.021297372041602116,0.024095694963977968,0.022500815987568278,0.03710751010851538,0.03668787217216869,0.038657516158195064,0.03278413222448629,0.01360979979892504,0.02038005752553076,0.03038847465854815,0.007630279397349425,0.03966575131790237,0.021087700804644754,0.05210537366722946,0.012349117147392546,0.019145687117528263,0.013100020663882094,0.09655014179957758
25,MA,790.9676385842274,0.017214727364495197,0.06107362190139514,0.049801444832438695,0.021059464888664857,0.04585726401274049,0.03285328475457689,0.015020983889079097,0.015405551416542304,0.022589629086394707,0.021906312075280387,0.023336885273375622,0.03805911197997282,0.019743458441224007,0.009011399535741841,0.014052141677321234,0.02165159332804665,0.004586955032114364,0.003350983288733505,0.029410204421136888,0.024603769918729996,0.023030123831881848,0.0315172813681234,0.042219759721343335,0.036295961257581104,0.050713700745276265,0.003510923884154421,0.009950321992009974,0.01455584331310212,0.008099954191635119,0.0327568701211704,0.01674540271917088,0.014282992188603407,0.045065363399315,0.007358698001890762,0.051599081310992126,0.02208767449673867,0.09962126033900642
26,MI,1329.584123339628,0.03679256824888661,0.05167010690549404,0.03635889331881728,0.05181225661180275,0.05255043113994975,0.023396671270643557,0.022412842266017814,0.02802082251090822,0.011567780988395983,0.019833293399165404,0.018381327000523917,0.01447366947244064,0.00754893914176879,0.01310712188618514,0.0037114885612992113,0.01388126534392809,0.020662741440463477,0.014380764331538086,0.0045918990130478015,0.049135052472655545,0.036526287130119406,0.04227209520806042,0.038230570192336874,0.03737989862463564,0.03468857874444025,0.01204887680259168,0.017631879467976487,0.02161085734983209,0.025899993506045653,0.01582184148650505,0.04043414636931998,0.024112063187569786,0.0407329398864772,0.021620543433780653,0.023675076536056806,0.02461289931414421,0.04841151743617574
27,MN,714.0147451905302,0.041179910656485,0.024935212323851964,0.025132936453933656,0.020325228056702137,0.03849080418751052,0.014766731693289218,0.021002104284459307,0.04069084283000088,0.01893784345237701,0.015363090860261542,0.012748924630823125,0.023153707379814602,0.00288291708887204,0.015049338038394519,0.004532637197721506,0.010349251770766373,0.002076940590463055,0.008405778514505965,0.005117378858416631,0.01431666583702531,0.03324515272948903,0.038629539752093246,0.072811984452209,0.05294886078913499,0.041634614351120675,0.026107889447097354,0.013828210443628875,0.017770503398753437,0.036344732881126565,0.03289625019505977,0.025854886306216424,0.02488989900041233,0.0836198120316062,0.017363009074913636,0.005096097540934768,0.010801799973439585,0.10669851292708987
28,MS,444.2501713864426,0.04376895602366157,0.026027280147028542,0.056540161821277586,0.03390376517114602,0.04101406023302694,0.02617316880182863,0.01721667113203863,0.042282083750626365,0.0228515690136026,0.03131088838595659,0.007002358181860028,0.004865499247022953,0.02555962360227304,0.06039144889263736,0.035838591606916145,0.010523477189477236,0.03858267626071338,0.04704383738282964,0.03732408684804097,0.02557634266104582,0.03127929859512883,0.028844378816362932,0.02986159288692243,0.00250357716526736,0.005412279307187958,0.018616769946265103,0.00884579159511951,0.022627342792316613,0.00932103483648082,0.025621416799302865,0.03017203555106429,0.03892694510887257,0.0755920007463692,0.003829156545116909,0.0137037697311107,0.014800143490067202,0.0062459197340347114
29,MO,950.7300393248061,0.04977416453231237,0.039776954127891284,0.048029182037813166,0.04464412267040455,0.036191363249932405,0.011408294489543887,0.01924882198634719,0.018214837381355157,0.03400390856517815,0.01614574026868066,0.010227309081241219,0.013844925300406275,0.031884231492474366,0.016541471921901692,0.011599938528576683,0.021714025700641237,0.016684748429695802,0.056614603536116206,0.01642954598430984,0.03370403667027381,0.02728655739357167,0.051008855007629465,0.022319774123058033,0.031079299187881285,0.027630277844277615,0.019817671563656162,0.009119465254131657,0.028667510747094838,0.014496529898208172,0.008824178455012032,0.029993534798280454,0.02792252509805732,0.03716574899650494,0.028669744638505752,0.03276577219979254,0.017251475968260488,0.03929885287098167
30,MT,257.38114259017533,0.015917731162364817,0.05611678070089627,0.05092818238537993,0.053724399106675313,0.03368892572104833,0.031796346041826885,0.028337742887157326,0.002540859894360734,0.07877271650271991,0.01792028128470381,0.027458829697009725,0.004456384572889795,0.025397577532083052,0.0024897848005948305,0.01844492421711946,0.05162493984903904,0.02349169265819493,0.0016789187258903272,0.0050687283942480125,0.07285524925897587,0.08026227176220647,0.05197019444288534,0.026857270502521256,0.02260080383026228,0.027412660674192138,0.01208607416651741,0.003088530295196284,0.004327958053400664,0.010187795249365843,0.010786795353589918,0.012269844259276668,0.019469527927478407,0.027776050658273228,0.020699879001830367,0.007273948323822122,0.024161039111663434,0.03605836099433978
31,NE,295.9094025556517,0.07878122092874086,0.02875386494198502,0.036940351317669345,0.044637380681001315,0.01243977783000431,0.06541819582955875,0.015677690358845718,0.020217207350410674,0.0008368484845913129,0.00468367204345606,0.008527992862062793,0.012190803278182259,0.007228528139747847,0.003760773906915316,0.03496027650433624,0.039963744532470126,0.021394158058862814,0.02613478761678805,0.044743097345235135,0.044725473203056594,0.01736222679743088,0.02358676031664403,0.027749330165236,0.01482441386844636,0.028301521314134995,0.007662870638668271,0.015808035289011892,0.048879652075330696,0.008052856489100372,0.01912703862476317,0.025481369978590206,0.07016600323790625,0.03191331860313309,0.042958155282181665,0.034821903295168065,0.011034840038085301,0.020253858772248435
32,NV,707.5349642159226,0.047688864913697296,0.04895627911074551,0.03614635437745909,0.014129972481294823,0.028901381731033595,0.019534923231719778,0.015988394291210486,0.03906643599022931,0.003505467174285815,0.010487182952164704,0.023178684293118423,0.01731907572423258,0.030032914736520786,0.014181327408056246,0.025700020789985113,0.05461321554416668,0.011546448289490457,0.020431894897020516,0.02556764046091434,0.04317004969587523,0.026036261097239756,0.03698688769212814,0.020268701682324686,0.04654391032442086,0.025926693300124665,0.026798039015940515,0.025536978438597157,0.030473193641645996,0.00943003461941532,0.013840557853362582,0.010500479610170371,0.02126195325337648,0.06253346422876575,0.01058119263836657,0.026257360204857128,0.018546288751485854,0.05833147555455748
33,NH,264.70182867427593,0.025911946997127292,0.02670694696781492,0.07090669326397966,0.02247084004368716,0.02475455313623086,0.043822737414831274,0.021986371590709954,0.039286121630491146,0.011349289068217461,0.03298736764988526,0.022964447995855994,0.02046665277540639,0.0,0.005204290557676914,0.010690114930131,0.004433553158186558,0.013253194134120553,0.007794010645682618,0.013800248660027076,0.01104180862542738,0.018268372490004268,0.025882426158139682,0.034209515898813436,0.04071030771224449,0.029505828041777125,0.019472963447901157,0.002399794550310052,0.01495877286561373,0.03141039143538317,0.004881140029822372,0.11200674640216811,0.014939338227403696,0.033229925604097696,0.01749809003193064,0.015666885488849522,0.07111707099514102,0.0840112413749105
34,NJ,1162.212189890641,0.03924104917867368,0.04384519972420661,0.039257137990781246,0.04034091606317922,0.035522914883452196,0.03240746640452872,0.02224023222157254,0.014678286999044231,0.0184459125774842,0.055460189515661305,0.017394862299582096,0.026025324614560665,0.009744063356157105,0.009830219180061097,0.014051587746985027,0.011150181245271555,0.029238111043577368,0.006204159327220591,0.009755648651071688,0.037689613810047526,0.03240769331604711,0.025075630337133923,0.028154089769052048,0.04522719754627894,0.03486378499864384,0.02609416696509155,0.013989291176630498,0.022505562149562452,0.012845167214350861,0.010459464514262334,0.029528031438225178,0.016471482116485983,0.05111568517999529,0.018003671162726147,0.02315070520347656,0.022195762579051145,0.07538953749986751
35,NM,415.09744284088754,0.04628735586082042,0.056826386590332054,0.03563057645365843,0.016411317540979957,0.030406292830756087,0.05033996660575917,0.01913987189258149,0.03186124087782749,0.038876264903901225,0.04031121477339236,0.009271812812492475,0.017111491181500984,0.006324950062111224,0.037629481284304295,0.025298321841710176,0.01734075909113273,0.003107618432230472,0.027413735216556684,0.02965439349824887,0.02133332076437151,0.02740016028722358,0.014331279069450743,0.03758921386965762,0.018754451140717998,0.030185039103336402,0.011501801711457805,0.005766085837281132,0.019342114380688707,0.011871695356731578,0.01589313640511524,0.03709987890481663,0.0376827329057165,0.07037820249740363,0.038047520571968606,0.007334009518437555,0.00495247160003894,0.051293834325289334
36,NY,2314.4361487307797,0.027002691551732537,0.0250971708022052,0.023861638447276606,0.027696265307520604,0.05755447277369137,0.01981082113052254,0.036729335932090414,0.018607896447689606,0.040423623826943575,0.02839049089361658,0.02559330737589861,0.020019618886086485,0.009043988946125483,0.008530046901738864,0.017242840098669193,0.03412965735083528,0.007197597880716098,0.015754661570130987,0.01428977741471607,0.018678801733932198,0.023726713250878502,0.025285651680837167,0.04050072699418724,0.03157266737105336,0.04524176471584032,0.011202190383493071,0.02477019115004064,0.021808501137703176,0.011043467227079645,0.024358916716246633,0.03240838973372335,0.03053907705043584,0.06263131232587976,0.02103616457374367,0.030494515727419808,0.024179355594166244,0.06354568909513335
37,NC,1455.3543868417394,0.02132507457234796,0.027920858534873045,0.03883669854811579,0.03205909699555565,0.08263106397086663,0.021718588501117138,0.033936317182063254,0.015666642670813746,0.01303759829645315,0.015732761141392996,0.02400257743260393,0.014789946440151679,0.01609181102950931,0.016122737707178782,0.03718156068652973,0.014175555304210543,0.012916626679723792,0.007512034346061307,0.007051925561945726,0.04357914271676219,0.037110387757793975,0.03681597651963822,0.0196654487098537,0.02130388127836429,0.03816871609754733,0.011784289640816624,0.036776370435022895,0.03055905096284403,0.010394468480964406,0.019600387431426256,0.042178149577688354,0.04489164332593316,0.0344106039202609,0.026556842498833253,0.010027542260506892,0.028214264623475063,0.05525335816075433
