diagnostic,phase,candidate_code,candidate_name,party,axis,direction,raw_votes,vote_pct,status,variant_code,base_code,pod,variant_pct,base_pct,delta_vs_base,eliminated_code,eliminated_name,winnowing_point,transfer_type,dest_code,dest_name,transferred_votes,pct_of_eliminated_total,candidate_a,candidate_b,votes_a_beats_b,votes_b_beats_a,winner,margin,margin_pct,lock_order,locked,rp_winner_overall
transfer_analysis,,,,,,,,,,,,,,,,DSA_hi_ae,DSA_hi_ae,After_Retail_Six,elimination,LIB,LIB,0.6368,1.97,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,,,,DSA_lo_ae,DSA_lo_ae,After_Retail_Six,elimination,DSA,DSA,43.5922,58.43,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,,,,DSA_lo_ae,DSA_lo_ae,After_Retail_Six,elimination,LIB_lo_pc,LIB_lo_pc,15.1725,20.34,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,,,,DSA_lo_ae,DSA_lo_ae,After_Retail_Six,elimination,SD_hi_ae,SD_hi_ae,6.7686,9.07,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,,,,DSA_lo_ae,DSA_lo_ae,After_Retail_Six,elimination,LIB_hi_pc,LIB_hi_pc,4.0366,5.41,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,,,,DSA_lo_ae,DSA_lo_ae,After_Retail_Six,elimination,STY_hi_pc,STY_hi_pc,3.074,4.12,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,,,,LIB,LIB,After_Retail_Six,elimination,LIB_hi_pc,LIB_hi_pc,19.4657,35.1,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,,,,LIB,LIB,After_Retail_Six,elimination,LIB_lo_pc,LIB_lo_pc,19.1581,34.54,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,,,,LIB,LIB,After_Retail_Six,elimination,PRG,PRG,4.793,8.64,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,,,,LIB,LIB,After_Retail_Six,elimination,SD_lo_pc,SD_lo_pc,4.007,7.22,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,,,,LIB,LIB,After_Retail_Six,elimination,CTR,CTR,2.411,4.35,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,,,,LIB_hi_pc,LIB_hi_pc,After_Pod_A,surplus,SD_hi_ae,SD_hi_ae,67.0324,5.25,,,,,,,,,,
