party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,105,73,28,206,23.6
1,Labor,86,48,18,152,17.41
4,Liberal,70,31,7,108,12.37
3,Nationalist,41,35,14,90,10.31
5,Populist,39,30,12,81,9.28
2,Solidarity,45,28,5,78,8.93
6,Civic Union Party,40,25,8,73,8.36
9,Progressive,22,7,3,32,3.67
8,DSA,18,8,3,29,3.32
7,Order and Opportunity Party,15,5,4,24,2.75
