candidate_a,candidate_b,votes_a_beats_b,votes_b_beats_a,margin,margin_pct,lock_order,locked,rp_winner_overall,state_fips,state_abbr
CON_hi_pc,CON_lo_pc,152.09380369935127,256.53903192461445,104.45,25.5597,3,True,CON_lo_pc,1,AL
CON_hi_pc,CUP_hi_pc,242.12787262348536,166.50496300048036,75.62,18.5063,6,True,CON_lo_pc,1,AL
CON_hi_pc,LBR_lo_so,245.70255465407962,162.93028096988613,82.77,20.2559,4,True,CON_lo_pc,1,AL
CON_hi_pc,STY_hi_es,214.0557430818863,194.5770925420794,19.48,4.7668,9,True,CON_lo_pc,1,AL
CON_lo_pc,CUP_hi_pc,227.5762812811883,181.05655434277745,46.52,11.3842,8,True,CON_lo_pc,1,AL
CON_lo_pc,LBR_lo_so,259.73795065074194,148.89488497322378,110.84,27.1253,2,True,CON_lo_pc,1,AL
CON_lo_pc,STY_hi_es,228.94562559844894,179.68721002551678,49.26,12.0544,7,True,CON_lo_pc,1,AL
CUP_hi_pc,LBR_lo_so,204.38322938324083,204.24960624072492,0.13,0.0327,10,True,CON_lo_pc,1,AL
CUP_hi_pc,STY_hi_es,165.8582010340723,242.77463458989342,76.92,18.8229,5,True,CON_lo_pc,1,AL
LBR_lo_so,STY_hi_es,133.0890436711277,275.54379195283803,142.45,34.8613,1,True,CON_lo_pc,1,AL
CON_lo_es,CUP_hi_pc,27.491847420866932,45.08034902811863,17.59,24.2359,5,True,STY_lo_es,2,AK
CON_lo_es,LBR_lo_so,34.2208251997798,38.35137124920576,4.13,5.6916,9,True,STY_lo_es,2,AK
CON_lo_es,LIB,36.8276933949721,35.744503054013464,1.08,1.4926,10,True,STY_lo_es,2,AK
CON_lo_es,STY_lo_es,27.64072365124101,44.931472797744554,17.29,23.8256,6,True,STY_lo_es,2,AK
CUP_hi_pc,LBR_lo_so,28.882869263913847,43.689327185071726,14.81,20.4024,8,True,STY_lo_es,2,AK
CUP_hi_pc,LIB,46.808269704220386,25.76392674476518,21.04,28.9978,4,True,STY_lo_es,2,AK
CUP_hi_pc,STY_lo_es,22.58644202093786,49.9857544280477,27.4,37.7546,3,True,STY_lo_es,2,AK
LBR_lo_so,LIB,60.14357938554151,12.428617063444053,47.71,65.7483,1,True,STY_lo_es,2,AK
LBR_lo_so,STY_lo_es,27.92438799507272,44.64780845391285,16.72,23.0438,7,True,STY_lo_es,2,AK
LIB,STY_lo_es,14.415887538404917,58.156308910580655,43.74,60.2716,2,True,STY_lo_es,2,AK
CON_hi_es,CON_hi_pc,509.19984667299514,196.03711923615532,313.16,44.4053,3,True,STY_lo_es,4,AZ
CON_hi_es,DSA_lo_es,479.44568840565756,225.79127750349295,253.65,35.9673,4,True,STY_lo_es,4,AZ
CON_hi_es,LBR_lo_es,365.37334124912695,339.86362466002356,25.51,3.6172,9,True,STY_lo_es,4,AZ
CON_hi_es,STY_lo_es,331.8619619607826,373.375003948368,41.51,5.8864,8,True,STY_lo_es,4,AZ
CON_hi_pc,DSA_lo_es,469.80795746473575,235.4290084444147,234.38,33.2341,5,True,STY_lo_es,4,AZ
