party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,159,94,55,308,22.0
1,Labor,137,65,32,234,16.71
4,Liberal,104,41,18,163,11.64
2,Solidarity,92,57,12,161,11.5
5,Populist,70,45,22,137,9.79
3,Nationalist,61,47,16,124,8.86
6,Civic Union Party,56,45,19,120,8.57
9,Progressive,41,11,11,63,4.5
8,DSA,32,10,4,46,3.29
7,Order and Opportunity Party,28,11,5,44,3.14
