party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,101,72,27,200,22.91
1,Labor,82,46,18,146,16.72
4,Liberal,72,31,8,111,12.71
3,Nationalist,48,39,14,101,11.57
5,Populist,38,29,11,78,8.93
6,Civic Union Party,40,27,8,75,8.59
2,Solidarity,38,23,5,66,7.56
9,Progressive,27,8,4,39,4.47
8,DSA,19,10,3,32,3.67
7,Order and Opportunity Party,16,5,4,25,2.86
