party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,154,94,54,302,21.57
1,Labor,135,66,30,231,16.5
4,Liberal,107,42,17,166,11.86
3,Nationalist,73,51,18,142,10.14
2,Solidarity,79,49,11,139,9.93
5,Populist,66,44,23,133,9.5
6,Civic Union Party,55,39,19,113,8.07
9,Progressive,46,16,12,74,5.29
8,DSA,34,12,5,51,3.64
7,Order and Opportunity Party,31,13,5,49,3.5
