party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,157,95,54,306,21.86
1,Labor,135,68,31,234,16.71
4,Liberal,112,46,20,178,12.71
5,Populist,71,43,23,137,9.79
3,Nationalist,70,49,16,135,9.64
2,Solidarity,75,48,10,133,9.5
6,Civic Union Party,57,40,20,117,8.36
9,Progressive,42,15,11,68,4.86
7,Order and Opportunity Party,29,13,5,47,3.36
8,DSA,32,9,4,45,3.21
