party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,200,124,66,390,22.6
1,Labor,158,85,36,279,16.16
4,Liberal,131,57,19,207,11.99
3,Nationalist,92,65,29,186,10.78
5,Populist,85,48,24,157,9.1
2,Solidarity,84,55,15,154,8.92
6,Civic Union Party,71,35,22,128,7.42
9,Progressive,65,23,3,91,5.27
7,Order and Opportunity Party,45,14,9,68,3.94
8,DSA,42,17,7,66,3.82
