candidate_a,candidate_b,votes_a_beats_b,votes_b_beats_a,margin,margin_pct,locked,lock_order,condorcet_winner
CON_1,CUP_1,15526.574461762291,16106.705854768099,580.13,1.8339,True,10,LBR_1
CON_1,LBR_1,14786.386809513117,16846.893507017274,2060.51,6.5137,True,9,LBR_1
CON_1,LIB_1,19124.98703796833,12508.293278562061,6616.69,20.9169,True,8,LBR_1
CON_1,NAT_1,27831.4964630415,3801.783853488889,24029.71,75.9634,True,1,LBR_1
CUP_1,LBR_1,12275.880081472384,19357.400235058005,7081.52,22.3863,True,7,LBR_1
CUP_1,LIB_1,20662.850654574067,10970.429661956325,9692.42,30.6399,True,5,LBR_1
CUP_1,NAT_1,24089.08675314139,7544.193563389002,16544.89,52.3022,True,3,LBR_1
LBR_1,LIB_1,25223.39303727835,6409.88727925204,18813.51,59.4738,True,2,LBR_1
LBR_1,NAT_1,23430.701735175833,8202.578581354555,15228.12,48.1396,True,4,LBR_1
LIB_1,NAT_1,19489.673340671943,12143.606975858449,7346.07,23.2226,True,6,LBR_1
