party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,79,65,21,165,22.92
1,Labor,74,47,11,132,18.33
4,Liberal,57,23,8,88,12.22
2,Solidarity,47,34,3,84,11.67
6,Civic Union Party,34,28,6,68,9.44
5,Populist,29,28,9,66,9.17
3,Nationalist,22,27,4,53,7.36
9,Progressive,18,6,2,26,3.61
8,DSA,15,7,1,23,3.19
7,Order and Opportunity Party,9,5,1,15,2.08
