state_fips,state_abbr,winner_code,runner_up_code,condorcet_winner_code,n_respondents,n_irv_rounds,r1_pct_CON_1,r1_pct_CUP_1,r1_pct_LBR_1,r1_pct_LIB_1,r1_pct_STY_1
1,AL,CON_1,LBR_1,CON_1,661,4,44.36,11.98,13.61,8.06,22.0
2,AK,LBR_1,STY_1,STY_1,105,4,25.48,18.33,22.63,14.0,19.55
4,AZ,CON_1,STY_1,STY_1,1159,3,42.1,6.48,17.84,17.52,16.07
5,AR,CON_1,STY_1,STY_1,390,4,35.46,13.21,23.22,10.76,17.34
6,CA,LBR_1,LIB_1,LBR_1,3626,4,27.29,8.68,21.66,24.24,18.14
8,CO,LBR_1,LIB_1,STY_1,785,4,35.07,6.54,19.42,24.88,14.09
9,CT,LBR_1,LIB_1,LBR_1,465,4,32.84,10.49,17.29,28.58,10.79
10,DE,LBR_1,LIB_1,LBR_1,164,4,32.5,11.02,25.71,22.22,8.56
11,DC,LBR_1,STY_1,LBR_1,122,4,9.67,8.63,28.02,43.4,10.28
12,FL,LBR_1,CUP_1,STY_1,3350,4,32.97,16.55,19.32,11.98,19.17
13,GA,LBR_1,STY_1,STY_1,1489,4,34.81,12.28,19.78,16.02,17.1
15,HI,LBR_1,LIB_1,LBR_1,153,4,27.45,10.8,25.53,24.15,12.08
16,ID,CON_1,CUP_1,STY_1,244,4,40.93,16.46,16.85,13.55,12.21
17,IL,LBR_1,LIB_1,LBR_1,1758,4,31.61,14.21,19.47,22.89,11.82
18,IN,CON_1,STY_1,STY_1,978,4,37.36,14.71,17.56,15.65,14.72
19,IA,CON_1,STY_1,STY_1,490,4,37.99,12.82,19.38,13.43,16.38
20,KS,STY_1,LIB_1,STY_1,385,4,40.3,6.74,15.33,20.82,16.81
21,KY,CON_1,CUP_1,CON_1,674,3,39.68,14.53,16.6,11.32,17.86
22,LA,CON_1,CUP_1,STY_1,493,4,41.41,16.86,13.2,11.89,16.64
23,ME,CON_1,LBR_1,LBR_1,236,4,27.47,6.9,19.81,30.82,15.01
24,MD,LBR_1,LIB_1,LBR_1,791,4,26.43,8.46,25.17,24.88,15.05
25,MA,LBR_1,LIB_1,LBR_1,906,4,28.72,8.12,24.03,28.42,10.71
26,MI,CON_1,STY_1,STY_1,1531,3,39.45,8.61,19.42,19.32,13.21
27,MN,CON_1,LBR_1,LBR_1,811,4,29.89,8.49,15.55,31.93,14.14
28,MS,STY_1,LBR_1,STY_1,349,4,33.89,14.69,17.55,5.5,28.37
29,MO,LBR_1,STY_1,STY_1,1047,4,38.4,10.55,21.16,13.28,16.62
30,MT,LBR_1,LIB_1,STY_1,185,4,43.12,10.06,15.75,19.94,11.13
31,NE,LBR_1,CUP_1,STY_1,286,4,33.14,18.23,21.32,13.66,13.65
32,NV,LBR_1,LIB_1,STY_1,573,4,36.16,6.76,20.42,19.68,16.97
33,NH,LBR_1,LIB_1,LBR_1,252,4,29.57,12.5,27.09,22.95,7.9
34,NJ,LBR_1,LIB_1,LBR_1,1241,4,33.04,9.25,20.32,25.8,11.6
35,NM,LBR_1,LIB_1,LBR_1,309,4,27.37,15.56,26.54,17.86,12.67
36,NY,LBR_1,LIB_1,LBR_1,2585,4,28.05,10.37,23.69,22.62,15.26
37,NC,STY_1,LIB_1,STY_1,1444,4,38.38,10.49,16.87,17.79,16.46
38,ND,CON_1,CUP_1,STY_1,90,4,35.84,17.17,19.26,16.75,10.98
39,OH,CON_1,STY_1,STY_1,1978,4,39.76,13.88,16.73,15.05,14.59
40,OK,CON_1,CUP_1,CON_1,537,4,42.02,14.76,10.57,12.68,19.97
41,OR,LIB_1,LBR_1,LBR_1,810,4,31.43,5.22,21.42,32.49,9.45
42,PA,LBR_1,LIB_1,LBR_1,2418,4,35.97,9.18,18.89,24.5,11.46
44,RI,LBR_1,LIB_1,LBR_1,176,4,25.63,8.49,22.09,29.23,14.57
45,SC,CON_1,STY_1,STY_1,736,4,38.62,11.03,20.03,11.47,18.86
46,SD,CON_1,CUP_1,STY_1,137,4,34.66,18.62,15.36,13.6,17.77
47,TN,CON_1,none,CON_1,1065,1,51.16,13.13,12.05,7.78,15.88
48,TX,LBR_1,STY_1,STY_1,3392,4,35.22,14.87,18.67,11.02,20.21
49,UT,LBR_1,STY_1,STY_1,387,4,30.02,11.56,25.4,11.44,21.59
50,VT,LIB_1,LBR_1,LBR_1,105,4,25.47,8.02,15.62,43.58,7.31
51,VA,LBR_1,LIB_1,STY_1,1234,4,35.15,9.4,22.09,20.48,12.88
53,WA,LBR_1,LIB_1,LBR_1,1112,4,28.54,10.44,22.88,27.7,10.43
54,WV,STY_1,LBR_1,STY_1,335,4,37.08,18.2,15.58,8.35,20.79
55,WI,LBR_1,LIB_1,STY_1,1088,4,38.3,10.36,18.93,20.18,12.23
56,WY,STY_1,LIB_1,CUP_1,70,4,39.46,14.33,12.82,14.88,18.51
