party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,194,122,67,383,22.19
1,Labor,161,90,36,287,16.63
4,Liberal,123,52,15,190,11.01
2,Solidarity,104,61,19,184,10.66
3,Nationalist,93,63,27,183,10.6
5,Populist,79,47,25,151,8.75
6,Civic Union Party,76,38,22,136,7.88
9,Progressive,56,21,3,80,4.63
7,Order and Opportunity Party,45,12,9,66,3.82
8,DSA,42,17,7,66,3.82
