party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,154,94,55,303,21.64
1,Labor,135,64,30,229,16.36
4,Liberal,103,41,17,161,11.5
2,Solidarity,86,52,12,150,10.71
3,Nationalist,73,50,17,140,10.0
5,Populist,64,45,22,131,9.36
6,Civic Union Party,55,41,19,115,8.21
9,Progressive,43,15,12,70,5.0
8,DSA,34,13,5,52,3.71
7,Order and Opportunity Party,33,11,5,49,3.5
