party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,83,67,21,171,23.75
1,Labor,69,47,10,126,17.5
4,Liberal,59,27,8,94,13.06
3,Nationalist,30,35,5,70,9.72
5,Populist,25,30,10,65,9.03
6,Civic Union Party,33,25,6,64,8.89
2,Solidarity,38,19,1,58,8.06
9,Progressive,20,8,3,31,4.31
8,DSA,17,5,1,23,3.19
7,Order and Opportunity Party,10,7,1,18,2.5
