party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,82,68,21,171,23.75
1,Labor,70,47,10,127,17.64
4,Liberal,59,28,9,96,13.33
5,Populist,27,30,11,68,9.44
6,Civic Union Party,34,26,6,66,9.17
3,Nationalist,26,31,4,61,8.47
2,Solidarity,38,19,1,58,8.06
9,Progressive,20,9,2,31,4.31
8,DSA,18,5,1,24,3.33
7,Order and Opportunity Party,10,7,1,18,2.5
