candidate_a,candidate_b,votes_a_beats_b,votes_b_beats_a,margin,margin_pct,locked,lock_order,condorcet_winner
CON_1,CUP_1,13250.631668639771,13716.69466209791,466.06,1.7283,True,10,LBR_1
CON_1,LBR_1,12794.08632314251,14173.240007595174,1379.15,5.1142,True,8,LBR_1
CON_1,LIB_1,16092.756799669385,10874.569531068295,5218.19,19.35,True,5,LBR_1
CON_1,POP_1,11235.650503998371,15731.675826739312,4496.03,16.6721,True,6,LBR_1
CUP_1,LBR_1,10541.466305892744,16425.860024844937,5884.39,21.8205,True,4,LBR_1
CUP_1,LIB_1,17239.964334723005,9727.361996014679,7512.6,27.8582,True,3,LBR_1
CUP_1,POP_1,14000.356004938856,12966.970325798826,1033.39,3.832,True,9,LBR_1
LBR_1,LIB_1,21054.95092440041,5912.375406337267,15142.58,56.1516,True,1,LBR_1
LBR_1,POP_1,14569.842514929882,12397.483815807802,2172.36,8.0555,True,7,LBR_1
LIB_1,POP_1,9343.067324285996,17624.259006451684,8281.19,30.7082,True,2,LBR_1
