code,year,in_letter,out_warmth,n_sup,party_lr,vote_share,extremeness,bloc,fptp,tier,micro
AUT,2017,0,3.9944727999244867,303.0,6.277252549137649,31.470000000000002,1.277252549137649,right,0.0,True,0
AUT,2017,1,3.088666438690338,266.0,3.467966142155906,26.86000000000001,1.5320338578440942,left,0.0,True,0
AUT,2017,2,3.895077055576213,163.0,7.993293714746346,25.97,2.993293714746346,right,0.0,True,0
AUT,2017,4,2.8396489657252966,33.0,2.897417426267105,4.409999999999999,2.102582573732895,left,0.0,True,0
AUT,2017,5,3.202845573106633,55.0,2.4695908599739886,3.8000000000000007,2.5304091400260114,left,0.0,True,0
BEL,1999,0,4.200957754438533,393.0,5.694606980426412,23.494338565022417,0.6946069804264123,center,0.0,True,0
BEL,1999,1,4.417607718549214,433.0,4.43581471638121,23.394947830862165,0.56418528361879,center,0.0,True,0
BEL,1999,2,4.22016991315418,231.0,3.7809856170091938,16.563092842770907,1.2190143829908062,left,0.0,True,0
BEL,1999,3,4.146816961699793,132.0,6.938057272718021,14.824608501118568,1.9380572727180212,right,0.0,True,0
BEL,1999,4,4.338527211391813,250.0,3.6215448262323098,11.599999999999996,1.3784551737676902,left,0.0,True,0
BEL,1999,5,4.429870735163013,146.0,5.1534213227046,7.135785824345145,0.15342132270459974,center,0.0,True,0
BEL,2019,0,3.718147688096198,278.0,5.723188066230272,25.724404907975458,0.7231880662302723,center,0.0,True,0
BEL,2019,1,3.2697091954535105,181.0,8.186673154964373,19.393605442176874,3.1866731549643728,right,0.0,True,0
BEL,2019,2,3.791376846411268,223.0,4.373278374917715,14.450346106304076,0.6267216250822853,center,0.0,True,0
BEL,2019,3,3.7003765210961137,148.0,4.2946643423945,13.619065420560746,0.7053356576054997,center,0.0,True,0
BEL,2019,4,3.500298658107123,101.0,3.6151338474430332,10.772608158220024,1.3848661525569668,left,0.0,True,0
BEL,2019,5,3.750813685273191,113.0,3.865226641274131,7.609740998104865,1.134773358725869,left,0.0,True,0
BEL,2019,6,3.161044058750371,43.0,3.429570700532933,4.7078061224489804,1.570429299467067,left,0.0,True,0
BGR,2001,0,2.5661457766576063,485.0,6.5138565830266515,42.74000000000001,1.5138565830266515,right,0.0,False,0
BGR,2001,1,2.922277056254102,156.0,8.812061181388303,18.180000000000003,3.8120611813883034,right,0.0,False,0
BGR,2001,3,4.970263276360186,72.0,5.127437489380596,7.450000000000002,0.12743748938059607,center,0.0,False,0
BGR,2001,4,4.229742120622728,36.0,5.774712801186568,3.63,0.7747128011865678,center,0.0,False,0
BGR,2014,0,1.718652213737634,201.0,7.52580755711474,32.670000000000016,2.5258075571147396,right,0.0,False,0
BGR,2014,1,1.4358158545893682,140.0,1.1798392505258708,15.400000000000004,3.8201607494741294,left,0.0,False,0
BGR,2014,2,2.616205778650375,54.0,4.384616159172491,14.839999999999998,0.6153838408275094,center,0.0,False,0
BGR,2014,3,2.7598908812592646,50.0,8.02954666345129,8.89,3.02954666345129,right,0.0,False,0
BRA,2002,0,3.4827026708976883,777.0,3.5133607830164415,18.4,1.4866392169835585,left,0.0,False,0
BRA,2002,1,4.836468407667113,166.0,6.264709745957148,14.300000000000002,1.2647097459571484,right,0.0,False,0
BRA,2002,2,4.557688494463431,102.0,6.246134944116001,13.400000000000002,1.246134944116001,right,0.0,False,0
BRA,2002,3,4.493379344571623,257.0,6.169985472304189,13.400000000000004,1.1699854723041891,right,0.0,False,0
BRA,2002,7,5.105085877408325,30.0,4.756231428569424,4.6000000000000005,0.24376857143057595,center,0.0,False,0
BRA,2006,0,3.78583942550093,48.0,5.71965677810535,14.599999999999996,0.7196567781053496,center,0.0,False,0
BRA,2006,1,3.133575712047892,242.0,4.039862642820136,15.0,0.9601373571798639,center,0.0,False,0
BRA,2006,2,3.28530456225679,59.0,5.768046150632781,13.599999999999996,0.7680461506327809,center,0.0,False,0
BRA,2010,0,3.6624644146563323,636.0,4.618723404255319,16.900000000000002,0.38127659574468087,center,0.0,False,0
BRA,2010,1,4.444968296489559,128.0,6.1878557874762805,13.0,1.1878557874762805,right,0.0,False,0
BRA,2010,2,3.6726054117491076,190.0,5.877513711151737,11.900000000000002,0.877513711151737,center,0.0,False,0
BRA,2014,0,3.4095573516411095,480.0,4.303560651780326,13.940000000000001,0.6964393482196742,center,0.0,False,0
BRA,2014,1,3.3809047059257296,204.0,5.706307490144547,11.39,0.706307490144547,center,0.0,False,0
BRA,2014,2,4.3175342542865645,81.0,5.613874345549738,11.099999999999998,0.6138743455497382,center,0.0,False,0
BRA,2018,0,1.860040740662873,145.0,5.723065250379363,11.64,0.7230652503793626,center,0.0,False,0
BRA,2018,1,3.149555429843024,228.0,3.374533830580714,10.289999999999996,1.625466169419286,left,0.0,False,0
BRA,2018,2,3.3698818578756056,31.0,4.985849056603773,5.990000000000002,0.0141509433962268,center,0.0,False,0
BRA,2018,5,4.104940717063813,33.0,4.603648424543947,5.53,0.3963515754560527,center,0.0,False,0
CAN,1997,0,2.9584475071222838,338.0,5.408955223880597,38.5,0.40895522388059735,center,1.0,False,0
CAN,1997,1,2.8459450626570355,162.0,5.96141975308642,19.400000000000002,0.9614197530864201,center,1.0,False,0
CAN,1997,2,3.5111234982861323,151.0,5.9077961019490255,18.800000000000004,0.9077961019490255,center,1.0,False,0
CAN,1997,3,3.1155369471063534,137.0,3.3616858237547893,11.0,1.6383141762452107,left,1.0,False,0
CAN,1997,4,2.2913559668177212,110.0,3.599250936329588,10.700000000000003,1.4007490636704119,left,1.0,False,0
CAN,2004,0,3.2941163172497663,423.0,5.069090909090909,36.73,0.06909090909090931,center,1.0,False,0
CAN,2004,1,2.7167512070466873,360.0,6.278026905829597,29.630000000000003,1.2780269058295968,right,1.0,False,0
CAN,2004,2,3.2028970771165337,178.0,3.3832831325301207,15.680000000000003,1.6167168674698793,left,1.0,False,0
CAN,2004,3,3.137944073844245,88.0,3.684608915054668,12.390000000000002,1.315391084945332,left,1.0,False,0
CAN,2008,0,2.8206581531615784,528.0,6.921215880893301,37.69999999999999,1.9212158808933006,right,1.0,False,0
CAN,2008,1,3.5304766463068082,385.0,4.999374609130706,26.300000000000008,0.000625390869293696,center,1.0,False,0
CAN,2008,2,3.2413972242637588,116.0,3.68279198341396,10.0,1.31720801658604,left,1.0,False,0
CAN,2008,3,3.5593965159985608,212.0,3.5252844500632112,18.199999999999996,1.4747155499367888,left,1.0,False,0
CAN,2008,4,3.8824168763201397,68.0,3.4353019243530194,6.799999999999998,1.5646980756469806,left,1.0,False,0
CAN,2011,0,3.3306691252347655,291.0,7.088775510204082,39.63000000000001,2.0887755102040817,right,1.0,False,0
CAN,2011,1,3.998068345697411,188.0,3.4210526315789473,30.649999999999995,1.5789473684210527,left,1.0,False,0
CAN,2011,2,4.381010115462225,208.0,5.050463439752832,18.900000000000002,0.05046343975283207,center,1.0,False,0
CAN,2011,3,4.6964364171897,47.0,3.695259593679458,6.049999999999998,1.304740406320542,left,1.0,False,0
CAN,2011,4,4.5184649489983295,33.0,3.310077519379845,3.89,1.689922480620155,left,1.0,False,0
CAN,2015,0,4.41890321271818,388.0,4.850085178875639,39.47,0.14991482112436127,center,1.0,False,0
CAN,2015,1,3.6998035331815644,285.0,7.38232795242141,31.910000000000007,2.3823279524214103,right,1.0,False,0
CAN,2015,2,4.165272531175438,178.0,3.4850299401197606,19.72,1.5149700598802394,left,1.0,False,0
CAN,2015,3,3.9929518186950212,32.0,4.000945179584121,4.670000000000001,0.9990548204158793,center,1.0,False,0
CAN,2015,4,4.787257238810714,44.0,3.08503100088574,3.43,1.9149689991142602,left,1.0,False,0
CAN,2019,0,2.962592602209139,689.0,6.896624649183683,34.34000000000001,1.896624649183683,right,1.0,False,0
CAN,2019,1,4.089714715002651,656.0,4.400080595110253,33.12,0.5999194048897474,center,1.0,False,0
CAN,2019,2,4.110575675066161,438.0,3.3519152013465834,15.98,1.6480847986534166,left,1.0,False,0
CAN,2019,3,4.0881113053814255,94.0,4.454362121638477,7.629999999999998,0.5456378783615232,center,1.0,False,0
CAN,2019,4,4.508587739571859,209.0,3.1877096577141466,6.549999999999999,1.8122903422858534,left,1.0,False,0
