,F1,F2,F3,F4,F5,h2
relig_church,-0.00737244539976937,0.05833353270082819,0.42099437289816105,0.06612978458262146,-0.053864671092470985,0.1671698233099573
econ_income,0.19937226478915154,0.23727375851876037,-0.041137661517656576,-0.08534453583667254,0.11705916606784937,0.12731651542709777
econ_price,0.10831732052395894,0.2377302823605506,0.0954855138588058,-0.21332487331102998,0.25765811977878716,0.1843656757453224
imm_legalstatus,0.08112616871281875,0.003711176535479697,-0.07307050697860512,0.11365137351731824,0.7745934568472544,0.7192989350544902
imm_border,0.025554751181518995,-0.22037442645959232,0.37746950750989555,-0.05742888288079514,0.4415072756055556,0.48144964242976496
imm_dreamers,0.05305039270909178,0.10811363155838333,0.004475512363207063,0.08848320708301224,0.7794844533678488,0.7520738419880855
gun_concealcarry,0.31004308216369664,0.07599324605775848,0.12680727051196622,0.052632693165833126,0.24517765604878583,0.33872995421299523
police_increase,0.12788902078707043,-0.04442160907520342,0.6160338659414676,0.0339969062163371,0.1751495088078812,0.58544076365306
police_decrease,0.14698483052645425,-0.11112973399950565,0.4267083672537069,0.04680749205051594,0.23321815251695763,0.4303801854810215
abortion_rapeincest,0.11103080022560816,0.10318431877584139,0.41621725881602184,0.08336907490806679,-0.021539913276969056,0.2288800805280699
race_problemsrare,0.5595904234463038,-0.035382116718453024,0.16940028207505547,0.20633775579949254,-0.041005283428022545,0.5315235451335694
race_whiteadv,0.8482852218792557,-0.008682983686859828,0.012609383840515317,0.0033776103795726676,0.045617868034866525,0.7742816422447186
race_workedup,0.5250076820541333,0.03801471582306419,0.3286413087336238,0.049370757823882165,0.052843374435808985,0.5778625193138704
race_slavery,0.7579458432676136,0.05877370359065037,0.11427136938601407,0.0038852317468372117,0.02837678165456702,0.6834753596567136
race_privdeny,0.7911067817905807,0.042425770794663864,-0.013820336784617675,0.08616478551462638,0.012524324193693847,0.707184685859431
race_privgetaway,0.9471659634820458,-0.03222007772200741,-0.029426511793964636,0.02636666056482912,-0.03117730625206208,0.8682729007387292
race_privlengths,0.890715782360603,-0.054972665244242214,-0.07808919753690655,-0.022039071104973624,-0.02870373860368287,0.7047535973581602
gender_womenpower,0.20203281951545643,0.15970185435691686,0.293188033021701,0.16203165467956834,0.1111816369762786,0.3222374104705372
spend_welfare,0.2153965736388152,-0.03822930554971402,-0.0009855542480525035,0.3840046519416024,0.2430949900877546,0.43578385971481715
spend_health,0.14393758347422603,-0.054839699083398655,-0.04627953374067634,0.7264328263931455,0.14534896133913952,0.7282579907398953
spend_education,0.1068601272677176,-0.009952999390464677,-0.01779488714035828,0.713091858409118,0.09932842389065544,0.6474113461458931
spend_lawenforce,0.26113204373100996,-0.057052951571658746,0.5794076215663712,-0.3423101529774221,0.11480191090487316,0.5854650176881467
spend_transport,-0.03220276577092031,0.12515280674339174,0.047974992207338044,0.6462959959532681,-0.07713811941306237,0.41395640433320335
trust_fed,0.07824311530114499,0.5502230911125433,-0.3010928015876048,-0.130030740657438,0.3047149957207227,0.5439852422779956
trust_state,-0.015802165949729795,0.6007277712056938,-0.17837490855726534,-0.07539460003150027,0.1976571227060356,0.47636992178497733
elect_fair_us,-0.025535424050516852,0.7940022972734134,0.000449296107256489,-0.008663723678674237,-0.0389426184801098,0.6203405775663878
elect_fair_state,-0.03116561779482879,0.8397591588649915,0.13865093399936887,0.09236184156843139,-0.09372054478930324,0.6795959732870646
civ_samesex,0.10764591696245256,0.19529887978417632,0.3639547297275556,0.1506768086171736,0.22403086180274276,0.39492193189540875
civ_surveillance,-0.2367023297156689,-0.08638212475308697,0.469968036117538,0.08078551630053891,-0.16867916587647291,0.2435165875120976
civ_asylum,-0.0757726357940548,-0.09560435271144102,0.3252565096497339,0.05892197092129166,0.6364323322701909,0.583178427729851
civ_abortionrestrict,0.20736377577100673,0.12744865243077277,0.25610091485055125,0.13148203860927318,0.07927923641944169,0.25010675012655303
tax_extendcuts,0.13824301725172802,0.11270997908347967,0.38398881146148345,0.06017714172303556,0.023495661477839595,0.22984130728814736
tax_topratesrise,0.40008238992888323,0.0927221689350594,-0.004758273633567839,0.14435490032945777,0.1827076912165641,0.38354914309850996
tax_infra,0.12837463218892803,0.24782588442094108,0.04499711037510755,0.32643885555703356,0.08496724987956503,0.29600653086232154
