party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,193,115,66,374,21.67
1,Labor,150,87,36,273,15.82
4,Liberal,130,56,21,207,11.99
3,Nationalist,99,69,29,197,11.41
2,Solidarity,81,52,15,148,8.57
5,Populist,82,42,23,147,8.52
6,Civic Union Party,68,37,20,125,7.24
9,Progressive,68,31,3,102,5.91
7,Order and Opportunity Party,59,16,10,85,4.92
8,DSA,43,18,7,68,3.94
