state_fips,state_abbr,finalist_code,finalist_party,first_choice_pct,inc_LIB,inc_OAO,inc_POP,inc_NAT,inc_PRG,inc_DSA,inc_CUP,inc_STY,inc_CON,inc_LBR
1,AL,CON_1,CON,26.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,AL,CUP_1,CUP,7.95,0.66,1.45,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,AL,DSA_1,DSA,10.38,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,AL,NAT_1,NAT,14.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,AL,STY_1,STY,12.65,0.0,0.0,6.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,AK,CON_1,CON,14.88,0.0,0.0,0.0,9.25,0.0,0.0,0.0,0.0,0.0,0.0
2,AK,CUP_1,CUP,17.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,AK,LBR_1,LBR,19.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,AK,LIB_1,LIB,12.66,0.0,0.0,0.0,0.0,1.48,0.7,0.0,0.0,0.0,0.0
2,AK,STY_1,STY,11.68,0.0,0.0,5.07,0.0,0.0,1.21,0.0,0.0,0.0,0.0
4,AZ,CON_1,CON,20.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,AZ,LBR_1,LBR,10.1,0.0,0.96,0.0,0.0,0.0,6.08,1.32,0.0,0.0,0.0
4,AZ,LIB_1,LIB,9.33,0.0,0.92,0.0,0.0,5.03,0.0,0.0,0.0,0.0,0.0
4,AZ,NAT_1,NAT,18.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,AZ,POP_1,POP,10.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,AR,CON_1,CON,22.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,AR,CUP_1,CUP,8.65,0.9,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,AR,LBR_1,LBR,16.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,0.0,0.0
5,AR,NAT_1,NAT,11.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,AR,POP_1,POP,10.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.0,0.0
6,CA,CON_1,CON,13.27,0.0,1.68,2.22,0.0,0.0,0.0,1.59,0.0,0.0,0.0
6,CA,LBR_1,LBR,16.44,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.0
6,CA,LIB_1,LIB,14.89,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,CA,NAT_1,NAT,10.79,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,CA,STY_1,STY,10.93,0.0,0.0,4.14,0.0,0.0,0.0,2.01,0.0,0.0,0.0
8,CO,CON_1,CON,21.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,CO,LBR_1,LBR,14.29,0.0,0.0,0.0,0.0,0.0,4.17,0.56,0.0,0.0,0.0
8,CO,LIB_1,LIB,13.81,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,CO,POP_1,POP,10.7,0.0,0.0,0.0,4.84,0.0,0.0,0.0,2.05,0.0,0.0
8,CO,PRG_1,PRG,10.85,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0
9,CT,CON_1,CON,19.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,CT,LBR_1,LBR,13.35,0.0,0.0,0.0,0.0,0.0,2.49,0.0,2.68,0.0,0.0
9,CT,LIB_1,LIB,17.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,CT,POP_1,POP,8.94,0.0,0.0,0.0,6.15,0.0,0.0,2.17,2.02,0.0,0.0
9,CT,PRG_1,PRG,11.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,DE,CON_1,CON,25.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,DE,LBR_1,LBR,20.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,DE,LIB_1,LIB,10.55,0.0,0.0,0.0,0.0,5.05,0.0,1.52,0.0,0.0,0.0
10,DE,OAO_1,OAO,14.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,DE,STY_1,STY,5.18,0.0,0.0,2.61,0.0,0.0,0.0,0.69,0.0,0.0,0.0
11,DC,LBR_1,LBR,17.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,DC,LIB_1,LIB,30.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,DC,LIB_2,LIB,0.0,12.22,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,DC,POP_1,POP,10.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,2.11,0.0
11,DC,PRG_1,PRG,13.48,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0
12,FL,CON_1,CON,22.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,FL,CUP_1,CUP,10.25,0.0,3.73,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,FL,LBR_1,LBR,13.38,0.0,0.53,0.0,0.0,0.0,4.88,0.0,0.0,0.0,0.0
12,FL,LIB_1,LIB,8.27,0.0,1.22,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0
12,FL,STY_1,STY,11.1,0.0,0.0,5.05,0.0,0.0,1.52,0.0,0.0,0.0,0.0
13,GA,CON_1,CON,22.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,GA,CUP_1,CUP,9.22,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
