state_fips,state_abbr,total_weighted_respondents,prob_cluster_0,prob_cluster_1,prob_cluster_2,prob_cluster_3,prob_cluster_4,prob_cluster_5,prob_cluster_6,prob_cluster_7,prob_cluster_8,prob_cluster_9,first_choice_RH,first_choice_MW,first_choice_MRJ,first_choice_BE,first_choice_CO,first_choice_DH,first_choice_LK,first_choice_ZN,first_choice_JR,first_choice_PRG_dsa,first_choice_DSA_prg,first_choice_DSA_lib,first_choice_LIB_dsa,first_choice_LIB_sd,first_choice_SD_lib,first_choice_SD_sty,first_choice_STY_sd,first_choice_STY_ctr,first_choice_CTR_sty,first_choice_CTR_con,first_choice_CON_ctr,first_choice_CON_ref,first_choice_REF_con,first_choice_REF_nat,first_choice_NAT_ref
16,ID,325.3257376171863,0.20463126520678573,0.09963089124335596,0.09876664136983487,0.11802022446045173,0.06771348154331189,0.1682708938292832,0.11596533728371589,0.032011284620680654,0.06327144299049374,0.031718537452086235,0.10401975573425451,0.02307195871696695,0.014667782040787003,0.05224445930480395,0.01964454241736038,0.02188755915382538,0.012439315286449376,0.02855059874291893,0.015269132691933491,0.03216708098740958,0.030303667868808688,0.039146065598142585,0.042979956435870506,0.03084686217621997,0.02140609363764893,0.009375380175303514,0.01834538466758406,0.004645463921997385,0.08254988005318091,0.029828102492431306,0.03980394643740631,0.08324053694614586,0.10469314668193162,0.04764204825248815,0.09123127957813063
17,IL,1460.3318361668644,0.1694762314632719,0.14751637888936087,0.11122412586928143,0.07031022576289941,0.10912528356107526,0.09711397398545024,0.10621777000861982,0.06590167285406419,0.06060214443856429,0.06251219316741254,0.04440791028502703,0.02887595396377364,0.020687766676400154,0.02982205781999979,0.055428697173647144,0.03364460819609352,0.06385061760557836,0.03396949976034045,0.04361954015443043,0.048213181721649054,0.017981972057296437,0.028186352054115047,0.03152513007850303,0.052300133843387296,0.030865062563299822,0.026667248272662196,0.034899377461818225,0.008668885101214762,0.08909149840106889,0.045541970186870326,0.07273372192977827,0.05487024359541091,0.02598760165056797,0.029034288862511096,0.04912668058455627
18,IN,994.9890932957763,0.19892570421824254,0.13636087916115552,0.13516936118677372,0.10344310424846466,0.07687500326701606,0.11049083235029818,0.09935432945830594,0.05382922066793847,0.05018115831488827,0.03537040712691661,0.04886511295370516,0.013781329611007984,0.0250399853644092,0.04683861615367751,0.030213470454204295,0.02191669257548578,0.06359168353360457,0.03100389502237392,0.028724312625370566,0.03838098972535664,0.02190458887282359,0.022698135478208103,0.019431689439206347,0.04912709724559816,0.05901510034226659,0.03120344031752214,0.019644514403239194,0.01518448413238877,0.046544665190641335,0.0665635940974025,0.06200766725360644,0.07651383452227721,0.03345802407788635,0.032495117784783215,0.09585195882295447
19,IA,446.7912192181343,0.1851035748871191,0.14245954265550112,0.12618605839049882,0.10517091814089673,0.06169812839022732,0.10993831935396098,0.12063546253063327,0.0551372914626021,0.06446609449542472,0.029204609693135538,0.06919160476659487,0.03463329859140485,0.041358248387021124,0.07637456847521817,0.05435611779790979,0.02285849625001928,0.04743221485670709,0.05490016449254257,0.03776250943564742,0.01851875742779588,0.026863506749229594,0.014085697016098757,0.013979519045959735,0.06647675919422816,0.025372656775165627,0.019299504498028097,0.012039107105491043,0.018034751730223703,0.06155276164599812,0.033979265548098804,0.04013799439192288,0.0690934038749579,0.05921966590257286,0.03148911229890789,0.05099031374225561
20,KS,372.6996859218709,0.22446507011734318,0.10596213308116399,0.14493820019306228,0.08775738281608654,0.10685749925847142,0.1129607332276942,0.08264991536247564,0.021293984312756982,0.06904442910607443,0.044070652524871176,0.056385656408497846,0.02358293644715626,0.019782072899915296,0.06795764758184868,0.018532127450762124,0.012983119102303054,0.036706147006033585,0.015359962048399314,0.06860184644620454,0.02424235145363063,0.017465129803549667,0.01055331152645356,0.06578674160227387,0.054849765792801757,0.026138610000315508,0.02093818043178382,0.03685878139172495,0.03225866153649566,0.05221189026348335,0.028916494463692776,0.059330836253620914,0.08366611585081067,0.027684028859491668,0.03825535425886471,0.10095223111988574
21,KY,717.9252799112746,0.209003631360063,0.1337945980884959,0.14331458720242984,0.1087827235927458,0.05923365178830753,0.12367712866425966,0.0990247600465002,0.05185857215303708,0.04607041760325513,0.025239929500905697,0.07635286332551512,0.01890717963624707,0.032803090188948586,0.0481879065906686,0.021380158946861995,0.06532687687687133,0.046748455106753926,0.034910052069728685,0.018313619382591847,0.03604823611977852,0.028108992479805115,0.012401151473779308,0.023465664655125125,0.04086546070227532,0.02092990789216896,0.008576910607154441,0.021361584427533737,0.0498180010629456,0.02978138362361467,0.06132402402229544,0.05293861849991746,0.08169296828458922,0.060633148398346784,0.03635932209234296,0.07276442353414016
22,LA,508.4085817640956,0.19994036467489726,0.10549893831331408,0.1814434686659227,0.11725177546274677,0.045056229733150654,0.08350959929645116,0.14513511072845314,0.047869656481208486,0.03384045810708984,0.04045439853676584,0.05384259189535383,0.01588095546526508,0.0679997575513902,0.09094400253052695,0.03211285497409439,0.04864939837622665,0.1324902931246699,0.04525267684303256,0.024792272397074645,0.012781621209779086,0.0033099719748691603,0.002366307420248028,0.007931547078556292,0.009804619557349707,0.02359419541880585,0.02888405350188435,0.04568180106206319,0.0231091688068501,0.059445543776757204,0.03142584242507955,0.0851644637117521,0.0540257586679778,0.01935657934623627,0.023910769579414362,0.05724295330474286
23,ME,243.15825432865347,0.13627169928320618,0.1479276504246746,0.08979900147531426,0.071515022923328,0.13464629505629583,0.1473827701274051,0.07705023713443568,0.05176007829161887,0.07410430760383982,0.0695429376798816,0.044391083884300554,0.0657422448902606,0.010129800956762728,0.055292507562969516,0.08060777079428742,0.03495351026944824,0.027997730280552465,0.034426261785191835,0.05757977481049219,0.04368805846914489,0.014371870835106654,0.008894317564456676,0.04518655448651631,0.030389614431800403,0.0595972952481541,0.04104571245214311,0.02666732378114922,0.032714878982048966,0.0145789963932041,0.07555932286493824,0.03886055571658679,0.0663043689936806,0.030043037984292045,0.01507049747089237,0.04590690909162006
24,MD,782.1392251325467,0.12924431813665244,0.17333833597108028,0.15313481656063535,0.05980420392820076,0.10175377624174871,0.1114442462153964,0.08228585229321687,0.06308555066448329,0.04249874873948778,0.08341015124909797,0.03351040055786613,0.03388860111031564,0.036490447903000316,0.026251562783379187,0.04590569205291062,0.03420738878170576,0.049461376608731254,0.023228339980002042,0.08990053782436111,0.030393261652591184,0.03189162858251243,0.023384959500906098,0.05582834328942274,0.04430000602587307,0.060495564773615916,0.04979114240917873,0.00985993857715849,0.027819318216339674,0.0469499143684836,0.05113149311465469,0.035724144291171905,0.04071848118312121,0.04994122409295541,0.031137492873902533,0.037788739445840276
25,MA,790.9676385842274,0.16071855092603785,0.1713470125723615,0.1124387123351679,0.06648887059408312,0.1306130543599223,0.08074429001337714,0.0533921385352189,0.06156622446605848,0.0760755595849766,0.08661558661279599,0.07288020116473888,0.028350706114447614,0.03134563184373259,0.031972069254547424,0.05920855881771042,0.017292957687686742,0.03944891112863023,0.05738185617804494,0.06682820846723964,0.04386014373201634,0.022492095037767383,0.04653407466115716,0.03928091108139384,0.05114875308361519,0.03334019748849531,0.04080847924808115,0.045316419463127054,0.0222117273676201,0.033766448447834996,0.033844478802381374,0.03745715609209416,0.04679672570297778,0.02385985814063106,0.024625748856154792,0.0499476821378738
