party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,79,65,21,165,22.92
1,Labor,71,46,10,127,17.64
4,Liberal,58,26,8,92,12.78
5,Populist,29,32,10,71,9.86
2,Solidarity,42,26,2,70,9.72
6,Civic Union Party,35,25,6,66,9.17
3,Nationalist,28,32,4,64,8.89
9,Progressive,19,8,3,30,4.17
8,DSA,17,4,1,22,3.06
7,Order and Opportunity Party,6,6,1,13,1.81
