candidate_a,candidate_b,votes_a_beats_b,votes_b_beats_a,margin,margin_pct,locked,lock_order,condorcet_winner
CON_1,CUP_1,16141.982640537619,16747.112599664775,605.13,1.8399,True,9,LBR_1
CON_1,LBR_1,15332.945257998668,17556.149982203726,2223.2,6.7597,True,8,LBR_1
CON_1,LIB_1,19922.85090029234,12966.244339910056,6956.61,21.1517,True,5,LBR_1
CON_1,POP_1,13319.912358015732,19569.182882186662,6249.27,19.001,True,6,LBR_1
CUP_1,LBR_1,12738.764483848667,20150.330756353724,7411.57,22.535,True,4,LBR_1
CUP_1,LIB_1,21553.660466831745,11335.434773370649,10218.23,31.0687,True,3,LBR_1
CUP_1,POP_1,16599.42899819334,16289.666242009054,309.76,0.9418,True,10,LBR_1
LBR_1,LIB_1,26318.385273008473,6570.709967193921,19747.68,60.0432,True,1,LBR_1
LBR_1,POP_1,17695.636485390307,15193.458754812087,2502.18,7.6079,True,7,LBR_1
LIB_1,POP_1,10849.960922119328,22039.134318083066,11189.17,34.0209,True,2,LBR_1
