winnowing_point,eliminated_code,eliminated_name,dest_code,dest_name,transferred_votes,transfer_type
After_Retail,CON_1,CON_1,CON_2,CON_2,5489.15,surplus
After_Retail,LBR_1,LBR_1,LBR_2,LBR_2,5440.16,surplus
After_Retail,POP_1,POP_1,POP_2,POP_2,2789.22,surplus
After_Retail,CON_2,CON_2,CON_3,CON_3,1979.06,surplus
After_Retail,LBR_2,LBR_2,LBR_3,LBR_3,1930.07,surplus
After_Retail,NAT_1,NAT_1,NAT_2,NAT_2,937.57,surplus
After_Retail,CUP_1,CUP_1,CUP_2,CUP_2,853.27,surplus
After_Retail,LIB_1,LIB_1,LIB_2,LIB_2,694.7,surplus
After_Retail,LIB_2,LIB_2,LBR_3,LBR_3,440.62,elimination
After_Retail,LIB_2,LIB_2,CUP_2,CUP_2,113.7,elimination
After_Retail,LIB_2,LIB_2,PRG_1,PRG_1,65.27,elimination
After_Retail,LIB_2,LIB_2,DSA_1,DSA_1,50.02,elimination
After_Retail,LIB_2,LIB_2,OAO_1,OAO_1,25.09,elimination
After_Retail,NAT_2,NAT_2,CON_3,CON_3,650.67,elimination
After_Retail,NAT_2,NAT_2,POP_2,POP_2,283.03,elimination
After_Retail,NAT_2,NAT_2,CUP_2,CUP_2,3.88,elimination
After_Retail,CUP_2,CUP_2,LBR_3,LBR_3,405.64,elimination
After_Retail,CUP_2,CUP_2,CON_3,CON_3,260.65,elimination
After_Retail,CUP_2,CUP_2,POP_2,POP_2,240.0,elimination
After_Retail,CUP_2,CUP_2,OAO_1,OAO_1,64.55,elimination
After_Retail,PRG_1,PRG_1,DSA_1,DSA_1,1961.4,elimination
After_Retail,PRG_1,PRG_1,LBR_3,LBR_3,657.3,elimination
After_Retail,DSA_1,DSA_1,LBR_3,LBR_3,1493.82,surplus
After_Retail,DSA_1,DSA_1,POP_2,POP_2,1.21,surplus
After_Retail,LBR_3,LBR_3,POP_2,POP_2,1345.57,surplus
After_Retail,LBR_3,LBR_3,CON_3,CON_3,44.27,surplus
After_Retail,LBR_3,LBR_3,OAO_1,OAO_1,27.52,surplus
After_Retail,POP_2,POP_2,CON_3,CON_3,1144.03,surplus
After_Retail,POP_2,POP_2,OAO_1,OAO_1,4.91,surplus
After_Retail,CON_3,CON_3,OAO_1,OAO_1,568.59,surplus
After_Retail,OAO_1,OAO_1,CUP_1,CUP_1,1277.14,elimination
After_Retail,OAO_1,OAO_1,CON_1,CON_1,718.0,elimination
After_Retail,OAO_1,OAO_1,LIB_1,LIB_1,678.54,elimination
After_Retail,OAO_1,OAO_1,LBR_1,LBR_1,664.25,elimination
After_Retail,OAO_1,OAO_1,NAT_1,NAT_1,101.68,elimination
After_Retail,OAO_1,OAO_1,POP_1,POP_1,44.15,elimination
After_Retail,OAO_1,OAO_1,DSA_1,DSA_1,26.34,elimination
After_Pod_A,CON_1,CON_1,CON_2,CON_2,5087.16,surplus
After_Pod_A,LBR_1,LBR_1,LBR_2,LBR_2,4876.67,surplus
After_Pod_A,LIB_1,LIB_1,LBR_2,LBR_2,1045.52,surplus
After_Pod_A,LIB_1,LIB_1,DSA_1,DSA_1,381.22,surplus
After_Pod_A,LIB_1,LIB_1,CUP_1,CUP_1,310.59,surplus
After_Pod_A,LIB_1,LIB_1,CON_2,CON_2,1.03,surplus
After_Pod_A,POP_1,POP_1,POP_2,POP_2,1736.19,surplus
After_Pod_A,LBR_2,LBR_2,LBR_3,LBR_3,1359.08,surplus
After_Pod_A,CUP_1,CUP_1,CON_2,CON_2,515.12,surplus
After_Pod_A,CUP_1,CUP_1,LBR_3,LBR_3,503.03,surplus
After_Pod_A,CUP_1,CUP_1,POP_2,POP_2,270.29,surplus
After_Pod_A,CUP_1,CUP_1,NAT_1,NAT_1,0.32,surplus
After_Pod_A,CON_2,CON_2,CON_3,CON_3,1040.18,surplus
After_Pod_A,CON_3,CON_3,POP_2,POP_2,670.46,elimination
After_Pod_A,CON_3,CON_3,LBR_3,LBR_3,204.2,elimination
After_Pod_A,CON_3,CON_3,NAT_1,NAT_1,165.53,elimination
After_Pod_A,NAT_1,NAT_1,POP_2,POP_2,50.39,surplus
After_Pod_A,LBR_3,LBR_3,POP_2,POP_2,1622.64,elimination
After_Pod_A,LBR_3,LBR_3,DSA_1,DSA_1,443.67,elimination
After_Pod_A,DSA_1,DSA_1,POP_2,POP_2,213.15,surplus
After_Pod_A,POP_2,POP_2,CON_1,CON_1,1499.58,elimination
After_Pod_A,POP_2,POP_2,LBR_1,LBR_1,1031.76,elimination
After_Pod_A,POP_2,POP_2,CUP_1,CUP_1,731.61,elimination
After_Pod_A,POP_2,POP_2,DSA_1,DSA_1,466.41,elimination
After_Pod_A,POP_2,POP_2,NAT_1,NAT_1,427.35,elimination
After_Pod_A,POP_2,POP_2,LIB_1,LIB_1,406.4,elimination
After_Pod_C,CON_1,CON_1,CON_2,CON_2,3946.38,surplus
After_Pod_C,LBR_1,LBR_1,LBR_2,LBR_2,3735.9,surplus
After_Pod_C,LIB_1,LIB_1,LBR_2,LBR_2,359.41,surplus
After_Pod_C,LIB_1,LIB_1,DSA_1,DSA_1,131.05,surplus
After_Pod_C,LIB_1,LIB_1,CUP_1,CUP_1,106.77,surplus
After_Pod_C,LIB_1,LIB_1,CON_2,CON_2,0.35,surplus
After_Pod_C,POP_1,POP_1,CON_2,CON_2,267.11,surplus
After_Pod_C,POP_1,POP_1,LBR_2,LBR_2,184.59,surplus
After_Pod_C,POP_1,POP_1,CUP_1,CUP_1,113.87,surplus
After_Pod_C,POP_1,POP_1,NAT_1,NAT_1,29.83,surplus
After_Pod_C,POP_1,POP_1,DSA_1,DSA_1,0.01,surplus
After_Pod_C,CUP_1,CUP_1,CON_2,CON_2,29.18,surplus
After_Pod_C,CUP_1,CUP_1,LBR_2,LBR_2,28.83,surplus
After_Pod_C,CUP_1,CUP_1,NAT_1,NAT_1,0.01,surplus
After_Pod_C,DSA_1,DSA_1,LBR_2,LBR_2,4082.43,elimination
After_Pod_C,LBR_2,LBR_2,CON_2,CON_2,2687.26,surplus
After_Pod_C,CON_2,CON_2,NAT_1,NAT_1,1226.39,surplus
After_Pod_C,NAT_1,NAT_1,CON_1,CON_1,3116.48,elimination
After_Pod_C,NAT_1,NAT_1,POP_1,POP_1,1429.89,elimination
After_Pod_C,NAT_1,NAT_1,CUP_1,CUP_1,196.28,elimination
After_Pod_C,NAT_1,NAT_1,LBR_1,LBR_1,167.7,elimination
After_Pod_C,NAT_1,NAT_1,LIB_1,LIB_1,160.43,elimination
After_Pod_BD,CON_1,CON_1,CON_2,CON_2,5131.72,surplus
After_Pod_BD,LBR_1,LBR_1,LBR_2,LBR_2,4723.58,surplus
After_Pod_BD,POP_1,POP_1,CON_2,CON_2,23.93,surplus
After_Pod_BD,POP_1,POP_1,LBR_2,LBR_2,10.44,surplus
After_Pod_BD,POP_1,POP_1,CUP_1,CUP_1,6.43,surplus
After_Pod_BD,LBR_2,LBR_2,LIB_1,LIB_1,2182.91,elimination
After_Pod_BD,LBR_2,LBR_2,CON_2,CON_2,1348.19,elimination
After_Pod_BD,LBR_2,LBR_2,CUP_1,CUP_1,1202.93,elimination
After_Pod_BD,LIB_1,LIB_1,CUP_1,CUP_1,1902.7,surplus
After_Pod_BD,LIB_1,LIB_1,CON_2,CON_2,34.82,surplus
After_Pod_BD,CUP_1,CUP_1,CON_2,CON_2,1066.53,surplus
After_Pod_BD,CON_2,CON_2,POP_1,POP_1,3360.51,elimination
After_Pod_BD,CON_2,CON_2,CUP_1,CUP_1,2556.99,elimination
After_Pod_BD,CON_2,CON_2,LBR_1,LBR_1,705.21,elimination
After_Pod_BD,CON_2,CON_2,LIB_1,LIB_1,502.44,elimination
