state_fips,state_abbr,total_weighted_respondents,prob_cluster_0,prob_cluster_1,prob_cluster_2,prob_cluster_3,prob_cluster_4,prob_cluster_5,prob_cluster_6,prob_cluster_7,prob_cluster_8,prob_cluster_9,first_choice_CON_1,first_choice_CON_2,first_choice_CON_3,first_choice_LBR_1,first_choice_LBR_2,first_choice_LBR_3,first_choice_NAT_1,first_choice_NAT_2,first_choice_NAT_3,first_choice_LIB_1,first_choice_LIB_2,first_choice_LIB_3,first_choice_POP_1,first_choice_POP_2,first_choice_POP_3,first_choice_CUP_1,first_choice_CUP_2,first_choice_CUP_3,first_choice_DSA_1,first_choice_DSA_2,first_choice_DSA_3,first_choice_PRG_1,first_choice_PRG_2,first_choice_PRG_3,first_choice_OAO_1
1,AL,726.2080988810737,0.21400986939129282,0.10451760520763202,0.1866955363794408,0.10331023177648763,0.042596379348333366,0.11224229138151717,0.0954285047410057,0.05134306918117779,0.08093219321990816,0.008924319373204249,0.24782769066641994,0.0,0.0,0.15581906858117622,0.0,0.0,0.11912549093144978,0.0,0.0,0.03236642727712718,0.0,0.0,0.1490215746828304,0.0,0.0,0.09131449065515913,0.0,0.0,0.1336370543777899,0.0,0.0,0.014306622138260491,0.0,0.0,0.05658158068978695
2,AK,130.63833796477343,0.139841530748511,0.22178417812229934,0.14881396425512874,0.08782737055870161,0.08855899065198666,0.10221007980298957,0.1441191971151248,0.00971485166060195,0.03753411219940863,0.01959572488524763,0.1335974435704634,0.0,0.0,0.33076370726058946,0.0,0.0,0.09347715803749698,0.0,0.0,0.09960217886846955,0.0,0.0,0.08869507352982946,0.0,0.0,0.18777731864936872,0.0,0.0,0.04200904744978187,0.0,0.0,0.01613391601106743,0.0,0.0,0.007944156622933164
4,AZ,1160.105247484425,0.17235180868618027,0.11440321657872629,0.12102640534233211,0.14344007310766374,0.08093498175005079,0.1397502336323961,0.05218841793437102,0.038404560926773745,0.08463449432859818,0.05286580771290765,0.19956577760871844,0.0,0.0,0.14523300096301525,0.0,0.0,0.1546881067827039,0.0,0.0,0.07869556844048552,0.0,0.0,0.1650648279198876,0.0,0.0,0.055346165374132596,0.0,0.0,0.09015661496804724,0.0,0.0,0.06716974947118627,0.0,0.0,0.04408018847182322
5,AR,412.1819587199606,0.20270060820755673,0.16396866397448295,0.11393624349538935,0.08410199487883842,0.05413695693888265,0.1351332158288167,0.09871017441202212,0.053657264099430814,0.06684442708702486,0.026810451077555184,0.21545650402874683,0.0,0.0,0.21023940646982334,0.0,0.0,0.09670768063748442,0.0,0.0,0.04378528270606313,0.0,0.0,0.15660308205588627,0.0,0.0,0.10340951782697265,0.0,0.0,0.07663188097979252,0.0,0.0,0.037293069026486506,0.0,0.0,0.05987357626874428
6,CA,3966.1722756498943,0.12176687401019046,0.178026758698495,0.17574179815537525,0.08290218124656752,0.11757951358878774,0.09658607385088834,0.07714694539104257,0.05182695089301483,0.04173040152650292,0.056692502639135285,0.12938202194309692,0.0,0.0,0.25082893075472323,0.0,0.0,0.08908860003778236,0.0,0.0,0.12173532489605832,0.0,0.0,0.1506180708697407,0.0,0.0,0.08211643060515834,0.0,0.0,0.043664894986035284,0.0,0.0,0.06877301316851686,0.0,0.0,0.06379271273888802
8,CO,827.2852966943861,0.18910670262701276,0.1552328681613026,0.1047032810659465,0.07883453227166187,0.11206718727423697,0.13246302003280072,0.04851262107986626,0.04485300019982803,0.058066326287839254,0.07616046099950477,0.215950489122754,0.0,0.0,0.19100267068879187,0.0,0.0,0.08165750979228445,0.0,0.0,0.11764143277482865,0.0,0.0,0.15250394647659307,0.0,0.0,0.047318460113800316,0.0,0.0,0.05678863713866082,0.0,0.0,0.0866077847438964,0.0,0.0,0.050529069148390365
9,CT,484.15451790141344,0.1737398086508952,0.14933139141690074,0.117519803509175,0.07056862349830512,0.1301957980613432,0.10655903095479449,0.08375131388033577,0.05506605066691686,0.0437822970412402,0.06948588232009333,0.18776333491952854,0.0,0.0,0.1892351355560488,0.0,0.0,0.08618950849484976,0.0,0.0,0.14567401373063243,0.0,0.0,0.13320264878844568,0.0,0.0,0.06970832241628072,0.0,0.0,0.03594368051672709,0.0,0.0,0.09248228187922349,0.0,0.0,0.059801073698263575
10,DE,216.9502428906061,0.19449754482719675,0.19752425057777825,0.10065841401322832,0.06235941695242482,0.08409332150759818,0.07068699318812852,0.10748870970336172,0.11644643197528778,0.03321602874883392,0.03302888850616142,0.24021796369487097,0.0,0.0,0.25354309943255154,0.0,0.0,0.05365078320953071,0.0,0.0,0.08778625758039457,0.0,0.0,0.07729722328643211,0.0,0.0,0.08468117577042317,0.0,0.0,0.028117624455338025,0.0,0.0,0.03947874738006421,0.0,0.0,0.13522712519039465
11,DC,117.35734890789057,0.09214338380169536,0.21947002765074833,0.09107690237515563,0.001338107855129681,0.20656132599727825,0.06324484706118738,0.07939233343488544,0.0328215599638033,0.10860111170634042,0.10535040015377602,0.08271644008255255,0.0,0.0,0.22114557448425073,0.0,0.0,0.0,0.0,0.0,0.26107236066448947,0.0,0.0,0.14096053442551457,0.0,0.0,0.05195979420529561,0.0,0.0,0.0880168940410691,0.0,0.0,0.10970907900829968,0.0,0.0,0.044419323088528355
12,FL,3184.133278566863,0.18732610034137273,0.1436049463413344,0.17684529122695855,0.06590703077971587,0.0638480100780988,0.09686274229535301,0.1275331219771146,0.05292674064562343,0.06477231792863565,0.02037369838579275,0.21360979933985264,0.0,0.0,0.2137114155124885,0.0,0.0,0.0735827794119206,0.0,0.0,0.06579422297600925,0.0,0.0,0.15211589929029243,0.0,0.0,0.12625552087793301,0.0,0.0,0.0697786286966022,0.0,0.0,0.024994177728195902,0.0,0.0,0.06015755616670535
13,GA,1472.3908250832314,0.1854153116276501,0.16308445993572876,0.17120656454213182,0.0741349891001527,0.08626191909041724,0.096161569256301,0.1181168105539972,0.04985969367961807,0.032859545272296536,0.0228991369417065,0.21814349858461565,0.0,0.0,0.22178900087519116,0.0,0.0,0.08219319768741179,0.0,0.0,0.10210840356727878,0.0,0.0,0.12742819305130848,0.0,0.0,0.13294867422119636,0.0,0.0,0.039433975804054146,0.0,0.0,0.02622358334099522,0.0,0.0,0.04973147286794846
15,HI,203.14709000166366,0.17108405849938496,0.23147354641719498,0.11038188953400474,0.03539291021132822,0.15478440131547624,0.1072756776172039,0.05424136985515535,0.09074132814442311,0.024620781399219263,0.020004037006609195,0.20737116735575314,0.0,0.0,0.2719209493873721,0.0,0.0,0.03914917430823539,0.0,0.0,0.163383431691875,0.0,0.0,0.12341728037544215,0.0,0.0,0.03802503664331884,0.0,0.0,0.01939632110669657,0.0,0.0,0.02569069105772706,0.0,0.0,0.11164594807357979
16,ID,325.3257376171863,0.20463126520678573,0.09963089124335596,0.09876664136983487,0.11802022446045173,0.06771348154331189,0.1682708938292832,0.11596533728371589,0.032011284620680654,0.06327144299049374,0.031718537452086235,0.21776895361704135,0.0,0.0,0.13742893918197832,0.0,0.0,0.13372662198962643,0.0,0.0,0.07067441189387433,0.0,0.0,0.1835603893232859,0.0,0.0,0.11502346645754631,0.0,0.0,0.061368640163635226,0.0,0.0,0.035253290230734424,0.0,0.0,0.04519528714227756
17,IL,1460.3318361668644,0.1694762314632719,0.14751637888936087,0.11122412586928143,0.07031022576289941,0.10912528356107526,0.09711397398545024,0.10621777000861982,0.06590167285406419,0.06060214443856429,0.06251219316741254,0.20560920002467353,0.0,0.0,0.1725282582621946,0.0,0.0,0.07384945133000032,0.0,0.0,0.11162969617328047,0.0,0.0,0.10151616090631756,0.0,0.0,0.1173409503559498,0.0,0.0,0.06626624089597968,0.0,0.0,0.07025391847522665,0.0,0.0,0.0810061235763775
18,IN,994.9890932957763,0.19892570421824254,0.13636087916115552,0.13516936118677372,0.10344310424846466,0.07687500326701606,0.11049083235029818,0.09935432945830594,0.05382922066793847,0.05018115831488827,0.03537040712691661,0.19700226289232542,0.0,0.0,0.18306999914891017,0.0,0.0,0.1268624614042082,0.0,0.0,0.07356795731615666,0.0,0.0,0.13074993616509226,0.0,0.0,0.12057319468823634,0.0,0.0,0.05374977030231122,0.0,0.0,0.04498232465414154,0.0,0.0,0.06944209342861817
19,IA,446.7912192181343,0.1851035748871191,0.14245954265550112,0.12618605839049882,0.10517091814089673,0.06169812839022732,0.10993831935396098,0.12063546253063327,0.0551372914626021,0.06446609449542472,0.029204609693135538,0.20646758130618573,0.0,0.0,0.160864411462982,0.0,0.0,0.1282904077112598,0.0,0.0,0.06058059922164259,0.0,0.0,0.1413021032720403,0.0,0.0,0.09719630601412549,0.0,0.0,0.100655092449964,0.0,0.0,0.034626598454721116,0.0,0.0,0.07001690010707878
20,KS,372.6996859218709,0.22446507011734318,0.10596213308116399,0.14493820019306228,0.08775738281608654,0.10685749925847142,0.1129607332276942,0.08264991536247564,0.021293984312756982,0.06904442910607443,0.044070652524871176,0.24715196852292023,0.0,0.0,0.16510568248060548,0.0,0.0,0.09856153922548462,0.0,0.0,0.1150548611314099,0.0,0.0,0.1279292792008063,0.0,0.0,0.09966795759843652,0.0,0.0,0.06529236723008319,0.0,0.0,0.05389404303150368,0.0,0.0,0.027342301578750013
21,KY,717.9252799112746,0.209003631360063,0.1337945980884959,0.14331458720242984,0.1087827235927458,0.05923365178830753,0.12367712866425966,0.0990247600465002,0.05185857215303708,0.04607041760325513,0.025239929500905697,0.2256735625022766,0.0,0.0,0.19043421773744493,0.0,0.0,0.11528170976540617,0.0,0.0,0.057778469146791876,0.0,0.0,0.17113596086254013,0.0,0.0,0.10699810277929742,0.0,0.0,0.04690342080903594,0.0,0.0,0.029442429832346014,0.0,0.0,0.056352126564860903
22,LA,508.4085817640956,0.19994036467489726,0.10549893831331408,0.1814434686659227,0.11725177546274677,0.045056229733150654,0.08350959929645116,0.14513511072845314,0.047869656481208486,0.03384045810708984,0.04045439853676584,0.21285129550352042,0.0,0.0,0.11991259880378609,0.0,0.0,0.1384499181909877,0.0,0.0,0.048901015879330656,0.0,0.0,0.1896411406352046,0.0,0.0,0.15967257877781837,0.0,0.0,0.031686652702621526,0.0,0.0,0.047055722274489856,0.0,0.0,0.05182907723224084
23,ME,243.15825432865347,0.13627169928320618,0.1479276504246746,0.08979900147531426,0.071515022923328,0.13464629505629583,0.1473827701274051,0.07705023713443568,0.05176007829161887,0.07410430760383982,0.0695429376798816,0.14252765486240399,0.0,0.0,0.17282831084493006,0.0,0.0,0.0690500050534903,0.0,0.0,0.15977603338123325,0.0,0.0,0.18499673855355966,0.0,0.0,0.06197787470346714,0.0,0.0,0.07081318826021217,0.0,0.0,0.0803307461001303,0.0,0.0,0.05769944824057321
24,MD,782.1392251325467,0.12924431813665244,0.17333833597108028,0.15313481656063535,0.05980420392820076,0.10175377624174871,0.1114442462153964,0.08228585229321687,0.06308555066448329,0.04249874873948778,0.08341015124909797,0.13722836688287252,0.0,0.0,0.23362848216943213,0.0,0.0,0.07001032465938721,0.0,0.0,0.09410245447089802,0.0,0.0,0.16256185075284446,0.0,0.0,0.08175621268944015,0.0,0.0,0.044813239007752644,0.0,0.0,0.1001050511308873,0.0,0.0,0.07579401823648552
25,MA,790.9676385842274,0.16071855092603785,0.1713470125723615,0.1124387123351679,0.06648887059408312,0.1306130543599223,0.08074429001337714,0.0533921385352189,0.06156622446605848,0.0760755595849766,0.08661558661279599,0.18538458646458145,0.0,0.0,0.2274787981083454,0.0,0.0,0.0754743621361252,0.0,0.0,0.12973096739141285,0.0,0.0,0.0959326333441696,0.0,0.0,0.03889644449419885,0.0,0.0,0.08144338975364938,0.0,0.0,0.09722382338917818,0.0,0.0,0.06843499491833901
26,MI,1329.584123339628,0.20749943670358936,0.13312363762943943,0.09994050279332223,0.11290586273490309,0.09694374524327366,0.11438237301639446,0.08059122472652577,0.04367322730533406,0.062316268010565036,0.04862372183665272,0.21719743003849792,0.0,0.0,0.1614809467716693,0.0,0.0,0.13297817662143993,0.0,0.0,0.09803116205252672,0.0,0.0,0.13993854286114352,0.0,0.0,0.07793196360845847,0.0,0.0,0.06577692489617071,0.0,0.0,0.05749629390371241,0.0,0.0,0.049168559246381104
27,MN,714.0147451905302,0.14898233312684017,0.14405837276603714,0.08189010159102578,0.08218313633662191,0.13635766637752839,0.12177046743922418,0.07224634713420063,0.07303221460392828,0.041230896988083264,0.0982484636365102,0.15943474473666516,0.0,0.0,0.14541812497078493,0.0,0.0,0.09281073653583098,0.0,0.0,0.14132301169905398,0.0,0.0,0.14619432240834818,0.0,0.0,0.07409842303909506,0.0,0.0,0.03485669503048525,0.0,0.0,0.11624448104990476,0.0,0.0,0.08961946052983176
28,MS,444.2501713864426,0.18223941305599736,0.12725330243678493,0.2647117805377931,0.0765180124546201,0.03216753316545722,0.11351915763644388,0.09168282544312965,0.07614884524737388,0.02845978830381411,0.007299341718585738,0.1825518412273624,0.0,0.0,0.2553331045419591,0.0,0.0,0.09008504264210199,0.0,0.0,0.031542304619733334,0.0,0.0,0.20459610391081665,0.0,0.0,0.09489770045194391,0.0,0.0,0.031222150077667116,0.0,0.0,0.008216620659923216,0.0,0.0,0.10155513186849234
29,MO,950.7300393248061,0.19808582708266967,0.14148109155270389,0.1672368130881573,0.09879987917307202,0.06729533482332442,0.09819776651644699,0.08855895087442124,0.037278060298496236,0.07468001979555336,0.028386256795154784,0.23429018125329545,0.0,0.0,0.19041244099488092,0.0,0.0,0.1070954026123754,0.0,0.0,0.06984967729919835,0.0,0.0,0.15065246658473141,0.0,0.0,0.08990247081904738,0.0,0.0,0.08482265245319938,0.0,0.0,0.034115132377970626,0.0,0.0,0.03885957560530099
30,MT,257.38114259017533,0.18128630096008816,0.13920585444643216,0.14428481161559073,0.15624032915053004,0.10211828574630755,0.08197134311655674,0.0967638866915935,0.01606763647976912,0.050079381922579214,0.03198216987055256,0.16340447938809366,0.0,0.0,0.18077547067066205,0.0,0.0,0.2014527153232253,0.0,0.0,0.12678188579780894,0.0,0.0,0.11901157911998529,0.0,0.0,0.10485366548642604,0.0,0.0,0.047488311446243464,0.0,0.0,0.03733347640896972,0.0,0.0,0.018898416358585454
31,NE,295.9094025556517,0.17323830229952708,0.15469178617223237,0.1402619561295496,0.08111044776040151,0.07026431537895515,0.11109641548513928,0.1343053730558164,0.032798167657865446,0.0796331068698247,0.022600129190688583,0.18160651967599753,0.0,0.0,0.19801427547111525,0.0,0.0,0.08877828745815347,0.0,0.0,0.06277982553819583,0.0,0.0,0.15060707987147978,0.0,0.0,0.14576169596131172,0.0,0.0,0.10563651366935152,0.0,0.0,0.028837314767902147,0.0,0.0,0.037978487586493005
32,NV,707.5349642159226,0.17790189693195413,0.17399798873040404,0.17054103491380368,0.08927410737956563,0.08197785923446113,0.10016051750223076,0.06020447763462698,0.049908472812338914,0.05060769781883115,0.04542594704178355,0.20305305496269002,0.0,0.0,0.2357527542137242,0.0,0.0,0.0992459485862139,0.0,0.0,0.09044405534162235,0.0,0.0,0.16036472054306147,0.0,0.0,0.05800522312087612,0.0,0.0,0.04951669559964361,0.0,0.0,0.054606126711039926,0.0,0.0,0.04901142092112844
33,NH,264.70182867427593,0.12145624656423418,0.19333155827129647,0.086064009371579,0.055871440624858486,0.09380505435493498,0.07854548779038299,0.10108577273258187,0.08539694593245668,0.10305172767915803,0.0813917566785172,0.12231324624338011,0.0,0.0,0.20082011302067707,0.0,0.0,0.060848173977756485,0.0,0.0,0.08805767546942177,0.0,0.0,0.0862190512178571,0.0,0.0,0.10101428839809291,0.0,0.0,0.11477821499829169,0.0,0.0,0.09498663941542693,0.0,0.0,0.130962597259096
34,NJ,1162.212189890641,0.16719476629850108,0.1511118467765934,0.10572941126596605,0.08457812396645736,0.10648246756306706,0.10172411665284582,0.09168512289851456,0.05842843379749055,0.06327554878531493,0.06979016199524905,0.17925224278768223,0.0,0.0,0.17117200414721093,0.0,0.0,0.09176221346155614,0.0,0.0,0.12151882891620297,0.0,0.0,0.12033755661279173,0.0,0.0,0.09946948692078085,0.0,0.0,0.0626699902669667,0.0,0.0,0.08182062979807028,0.0,0.0,0.07199704708873828
35,NM,415.09744284088754,0.16458434489665058,0.2114244576839569,0.15264702727633356,0.06320845555767315,0.08764359233913645,0.08855010493976398,0.09282302707216562,0.0448512255356518,0.05006479096989188,0.044202973728776004,0.1740413228460505,0.0,0.0,0.3029807130744181,0.0,0.0,0.05809773580362028,0.0,0.0,0.07995547347493166,0.0,0.0,0.11136368377794216,0.0,0.0,0.14203690244001518,0.0,0.0,0.0495159507674304,0.0,0.0,0.05421325516277231,0.0,0.0,0.02779496265281949
36,NY,2314.4361487307797,0.14238669427286663,0.16838300722744146,0.13390827043937492,0.06368187507219253,0.10162042088890187,0.09906413596541859,0.0932935147872337,0.06647913160541696,0.06965649104989192,0.06152645869126133,0.15592168781045118,0.0,0.0,0.2053928178625542,0.0,0.0,0.07194090090051299,0.0,0.0,0.10522196681457317,0.0,0.0,0.13889618497689496,0.0,0.0,0.08983956036875158,0.0,0.0,0.07105611428591206,0.0,0.0,0.07434510476479862,0.0,0.0,0.0873856622155513
37,NC,1455.3543868417394,0.1964343735762496,0.12670139330351865,0.1412345390691998,0.09717336346777145,0.07549828157115725,0.118503196286955,0.07851314753484702,0.06298979193908374,0.051286358272651725,0.05166555497856563,0.23273891492845722,0.0,0.0,0.16854414698157338,0.0,0.0,0.10704085437623422,0.0,0.0,0.07429493150331902,0.0,0.0,0.14069749441522128,0.0,0.0,0.08860201808363756,0.0,0.0,0.05647905032885011,0.0,0.0,0.06267884968016063,0.0,0.0,0.0689237397025466
38,ND,112.01903649032609,0.1731382178938602,0.1718164723732826,0.09447881225115919,0.052314794826818584,0.06620735106562113,0.18895814754747245,0.14387376467049257,0.05148720863807505,0.028330707879741283,0.02939452285347683,0.2277819455408803,0.0,0.0,0.20481153064037275,0.0,0.0,0.034475457284792704,0.0,0.0,0.07733841194016333,0.0,0.0,0.16560861737794136,0.0,0.0,0.1547271188610493,0.0,0.0,0.028441262274864106,0.0,0.0,0.03790120773060395,0.0,0.0,0.06891444834933226
39,OH,1727.1453712960188,0.19889036871077048,0.12337886718274836,0.13372293935481924,0.09607045618142443,0.07707915904542641,0.11560648054012039,0.12264060766831589,0.04856211854122566,0.05443088765854584,0.029618115116603064,0.2303839107767247,0.0,0.0,0.1604873888174821,0.0,0.0,0.10738631197935003,0.0,0.0,0.08381533233202053,0.0,0.0,0.15092947497104997,0.0,0.0,0.11395231718321115,0.0,0.0,0.06532956945663614,0.0,0.0,0.03483804004434419,0.0,0.0,0.05287765443918107
40,OK,606.2032476806337,0.21993886812596733,0.09133108447790962,0.13023243707271173,0.12108949541383139,0.06791354114051001,0.12556081138734085,0.11442589417946826,0.05202833548740446,0.06332564484261166,0.014153887872244565,0.22891419232899227,0.0,0.0,0.13684553618063564,0.0,0.0,0.15210023769991382,0.0,0.0,0.07806325530255986,0.0,0.0,0.13944559921089927,0.0,0.0,0.11999388976357166,0.0,0.0,0.07029838996724452,0.0,0.0,0.01527325242503796,0.0,0.0,0.059065647121144954
41,OR,861.7255247612022,0.12784489160672205,0.1377755149512359,0.0850159888488105,0.12910807510079925,0.12721852258217028,0.09583285924650799,0.050398349609230675,0.03147977754726067,0.09958061743553932,0.11574540307172322,0.12863402038408145,0.0,0.0,0.16339684360261297,0.0,0.0,0.13824084728493038,0.0,0.0,0.13646629173383062,0.0,0.0,0.09878585540003892,0.0,0.0,0.05901372129046289,0.0,0.0,0.10551065555021939,0.0,0.0,0.13536111400821998,0.0,0.0,0.03459065074560343
42,PA,2189.525528188798,0.19589433648494822,0.15231030591378025,0.1103207670586987,0.08134732081054499,0.10642637934938276,0.0979387879365827,0.07718483421226931,0.058849096971039114,0.05836215131684736,0.061366019945906444,0.21661086664088375,0.0,0.0,0.1855053789345656,0.0,0.0,0.08991263267084591,0.0,0.0,0.12290370548923268,0.0,0.0,0.10563883562170166,0.0,0.0,0.07465580968928044,0.0,0.0,0.06586372764891055,0.0,0.0,0.07440711558824846,0.0,0.0,0.06450192771633098
