state_fips,state_abbr,senator_code,senator_party,senator_axis,senator_dir,total_weighted_respondents,n_finalists,fc_pct_CON,fc_pct_CON_hi_id,fc_pct_CON_hi_pc,fc_pct_CON_lo_id,fc_pct_CON_lo_pc,fc_pct_CUP,fc_pct_CUP_hi_pc,fc_pct_CUP_lo_pc,fc_pct_DSA,fc_pct_DSA_hi_id,fc_pct_DSA_lo_id,fc_pct_LBR,fc_pct_LBR_hi_id,fc_pct_LBR_hi_pc,fc_pct_LBR_hi_so,fc_pct_LBR_lo_id,fc_pct_LBR_lo_pc,fc_pct_LBR_lo_so,fc_pct_LIB,fc_pct_LIB_hi_pc,fc_pct_LIB_lo_pc,fc_pct_NAT,fc_pct_NAT_hi_id,fc_pct_NAT_lo_id,fc_pct_OAO,fc_pct_POP,fc_pct_POP_hi_id,fc_pct_POP_hi_pc,fc_pct_POP_lo_id,fc_pct_POP_lo_pc,fc_pct_PRG,fc_pct_STY,fc_pct_STY_hi_id,fc_pct_STY_hi_pc,fc_pct_STY_hi_so,fc_pct_STY_lo_id,fc_pct_STY_lo_pc,fc_pct_STY_lo_so
18,IN,CON_hi_pc,CON,pc,hi,709.01,5,0.12,8.016,6.559,5.022,5.482,0.457,4.587,3.756,0.045,1.914,2.663,0.0,3.153,0.699,2.45,2.423,1.533,3.623,2.934,1.79,2.492,1.002,1.607,9.354,4.332,0.24,1.252,2.229,4.015,0.761,5.376,0.304,1.516,1.02,0.466,4.727,1.161,0.917
19,IA,CON_lo_id,CON,id,lo,318.79,5,0.0,2.363,7.706,7.462,4.516,0.536,6.679,3.838,0.0,1.666,5.588,0.0,0.911,0.876,2.068,6.802,1.019,2.677,1.207,2.278,2.772,1.076,0.998,10.122,5.652,0.003,3.132,0.768,5.532,0.463,3.766,0.073,2.67,2.037,0.368,1.454,0.534,0.389
20,KS,STY_lo_id,STY,id,lo,266.95,5,0.248,3.672,12.934,5.797,8.604,0.758,3.05,2.261,0.0,0.95,5.852,0.0,0.751,0.904,2.673,0.768,0.501,4.366,8.217,2.151,1.392,0.309,1.774,5.611,1.5,0.486,1.271,4.385,0.926,0.832,6.38,0.058,1.827,0.386,0.201,4.909,1.396,1.899
21,KY,STY_lo_id,STY,id,lo,503.67,5,0.113,3.7,9.563,5.636,5.731,1.695,5.636,1.951,0.157,2.215,2.248,1.177,2.443,2.465,1.828,2.96,1.045,5.351,1.566,1.504,2.417,0.616,3.378,8.915,4.64,0.0,1.964,0.765,3.775,1.408,3.556,0.86,0.512,2.554,2.509,2.448,0.202,0.496
22,LA,CON_hi_pc,CON,pc,hi,357.28,5,0.0,5.914,10.594,5.164,5.508,0.195,3.002,7.377,0.007,1.464,1.856,0.0,1.023,1.504,4.246,4.166,0.564,0.505,1.5,1.472,2.355,0.0,1.694,10.386,4.115,0.0,0.471,1.554,2.633,0.944,5.743,0.557,3.543,1.85,0.562,3.751,3.45,0.33
23,ME,LBR_hi_so,LBR,so,hi,176.99,5,0.0,4.972,4.881,4.47,3.231,1.432,2.567,5.07,0.0,3.877,3.729,0.0,1.013,1.156,3.721,4.385,2.051,2.716,4.074,2.564,4.147,0.09,5.658,1.272,5.364,0.0,3.002,2.495,6.044,2.215,8.917,0.0,0.262,2.805,0.511,0.902,0.406,0.0
24,MD,LBR_hi_so,LBR,so,hi,559.97,5,0.088,4.569,3.379,5.186,3.737,0.607,1.911,3.358,0.095,0.165,3.358,0.0,1.549,1.297,5.839,4.424,2.494,4.322,3.602,2.369,3.804,0.0,3.928,2.918,5.884,0.097,2.961,1.623,1.977,1.079,11.317,0.168,0.592,4.54,1.031,3.32,0.463,1.943
25,MA,LBR_hi_so,LBR,so,hi,578.54,5,2.126,4.491,5.868,2.349,6.135,0.038,1.505,1.912,0.247,1.899,6.623,0.0,1.217,0.625,5.419,4.682,1.827,5.225,3.455,2.424,5.748,0.291,3.213,3.726,4.709,0.098,0.887,1.291,3.26,1.12,10.739,0.0,1.98,0.993,1.11,1.193,0.257,1.318
26,MI,CON_hi_pc,CON,pc,hi,965.85,5,0.918,4.355,9.431,5.551,4.818,1.216,2.692,2.826,0.371,1.67,4.608,0.0,1.981,0.831,3.695,2.639,1.471,3.588,3.282,2.852,2.622,0.096,6.15,5.718,3.749,0.0,2.952,1.631,3.925,1.728,6.575,0.021,0.493,2.011,0.586,1.512,0.79,0.645
27,MN,CON_lo_id,CON,id,lo,527.63,5,0.196,2.977,6.545,5.171,4.305,0.303,2.59,2.804,0.0,0.736,3.426,0.015,0.867,0.672,1.335,2.621,4.381,3.502,3.86,5.398,4.495,0.0,6.783,2.203,6.948,0.138,3.87,2.302,1.196,2.629,12.575,0.437,0.297,0.799,0.985,2.162,0.093,0.385
28,MS,STY_hi_pc,STY,pc,hi,298.85,5,0.037,4.643,6.769,5.386,5.733,0.861,4.829,5.047,0.393,1.415,2.514,0.0,2.763,3.255,3.058,1.976,0.635,2.474,0.0,0.037,1.189,0.442,4.103,6.183,4.961,0.0,1.961,2.625,3.301,0.341,1.03,1.109,3.393,4.614,4.161,3.084,2.358,3.324
29,MO,LBR_hi_id,LBR,id,hi,670.41,5,0.215,4.502,9.072,7.089,4.414,0.63,3.942,2.681,0.157,1.879,5.444,0.0,5.148,0.56,2.82,2.428,1.845,3.76,2.956,1.595,1.912,0.901,2.568,7.989,2.786,0.0,1.07,1.997,2.114,2.615,3.781,0.0,2.525,1.526,2.343,2.511,1.202,1.023
30,MT,LBR_hi_so,LBR,so,hi,186.47,5,0.0,3.513,13.148,5.682,1.058,0.511,5.309,1.553,0.0,2.241,2.299,0.0,1.421,0.406,4.313,1.249,2.46,1.684,2.783,7.195,3.686,1.845,1.384,12.28,1.369,0.0,0.31,0.397,1.678,2.511,4.482,0.0,5.136,0.315,0.813,5.305,0.562,1.099
31,NE,LBR_hi_id,LBR,id,hi,207.28,5,0.191,5.859,4.795,7.532,5.123,3.389,6.374,2.879,0.0,2.603,6.219,0.0,3.924,0.0,1.096,1.525,2.161,5.764,1.979,1.818,1.575,0.295,4.601,4.326,2.553,0.0,0.0,2.748,4.091,2.656,3.581,0.0,2.51,2.333,0.721,3.81,0.232,0.737
32,NV,LBR_lo_so,LBR,so,lo,503.52,5,0.219,7.427,6.161,1.682,7.541,0.099,3.067,2.498,0.0,2.592,3.034,0.0,4.851,0.824,1.35,3.688,3.517,5.5,2.577,4.193,1.839,0.179,6.762,2.617,4.169,0.0,4.666,0.866,0.744,2.544,5.403,0.39,2.231,1.025,0.507,2.589,0.385,2.261
33,NH,LBR_lo_id,LBR,id,lo,192.85,5,0.373,2.513,4.339,6.143,4.607,0.585,2.016,0.948,0.0,3.911,7.871,0.147,0.478,3.669,1.901,4.764,3.373,4.414,4.186,2.407,2.377,0.0,4.046,1.471,10.033,0.0,0.584,1.796,3.592,0.0,10.542,0.297,0.993,1.152,0.234,4.091,0.15,0.0
34,NJ,LBR_lo_so,LBR,so,lo,844.81,5,0.022,5.961,6.342,3.814,5.681,0.555,2.74,6.622,0.133,0.649,6.235,0.001,1.627,1.032,3.939,1.044,1.908,4.909,3.883,2.697,4.248,0.096,6.237,2.575,4.56,0.329,1.954,0.284,2.053,2.253,8.536,0.075,0.587,0.656,0.552,3.513,1.147,0.555
35,NM,LBR_lo_pc,LBR,pc,lo,289.84,5,0.0,4.395,7.161,4.312,5.2,0.0,1.465,6.031,0.0,0.481,4.835,0.0,0.908,3.174,7.45,2.263,5.272,3.519,2.043,2.908,3.712,0.187,5.118,1.627,2.696,0.0,1.014,1.937,0.322,5.106,6.374,0.035,0.736,2.435,0.655,0.953,3.144,2.534
36,NY,LBR_lo_so,LBR,so,lo,1660.77,5,0.121,4.475,3.47,4.079,7.217,0.233,2.668,6.455,0.171,3.254,4.072,0.114,3.363,0.546,4.713,3.653,1.378,3.584,2.729,2.725,4.099,0.227,4.092,2.846,4.02,0.06,2.06,1.832,2.974,0.792,8.292,0.027,1.798,1.927,1.094,2.96,1.219,0.661
37,NC,STY_lo_id,STY,id,lo,1041.81,5,0.665,4.57,7.96,5.73,8.717,0.318,2.692,3.189,0.003,2.789,2.666,0.0,2.002,0.69,4.301,1.785,1.635,2.578,2.056,1.451,3.395,0.909,4.23,5.227,4.634,0.0,4.245,1.11,2.733,1.483,7.146,0.072,1.695,0.836,0.642,3.021,1.232,1.59
38,ND,LBR_lo_pc,LBR,pc,lo,79.22,5,0.0,12.787,8.934,1.961,1.95,0.0,11.061,7.13,0.0,0.0,2.862,0.0,1.063,0.268,2.952,0.834,8.312,2.476,1.88,3.51,0.557,0.0,0.0,2.653,4.973,0.733,0.549,0.0,11.16,0.174,4.661,0.0,0.255,1.207,0.0,4.863,0.0,0.234
39,OH,LBR_hi_id,LBR,id,hi,1230.03,5,0.073,5.07,7.362,9.522,5.733,0.272,4.194,4.71,0.157,2.094,4.077,0.015,3.249,0.767,2.609,1.641,1.677,2.332,2.541,2.274,2.484,0.521,1.906,8.375,3.532,0.088,1.663,1.871,2.605,2.851,3.927,0.164,1.935,1.929,0.69,3.275,1.619,0.195
40,OK,STY_lo_id,STY,id,lo,432.89,5,0.695,3.793,12.335,6.524,5.246,0.061,4.201,4.145,0.0,3.888,2.474,0.0,2.273,0.043,0.887,2.585,1.349,1.874,2.018,5.25,0.73,0.0,2.129,10.354,5.385,0.0,0.684,2.831,3.952,4.765,1.699,0.0,1.549,1.731,0.073,3.12,1.262,0.095
41,OR,LBR_lo_so,LBR,so,lo,643.85,5,0.122,5.091,4.28,2.316,3.473,0.404,2.636,1.537,0.128,3.381,5.95,0.0,2.754,1.363,2.101,2.878,1.472,4.843,2.985,4.294,5.549,0.199,10.205,3.459,2.527,0.0,3.31,1.001,1.561,0.84,15.024,0.139,0.416,0.343,1.223,0.857,0.704,0.636
42,PA,LBR_hi_so,LBR,so,hi,1595.2,5,0.155,6.329,6.594,4.608,7.859,0.316,3.44,3.228,0.179,1.729,4.11,0.024,2.106,0.543,4.099,4.314,1.788,3.405,3.525,3.742,2.34,0.201,4.973,3.345,4.286,0.026,3.3,0.865,1.993,1.737,8.469,0.128,1.853,0.98,1.103,0.917,1.034,0.358
44,RI,LBR_hi_so,LBR,so,hi,118.57,5,0.285,2.755,3.013,3.459,10.844,0.0,0.745,2.964,0.0,3.665,5.31,0.0,1.727,1.216,5.426,5.19,2.219,5.694,3.65,2.614,7.362,0.0,2.448,3.48,3.31,0.0,0.345,0.246,2.473,4.46,7.863,0.0,1.073,1.861,3.687,0.616,0.0,0.0
45,SC,LBR_lo_id,LBR,id,lo,516.19,5,0.365,5.785,8.423,6.687,5.641,0.44,4.018,2.957,0.004,4.169,3.686,0.0,2.802,0.604,4.185,2.969,2.988,3.069,3.209,0.722,3.238,0.687,5.033,5.591,2.672,0.0,1.787,0.856,4.805,0.912,1.931,0.0,2.482,1.42,1.526,1.726,2.058,0.555
46,SD,STY_hi_pc,STY,pc,hi,99.69,5,0.0,2.155,9.694,5.83,5.643,4.198,2.54,2.805,0.0,2.346,3.246,0.0,0.414,0.53,0.772,2.514,3.542,3.608,0.857,4.045,2.062,0.0,2.319,9.418,6.56,0.0,1.378,0.0,3.025,0.492,3.437,1.398,0.403,9.373,1.387,3.152,0.857,0.0
47,TN,CON_hi_pc,CON,pc,hi,818.35,5,0.229,3.579,10.504,10.121,8.824,1.304,3.438,2.759,0.026,1.963,4.166,0.0,2.974,0.568,1.475,0.849,1.45,0.797,1.672,1.0,1.468,1.279,0.941,13.182,4.904,0.001,1.827,0.8,2.175,3.454,2.607,0.06,1.572,1.119,1.662,3.28,0.211,1.759
48,TX,STY_lo_id,STY,id,lo,2469.51,5,0.349,4.564,6.599,7.288,6.401,0.62,5.018,4.422,0.135,3.783,3.516,0.0,3.987,1.129,2.562,2.074,1.386,3.258,1.855,2.696,1.938,0.694,2.027,5.986,4.229,0.144,0.925,1.609,2.046,1.601,2.283,0.507,1.813,1.952,2.171,4.145,2.195,2.092
49,UT,POP_lo_id,POP,id,lo,320.95,5,0.295,3.907,3.022,5.438,3.651,1.23,4.169,3.614,0.0,4.353,4.712,0.183,1.097,0.982,0.905,5.208,2.921,6.317,2.192,1.437,1.827,0.803,3.112,6.633,2.378,1.226,1.599,2.072,4.992,1.692,3.53,0.0,1.064,3.973,0.187,3.39,3.621,2.266
50,VT,LBR_lo_so,LBR,so,lo,81.72,5,0.0,1.997,0.804,5.838,5.035,0.0,1.686,4.951,0.0,1.389,4.977,0.0,0.381,0.434,1.365,2.575,4.255,4.355,3.183,3.996,2.499,0.0,0.0,3.649,8.708,0.0,0.633,2.071,0.876,1.625,28.251,0.0,0.477,0.0,0.634,3.356,0.0,0.0
51,VA,LBR_lo_so,LBR,so,lo,956.41,5,1.121,3.809,6.899,4.842,5.923,0.424,3.548,3.631,0.054,1.615,5.311,0.0,2.893,0.774,4.192,3.561,1.244,4.813,2.689,2.69,2.951,0.522,4.027,5.836,2.827,0.021,1.532,1.367,2.168,1.112,8.018,0.184,1.254,1.442,1.31,3.68,1.228,0.487
53,WA,LBR_lo_so,LBR,so,lo,893.28,5,0.186,3.972,4.523,2.552,5.573,1.691,1.831,3.668,0.212,1.62,7.265,0.341,2.094,1.428,4.649,1.724,2.394,4.146,4.536,2.099,4.898,0.0,8.356,1.413,4.142,0.0,3.634,1.006,0.762,1.443,12.322,0.026,1.073,0.174,0.77,2.038,0.103,1.337
54,WV,STY_hi_so,STY,so,hi,248.98,5,0.0,5.086,10.746,6.318,9.415,0.015,2.849,3.212,0.0,3.821,0.684,0.0,3.94,0.288,6.42,6.338,0.912,0.41,3.507,0.414,1.737,0.82,1.333,4.544,2.902,0.037,0.503,1.285,8.978,0.864,2.042,0.0,0.927,0.363,5.172,2.621,1.496,0.0
55,WI,LBR_hi_so,LBR,so,hi,700.89,5,0.127,9.051,6.142,4.504,7.082,0.481,1.359,4.042,0.224,1.161,4.523,0.001,2.743,2.007,2.43,2.706,1.308,3.257,2.682,2.468,2.807,0.087,5.576,4.379,5.013,0.047,2.267,1.371,2.273,1.675,8.284,0.035,1.318,2.229,2.264,1.569,0.182,0.327
56,WY,POP_lo_id,POP,id,lo,70.51,5,1.241,3.425,8.139,12.503,5.248,4.869,8.385,0.0,0.0,0.0,0.828,0.0,4.121,1.176,0.0,0.649,0.818,3.782,3.028,6.698,1.181,0.0,0.0,7.747,5.571,0.0,0.0,0.0,7.751,0.111,1.496,2.719,0.997,6.145,0.0,1.372,0.0,0.0
