candidate_a,candidate_b,votes_a_beats_b,votes_b_beats_a,margin,margin_pct,lock_order,locked,rp_winner_overall,state_fips,state_abbr
CON_hi_pc,CON_lo_pc,178.83992947171163,325.06548512938645,146.23,29.0185,3,True,CON_lo_pc,1,AL
CON_hi_pc,LBR_hi_so,236.36435138422712,267.541063216871,31.18,6.187,9,True,CON_lo_pc,1,AL
CON_hi_pc,LBR_lo_so,290.51289998376046,213.3925146173377,77.12,15.3045,7,True,CON_lo_pc,1,AL
CON_hi_pc,STY_hi_id,249.87514896901652,254.03026563208155,4.16,0.8246,10,True,CON_lo_pc,1,AL
CON_lo_pc,LBR_hi_so,292.6420736000161,211.26334100108198,81.38,16.1496,6,True,CON_lo_pc,1,AL
CON_lo_pc,LBR_lo_so,308.80776380512714,195.09765079597096,113.71,22.5658,5,True,CON_lo_pc,1,AL
CON_lo_pc,STY_hi_id,268.10452835875435,235.80088624234378,32.3,6.4107,8,True,CON_lo_pc,1,AL
LBR_hi_so,LBR_lo_so,380.4256114795308,123.4798031215673,256.95,50.9909,1,True,CON_lo_pc,1,AL
LBR_hi_so,STY_hi_id,193.9738373064174,309.93157729468066,115.96,23.0118,4,True,CON_lo_pc,1,AL
LBR_lo_so,STY_hi_id,160.62503995621194,343.28037464488614,182.66,36.2479,2,True,CON_lo_pc,1,AL
CON_lo_id,CUP_hi_pc,33.21987201630389,56.77216688741803,23.55,26.1715,7,True,STY_lo_id,2,AK
CON_lo_id,LBR_lo_so,41.29852294327946,48.69351596044246,7.39,8.2174,9,True,STY_lo_id,2,AK
CON_lo_id,LIB,45.13724483626979,44.85479406745214,0.28,0.3139,10,True,STY_lo_id,2,AK
CON_lo_id,STY_lo_id,32.75315298639858,57.23888591732335,24.49,27.2088,5,True,STY_lo_id,2,AK
CUP_hi_pc,LBR_lo_so,35.09843855442411,54.89360034929781,19.8,21.9966,8,True,STY_lo_id,2,AK
CUP_hi_pc,LIB,59.55581231897498,30.436226584746947,29.12,32.358,4,True,STY_lo_id,2,AK
CUP_hi_pc,STY_lo_id,27.623545530189155,62.36849337353278,34.74,38.6089,3,True,STY_lo_id,2,AK
LBR_lo_so,LIB,76.2855233012849,13.706515602437038,62.58,69.5384,1,True,STY_lo_id,2,AK
LBR_lo_so,STY_lo_id,33.07966525166871,56.91237365205322,23.83,26.4831,6,True,STY_lo_id,2,AK
LIB,STY_lo_id,16.16508803040736,73.82695087331457,57.66,64.0744,2,True,STY_lo_id,2,AK
CON_hi_id,CON_hi_pc,613.5710409157347,228.12640946599822,385.44,45.7937,3,True,STY_lo_id,4,AZ
CON_hi_id,DSA_lo_id,579.5591834560494,262.1382669256834,317.42,37.712,4,True,STY_lo_id,4,AZ
CON_hi_id,LBR_lo_id,429.18869193531816,412.50875844641473,16.68,1.9817,9,True,STY_lo_id,4,AZ
CON_hi_id,STY_lo_id,384.0953240849544,457.60212629677847,73.51,8.7332,8,True,STY_lo_id,4,AZ
CON_hi_pc,DSA_lo_id,568.1548695020884,273.5425808796444,294.61,35.0022,5,True,STY_lo_id,4,AZ
CON_hi_pc,LBR_lo_id,418.8322376068288,422.8652127749041,4.03,0.4791,10,True,STY_lo_id,4,AZ
CON_hi_pc,STY_lo_id,365.71823910765465,475.97921127407824,110.26,13.0998,7,True,STY_lo_id,4,AZ
DSA_lo_id,LBR_lo_id,153.81472156267688,687.882728819056,534.07,63.4513,1,True,STY_lo_id,4,AZ
DSA_lo_id,STY_lo_id,171.88564715310952,669.8118032286234,497.93,59.1574,2,True,STY_lo_id,4,AZ
LBR_lo_id,STY_lo_id,310.1820711507635,531.5153792309693,221.33,26.2961,6,True,STY_lo_id,4,AZ
CON_hi_pc,CON_lo_pc,107.06076989524438,185.30659735240877,78.25,26.7628,1,True,STY_hi_pc,5,AR
CON_hi_pc,LBR_hi_so,131.73882438487837,160.62854286277476,28.89,9.8813,8,True,STY_hi_pc,5,AR
CON_hi_pc,POP_lo_id,129.66471447610533,162.70265277154783,33.04,11.3001,6,True,STY_hi_pc,5,AR
