party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,81,66,22,169,23.54
1,Labor,73,48,11,132,18.38
4,Liberal,59,24,8,91,12.67
5,Populist,32,34,10,76,10.58
2,Solidarity,40,27,4,71,9.89
6,Civic Union Party,35,24,7,66,9.19
3,Nationalist,23,28,5,56,7.8
9,Progressive,17,5,1,23,3.2
8,DSA,14,5,1,20,2.79
7,Order and Opportunity Party,8,5,1,14,1.95
