winnowing_point,eliminated_code,eliminated_name,dest_code,dest_name,transferred_votes,transfer_type
After_Retail,CON_1,CON_1,CON_2,CON_2,5045.85,surplus
After_Retail,LBR_1,LBR_1,LBR_2,LBR_2,4720.98,surplus
After_Retail,POP_1,POP_1,POP_2,POP_2,2333.67,surplus
After_Retail,CON_2,CON_2,CON_3,CON_3,1862.48,surplus
After_Retail,LBR_2,LBR_2,LBR_3,LBR_3,1537.61,surplus
After_Retail,NAT_1,NAT_1,NAT_2,NAT_2,1012.55,surplus
After_Retail,LIB_1,LIB_1,LIB_2,LIB_2,793.61,surplus
After_Retail,CUP_1,CUP_1,CUP_2,CUP_2,653.08,surplus
After_Retail,CUP_2,CUP_2,CON_3,CON_3,197.02,elimination
After_Retail,CUP_2,CUP_2,LBR_3,LBR_3,194.61,elimination
After_Retail,CUP_2,CUP_2,POP_2,POP_2,182.97,elimination
After_Retail,CUP_2,CUP_2,OAO_1,OAO_1,47.76,elimination
After_Retail,CUP_2,CUP_2,LIB_2,LIB_2,30.5,elimination
After_Retail,CUP_2,CUP_2,NAT_2,NAT_2,0.22,elimination
After_Retail,LIB_2,LIB_2,LBR_3,LBR_3,660.92,elimination
After_Retail,LIB_2,LIB_2,PRG_1,PRG_1,74.56,elimination
After_Retail,LIB_2,LIB_2,DSA_1,DSA_1,57.14,elimination
After_Retail,LIB_2,LIB_2,OAO_1,OAO_1,31.33,elimination
After_Retail,LIB_2,LIB_2,CON_3,CON_3,0.15,elimination
After_Retail,NAT_2,NAT_2,CON_3,CON_3,707.1,elimination
After_Retail,NAT_2,NAT_2,POP_2,POP_2,305.66,elimination
After_Retail,LBR_3,LBR_3,POP_2,POP_2,1369.97,elimination
After_Retail,LBR_3,LBR_3,DSA_1,DSA_1,558.07,elimination
After_Retail,LBR_3,LBR_3,PRG_1,PRG_1,256.26,elimination
After_Retail,LBR_3,LBR_3,CON_3,CON_3,126.64,elimination
After_Retail,LBR_3,LBR_3,OAO_1,OAO_1,82.2,elimination
After_Retail,POP_2,POP_2,CON_3,CON_3,852.37,surplus
After_Retail,POP_2,POP_2,DSA_1,DSA_1,122.83,surplus
After_Retail,POP_2,POP_2,PRG_1,PRG_1,20.96,surplus
After_Retail,POP_2,POP_2,OAO_1,OAO_1,12.74,surplus
After_Retail,CON_3,CON_3,OAO_1,OAO_1,544.97,surplus
After_Retail,CON_3,CON_3,DSA_1,DSA_1,15.54,surplus
After_Retail,CON_3,CON_3,PRG_1,PRG_1,1.89,surplus
After_Retail,DSA_1,DSA_1,PRG_1,PRG_1,204.31,surplus
After_Retail,DSA_1,DSA_1,OAO_1,OAO_1,56.67,surplus
After_Retail,OAO_1,OAO_1,PRG_1,PRG_1,177.87,surplus
After_Retail,PRG_1,PRG_1,LIB_1,LIB_1,1479.2,elimination
After_Retail,PRG_1,PRG_1,DSA_1,DSA_1,1095.25,elimination
After_Retail,PRG_1,PRG_1,LBR_1,LBR_1,141.47,elimination
After_Retail,PRG_1,PRG_1,POP_1,POP_1,118.1,elimination
After_Retail,PRG_1,PRG_1,CUP_1,CUP_1,107.62,elimination
After_Retail,PRG_1,PRG_1,CON_1,CON_1,78.69,elimination
After_Retail,PRG_1,PRG_1,OAO_1,OAO_1,49.23,elimination
After_Retail,PRG_1,PRG_1,NAT_1,NAT_1,26.83,elimination
After_Pod_A,CON_1,CON_1,CON_2,CON_2,4090.84,surplus
After_Pod_A,LBR_1,LBR_1,LBR_2,LBR_2,3839.61,surplus
After_Pod_A,POP_1,POP_1,POP_2,POP_2,1378.65,surplus
After_Pod_A,LIB_1,LIB_1,LBR_2,LBR_2,790.77,surplus
After_Pod_A,LIB_1,LIB_1,DSA_1,DSA_1,314.42,surplus
After_Pod_A,LIB_1,LIB_1,CUP_1,CUP_1,155.09,surplus
After_Pod_A,LIB_1,LIB_1,OAO_1,OAO_1,34.23,surplus
After_Pod_A,LBR_2,LBR_2,CUP_1,CUP_1,172.59,surplus
After_Pod_A,LBR_2,LBR_2,POP_2,POP_2,158.13,surplus
After_Pod_A,LBR_2,LBR_2,DSA_1,DSA_1,128.1,surplus
After_Pod_A,LBR_2,LBR_2,CON_2,CON_2,23.62,surplus
After_Pod_A,LBR_2,LBR_2,OAO_1,OAO_1,9.55,surplus
After_Pod_A,NAT_1,NAT_1,CON_2,CON_2,39.93,surplus
After_Pod_A,NAT_1,NAT_1,POP_2,POP_2,17.37,surplus
After_Pod_A,NAT_1,NAT_1,CUP_1,CUP_1,0.24,surplus
After_Pod_A,CUP_1,CUP_1,POP_2,POP_2,15.04,surplus
After_Pod_A,CUP_1,CUP_1,CON_2,CON_2,7.99,surplus
After_Pod_A,CUP_1,CUP_1,OAO_1,OAO_1,2.59,surplus
After_Pod_A,CUP_1,CUP_1,DSA_1,DSA_1,0.38,surplus
After_Pod_A,CON_2,CON_2,CON_3,CON_3,24.0,surplus
After_Pod_A,CON_3,CON_3,POP_2,POP_2,20.54,elimination
