state_fips,state_abbr,finalist_code,finalist_party,first_choice_pct,inc_OAO,inc_LIB,inc_POP,inc_LBR,inc_NAT,inc_PRG,inc_DSA,inc_CUP,inc_STY,inc_CON
25,MA,LIB_1,LIB,15.87,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,MA,NAT_1,NAT,9.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,MA,PRG_1,PRG,12.84,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0
26,MI,CON_1,CON,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,MI,LBR_1,LBR,12.18,0.78,0.0,0.0,0.0,0.0,0.0,5.02,0.0,1.39,0.0
26,MI,LIB_1,LIB,12.13,1.57,0.0,0.0,0.0,0.0,4.25,0.0,0.0,0.0,0.0
26,MI,NAT_1,NAT,16.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,MI,POP_1,POP,8.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,2.35,0.0
27,MN,CON_1,CON,15.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0
27,MN,LBR_1,LBR,11.2,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.69,0.9,0.0
27,MN,LIB_1,LIB,16.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,MN,POP_1,POP,9.53,0.0,0.0,0.0,0.0,6.56,0.0,0.0,0.88,1.7,0.0
27,MN,PRG_1,PRG,15.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,MS,CON_1,CON,21.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,MS,LBR_1,LBR,12.04,0.0,4.46,0.0,0.0,0.0,0.0,2.51,0.0,0.0,0.0
28,MS,NAT_1,NAT,12.61,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,MS,OAO_1,OAO,12.17,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,MS,STY_1,STY,16.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,MO,CON_1,CON,24.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,MO,LBR_1,LBR,12.42,0.8,0.0,0.0,0.0,0.0,0.0,7.65,0.66,0.0,0.0
29,MO,LIB_1,LIB,9.1,0.91,0.0,0.0,0.0,0.0,3.06,0.0,0.0,0.0,0.0
29,MO,NAT_1,NAT,13.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,MO,STY_1,STY,8.39,0.0,0.0,4.54,0.0,0.0,0.0,0.71,1.54,0.0,0.0
30,MT,CON_1,CON,16.64,0.0,0.0,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,MT,CUP_1,CUP,7.66,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
