party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,105,73,28,206,23.6
1,Labor,87,49,18,154,17.64
4,Liberal,68,27,6,101,11.57
2,Solidarity,58,36,5,99,11.34
5,Populist,36,33,13,82,9.39
3,Nationalist,35,31,14,80,9.16
6,Civic Union Party,43,24,11,78,8.93
8,DSA,22,7,2,31,3.55
9,Progressive,17,7,1,25,2.86
7,Order and Opportunity Party,10,3,4,17,1.95
