party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,110,68,27,205,23.48
1,Labor,111,60,19,190,21.76
5,Populist,65,50,19,134,15.35
4,Liberal,70,28,6,104,11.91
6,Civic Union Party,52,38,11,101,11.57
3,Nationalist,22,24,13,59,6.76
8,DSA,21,9,2,32,3.67
7,Order and Opportunity Party,16,8,4,28,3.21
9,Progressive,14,5,1,20,2.29
