party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,111,68,28,207,23.71
1,Labor,114,60,19,193,22.11
5,Populist,65,51,20,136,15.58
4,Liberal,68,28,6,102,11.68
6,Civic Union Party,52,37,11,100,11.45
3,Nationalist,21,24,12,57,6.53
8,DSA,20,9,2,31,3.55
7,Order and Opportunity Party,14,8,3,25,2.86
9,Progressive,16,5,1,22,2.52
