party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,193,115,66,374,21.67
1,Labor,152,87,36,275,15.93
4,Liberal,126,56,21,203,11.76
3,Nationalist,98,69,29,196,11.36
2,Solidarity,85,52,15,152,8.81
5,Populist,81,44,23,148,8.57
6,Civic Union Party,69,36,21,126,7.3
9,Progressive,66,30,3,99,5.74
7,Order and Opportunity Party,59,16,9,84,4.87
8,DSA,44,18,7,69,4.0
