party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,79,66,21,166,23.06
1,Labor,74,47,10,131,18.19
4,Liberal,57,23,8,88,12.22
2,Solidarity,44,33,3,80,11.11
5,Populist,32,28,10,70,9.72
6,Civic Union Party,36,27,6,69,9.58
3,Nationalist,23,29,4,56,7.78
9,Progressive,17,5,2,24,3.33
8,DSA,14,6,1,21,2.92
7,Order and Opportunity Party,8,6,1,15,2.08
