party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,79,66,21,166,23.06
1,Labor,74,47,10,131,18.19
4,Liberal,56,23,8,87,12.08
2,Solidarity,43,31,2,76,10.56
6,Civic Union Party,36,26,6,68,9.44
5,Populist,29,28,10,67,9.31
3,Nationalist,26,31,5,62,8.61
9,Progressive,18,7,2,27,3.75
8,DSA,17,5,1,23,3.19
7,Order and Opportunity Party,6,6,1,13,1.81
