party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,196,122,66,384,22.25
1,Labor,162,91,35,288,16.69
2,Solidarity,111,64,20,195,11.3
4,Liberal,126,51,15,192,11.12
3,Nationalist,84,57,24,165,9.56
5,Populist,81,46,28,155,8.98
6,Civic Union Party,78,46,23,147,8.52
9,Progressive,54,19,3,76,4.4
8,DSA,43,15,7,65,3.77
7,Order and Opportunity Party,38,12,9,59,3.42
