party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,81,68,21,170,23.61
1,Labor,70,46,10,126,17.5
4,Liberal,60,26,8,94,13.06
5,Populist,29,32,10,71,9.86
6,Civic Union Party,35,27,6,68,9.44
2,Solidarity,40,22,3,65,9.03
3,Nationalist,25,31,5,61,8.47
9,Progressive,20,7,1,28,3.89
8,DSA,14,5,1,20,2.78
7,Order and Opportunity Party,10,6,1,17,2.36
