party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,194,123,68,385,22.31
1,Labor,161,88,35,284,16.45
4,Liberal,126,53,15,194,11.24
3,Nationalist,92,63,28,183,10.6
2,Solidarity,102,59,18,179,10.37
5,Populist,79,48,26,153,8.86
6,Civic Union Party,75,38,22,135,7.82
9,Progressive,60,22,3,85,4.92
7,Order and Opportunity Party,44,13,8,65,3.77
8,DSA,40,16,7,63,3.65
