party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,81,68,21,170,23.61
1,Labor,71,46,10,127,17.64
4,Liberal,59,26,8,93,12.92
5,Populist,30,32,10,72,10.0
2,Solidarity,43,24,3,70,9.72
6,Civic Union Party,33,27,6,66,9.17
3,Nationalist,24,29,5,58,8.06
9,Progressive,20,7,1,28,3.89
8,DSA,13,5,1,19,2.64
7,Order and Opportunity Party,10,6,1,17,2.36
