candidate_a,candidate_b,votes_a_beats_b,votes_b_beats_a,margin,margin_pct,locked,lock_order,condorcet_winner
CON_1,CUP_1,15071.385903137787,15628.703616234063,557.32,1.8154,True,10,STY_1
CON_1,LBR_1,14387.926712238994,16312.162807132854,1924.24,6.2679,True,9,STY_1
CON_1,LIB_1,18518.540990308542,12181.548529063308,6336.99,20.6416,True,6,STY_1
CON_1,STY_1,13523.035440778085,17177.054078593763,3654.02,11.9023,True,7,STY_1
CUP_1,LBR_1,11928.997326356457,18771.092193015393,6842.09,22.2869,True,5,STY_1
CUP_1,LIB_1,19978.273390603856,10721.816128767994,9256.46,30.1512,True,3,STY_1
CUP_1,STY_1,11061.103207045417,19638.986312326433,8577.88,27.9409,True,4,STY_1
LBR_1,LIB_1,24389.70461470276,6310.384904669085,18079.32,58.8901,True,1,STY_1
LBR_1,STY_1,14046.683436551799,16653.406082820053,2606.72,8.4909,True,8,STY_1
LIB_1,STY_1,7777.850910983611,22922.238608388237,15144.39,49.3301,True,2,STY_1
