party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,197,123,67,387,22.42
1,Labor,160,88,36,284,16.45
4,Liberal,126,53,15,194,11.24
3,Nationalist,92,64,29,185,10.72
2,Solidarity,95,57,18,170,9.85
5,Populist,80,49,25,154,8.92
6,Civic Union Party,72,37,22,131,7.59
9,Progressive,61,22,3,86,4.98
7,Order and Opportunity Party,48,14,8,70,4.06
8,DSA,42,16,7,65,3.77
