variable,domain,type,stat_label,question,overall,PRG_dsa,DSA_prg,DSA_lib,LIB_dsa,LIB_sd,SD_lib,SD_sty,STY_sd,STY_ctr,CTR_sty,CTR_con,CON_ctr,CON_ref,REF_con,REF_nat,NAT_ref
educ,Demographics,categorical_dist,% Post-grad,Education level,13.12,25.742,18.098,16.748,20.342,20.006,15.404,12.604,8.806,8.134,9.916,10.542,10.638,10.196,8.774,9.298,12.292
urbancity,Demographics,categorical_dist,% City,Type of area (1=City … 4=Rural),26.82,32.064,30.516,29.94,29.76,29.896,30.484,31.8,35.16,34.472,29.048,25.886,21.824,20.986,22.534,21.616,17.314
urbancity,Demographics,categorical_dist,% Suburb,Type of area (1=City … 4=Rural),39.93,44.238,46.242,45.976,43.174,42.134,41.816,39.99,34.83,34.028,36.782,38.382,40.428,39.8,35.87,35.87,39.8
urbancity,Demographics,categorical_dist,% Town,Type of area (1=City … 4=Rural),12.55,11.378,11.372,11.73,12.81,13.062,12.738,12.372,11.598,11.696,12.764,12.982,12.568,12.886,14.254,14.346,13.254
urbancity,Demographics,categorical_dist,% Rural area,Type of area (1=City … 4=Rural),20.18,11.944,11.476,11.968,13.912,14.442,14.088,14.878,17.602,19.096,20.854,22.28,24.8,25.948,26.872,27.676,29.164
urbancity,Demographics,categorical_dist,% Other,Type of area (1=City … 4=Rural),0.52,0.376,0.394,0.386,0.344,0.464,0.866,0.952,0.808,0.708,0.552,0.472,0.388,0.388,0.472,0.492,0.468
region,Demographics,categorical_dist,% Northeast,Region,16.92,23.602,19.438,18.85,21.25,21.292,19.018,17.118,13.692,12.89,13.91,14.522,15.338,15.668,15.842,15.502,14.308
region,Demographics,categorical_dist,% Midwest,Region,20.85,20.57,20.9,20.954,20.786,20.376,19.314,18.65,17.72,18.39,21.33,22.376,22.574,22.498,22.072,22.044,22.386
region,Demographics,categorical_dist,% South,Region,38.92,27.022,35.128,36.128,31.022,30.822,35.328,38.81,44.75,46.218,44.682,43.908,43.122,41.884,38.956,38.194,38.836
region,Demographics,categorical_dist,% West,Region,23.31,28.806,24.534,24.068,26.942,27.512,26.348,25.43,23.84,22.5,20.07,19.186,18.964,19.95,23.13,24.262,24.478
age,Demographics,continuous,Median,"Age (years, derived from birth year)",50.0,39.4,34.6,37.4,50.6,52.6,45.4,42.0,39.0,40.6,48.4,52.6,57.4,56.4,48.6,48.8,57.2
age,Demographics,continuous,Q25,"Age (years, derived from birth year)",34.0,28.2,25.8,27.8,36.2,37.0,31.0,28.6,27.4,28.2,31.8,35.0,41.0,41.2,35.8,36.0,42.0
age,Demographics,continuous,Q75,"Age (years, derived from birth year)",64.0,55.0,46.0,47.8,62.2,65.6,61.4,58.6,54.4,55.2,61.8,64.8,67.2,66.4,61.6,61.4,65.6
faminc_new,Demographics,ordinal,Weighted mean,Family income,6.82,7.8657,6.9569,6.8565,7.4638,7.4745,6.8992,6.4557,5.7006,5.6636,6.3076,6.5982,6.8261,6.8033,6.5073,6.6795,7.492
faminc_new,Demographics,ordinal_dist,% <$10k,Family income,6.25,5.128,8.032,7.796,4.184,3.664,5.716,8.186,13.544,13.402,7.618,5.314,4.186,4.834,7.906,7.64,3.77
faminc_new,Demographics,ordinal_dist,% $10k–20k,Family income,7.11,4.786,8.104,8.34,5.73,5.462,7.268,8.212,9.238,9.334,8.596,8.018,7.022,6.69,6.69,6.32,5.21
faminc_new,Demographics,ordinal_dist,% $20k–30k,Family income,10.25,7.038,8.262,8.5,7.99,8.706,11.364,12.482,13.178,13.058,12.002,11.37,10.53,10.23,10.17,9.674,8.246
faminc_new,Demographics,ordinal_dist,% $30k–40k,Family income,9.19,6.658,9.022,9.516,8.634,8.366,8.444,8.724,9.486,9.892,10.348,10.358,9.932,9.652,9.238,8.992,8.668
faminc_new,Demographics,ordinal_dist,% $40k–50k,Family income,7.97,6.338,6.692,7.146,8.154,8.442,8.298,8.108,7.682,7.446,7.164,7.402,8.398,8.544,7.986,7.642,7.168
faminc_new,Demographics,ordinal_dist,% $50k–60k,Family income,8.89,6.986,7.604,7.82,7.85,7.904,8.036,8.532,9.888,10.288,10.132,9.91,9.4,9.472,10.198,9.918,8.352
faminc_new,Demographics,ordinal_dist,% $60k–70k,Family income,6.76,5.908,5.632,5.834,6.716,6.974,6.866,6.6,5.91,5.854,6.376,6.758,7.382,7.58,7.55,7.362,6.828
faminc_new,Demographics,ordinal_dist,% $70k–80k,Family income,7.26,8.028,6.852,6.8,7.82,7.98,7.44,6.928,5.932,6.08,7.52,7.924,7.696,7.43,6.86,6.764,7.046
faminc_new,Demographics,ordinal_dist,% $80k–100k,Family income,9.26,9.728,8.042,7.944,9.336,9.464,8.456,7.686,6.384,6.614,8.606,9.528,10.302,10.402,9.928,10.112,11.138
faminc_new,Demographics,ordinal_dist,% $100k–120k,Family income,7.59,9.88,9.1,8.772,8.568,8.21,7.34,6.75,5.85,5.656,5.974,6.29,6.92,7.41,8.25,8.838,9.762
faminc_new,Demographics,ordinal_dist,% $120k–150k,Family income,8.01,11.342,9.068,8.59,9.43,9.204,7.686,6.638,5.012,4.908,6.222,7.034,8.156,8.264,7.466,7.992,10.368
faminc_new,Demographics,ordinal_dist,% $150k–200k,Family income,5.79,9.0,6.84,6.47,7.52,7.384,5.926,4.998,3.672,3.692,5.078,5.514,5.436,5.178,4.482,5.004,7.266
faminc_new,Demographics,ordinal_dist,% $200k–250k,Family income,2.64,4.346,3.584,3.422,3.698,3.614,3.086,2.68,1.99,1.796,1.904,2.0,2.18,2.074,1.576,1.764,2.826
faminc_new,Demographics,ordinal_dist,% $250k–350k,Family income,1.75,3.568,2.182,2.032,2.968,3.064,2.416,1.91,1.04,0.954,1.566,1.662,1.338,1.126,0.814,0.876,1.374
faminc_new,Demographics,ordinal_dist,% $350k–500k,Family income,0.8,0.854,0.716,0.71,0.83,0.944,1.166,1.114,0.736,0.552,0.378,0.398,0.632,0.69,0.63,0.762,1.218
faminc_new,Demographics,ordinal_dist,% $500k+,Family income,0.49,0.408,0.252,0.288,0.552,0.604,0.496,0.462,0.468,0.48,0.51,0.518,0.512,0.448,0.262,0.342,0.768
marstat,Demographics,categorical_dist,% Married,Marital status,46.62,40.938,31.962,32.99,45.05,46.756,39.814,36.836,34.844,36.838,44.812,49.218,54.462,54.066,47.634,49.02,59.61
marstat,Demographics,categorical_dist,% Separated,Marital status,1.8,1.146,1.344,1.32,1.05,1.158,1.752,2.078,2.462,2.362,1.678,1.484,1.586,1.89,2.7,2.64,1.65
marstat,Demographics,categorical_dist,% Divorced,Marital status,10.17,6.478,6.652,7.716,10.734,11.292,9.948,9.388,9.052,9.428,10.892,11.344,11.236,11.188,11.152,10.874,10.076
marstat,Demographics,categorical_dist,% Widowed,Marital status,5.39,2.604,2.106,2.63,4.7,5.138,4.382,4.112,4.058,4.382,5.408,6.168,7.422,7.266,5.544,5.092,5.458
marstat,Demographics,categorical_dist,% Never married,Marital status,30.45,43.262,50.588,48.068,33.182,30.404,36.956,39.776,41.684,39.672,31.728,27.154,21.376,21.384,27.186,26.68,19.36
marstat,Demographics,categorical_dist,% Domestic/civil partnership,Marital status,5.57,5.58,7.35,7.276,5.284,5.252,7.148,7.808,7.892,7.308,5.472,4.624,3.916,4.206,5.784,5.694,3.846
child18,Demographics,binary,% Supporting,Children under 18 in household,21.8211,18.9808,19.3895,19.1683,18.0963,18.7954,21.9651,24.3746,28.4335,28.3015,23.8467,21.7842,20.0516,21.3849,27.1174,26.9687,20.7904
numchildren,Demographics,continuous,Median,Number of children,1.0,0.0,0.0,0.2,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.8,1.8,1.2,1.2,1.8
numchildren,Demographics,continuous,Q25,Number of children,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
numchildren,Demographics,continuous,Q75,Number of children,2.0,1.8,1.2,1.2,1.8,2.0,2.0,2.0,2.0,2.0,2.0,2.2,2.8,2.8,2.2,2.2,2.8
ownhome,Demographics,categorical_dist,% Own,Home ownership,67.25,61.814,53.096,54.342,66.798,68.634,61.686,57.904,53.506,55.198,64.672,69.56,74.75,74.282,67.688,69.176,80.234
ownhome,Demographics,categorical_dist,% Rent,Home ownership,29.44,33.108,41.112,40.402,30.268,28.574,33.626,37.006,42.094,41.032,32.758,28.284,23.136,23.286,28.884,27.384,17.286
ownhome,Demographics,categorical_dist,% Other,Home ownership,3.31,5.078,5.792,5.256,2.934,2.792,4.688,5.09,4.4,3.772,2.578,2.164,2.116,2.432,3.428,3.44,2.48
immstat,Demographics,categorical_dist,"% Immigrant, naturalized",Immigration background,5.63,3.942,4.578,4.862,5.078,5.356,5.974,6.506,7.484,7.994,8.546,8.002,5.818,4.886,4.274,3.896,3.374
immstat,Demographics,categorical_dist,"% Immigrant, not citizen",Immigration background,2.25,2.094,3.216,3.324,2.526,2.484,3.156,3.63,4.38,4.072,2.398,1.648,1.072,1.08,1.68,1.61,0.8
immstat,Demographics,categorical_dist,"% US-born, parent immigrant",Immigration background,10.73,11.546,13.934,13.906,11.434,11.296,13.354,13.92,13.56,12.95,11.48,10.418,8.702,8.418,9.282,9.2,8.09
immstat,Demographics,categorical_dist,"% US-born, grandparent immigrant",Immigration background,17.86,19.632,14.838,15.038,20.432,20.87,16.79,14.512,11.758,11.602,13.888,15.804,19.266,19.354,16.156,16.79,21.89
immstat,Demographics,categorical_dist,% 3+ gen US-born,Immigration background,63.53,62.784,63.426,62.86,60.52,59.986,60.724,61.432,62.818,63.384,63.696,64.136,65.144,66.264,68.616,68.514,65.856
sexuality,Demographics,categorical_dist,% Heterosexual/straight,Sexual orientation,87.04,67.918,60.652,63.468,79.182,84.032,82.868,83.086,84.904,87.164,92.126,94.108,95.092,94.512,91.788,91.784,94.496
sexuality,Demographics,categorical_dist,% Lesbian/gay woman,Sexual orientation,1.21,3.22,3.37,3.146,2.324,1.984,1.786,1.654,1.456,1.186,0.574,0.374,0.386,0.42,0.51,0.44,0.14
sexuality,Demographics,categorical_dist,% Gay man,Sexual orientation,2.8,6.214,4.876,4.74,5.67,5.708,4.892,4.076,2.444,1.86,1.74,1.542,1.068,0.936,1.014,1.042,1.048
sexuality,Demographics,categorical_dist,% Bisexual,Sexual orientation,5.65,16.266,21.654,19.744,8.626,5.362,6.688,6.988,6.562,5.614,3.196,2.236,1.774,2.16,3.78,3.862,2.488
sexuality,Demographics,categorical_dist,% Other,Sexual orientation,1.52,4.474,6.586,6.102,2.538,1.31,1.19,1.316,1.814,1.798,1.252,0.958,0.622,0.644,1.046,0.974,0.356
sexuality,Demographics,categorical_dist,% Prefer not to say,Sexual orientation,1.79,1.898,2.852,2.794,1.666,1.61,2.57,2.87,2.81,2.368,1.102,0.776,1.064,1.336,1.864,1.898,1.472
employ,Employment & Labor,categorical_dist,% Full-time,Employment status,38.26,48.396,42.624,40.19,38.66,38.1,37.95,37.754,37.316,37.324,37.786,37.26,35.22,35.336,37.724,39.202,41.248
employ,Employment & Labor,categorical_dist,% Part-time,Employment status,10.8,9.848,12.002,12.12,10.32,10.1,11.24,11.932,12.868,13.042,12.628,11.958,10.362,10.254,11.526,11.122,8.638
employ,Employment & Labor,categorical_dist,% Temporarily laid off,Employment status,0.82,0.972,0.498,0.376,0.484,0.692,1.208,1.444,1.636,1.584,1.236,0.974,0.536,0.446,0.614,0.616,0.454
employ,Employment & Labor,categorical_dist,% Unemployed,Employment status,8.1,8.934,13.536,13.214,7.646,6.416,8.294,9.976,13.144,12.938,9.152,7.442,6.098,6.116,7.514,7.502,6.068
employ,Employment & Labor,categorical_dist,% Retired,Employment status,22.79,11.824,7.246,10.538,24.992,27.304,19.786,16.1,12.56,13.874,21.356,25.522,30.538,29.318,20.642,19.97,26.63
employ,Employment & Labor,categorical_dist,% Permanently disabled,Employment status,6.28,4.118,5.072,5.336,5.174,5.358,6.072,6.364,6.526,6.474,6.156,6.238,6.802,7.29,8.19,7.876,6.034
employ,Employment & Labor,categorical_dist,% Homemaker,Employment status,6.22,4.036,5.554,5.76,4.86,4.908,5.952,6.422,6.788,6.688,6.022,6.048,6.792,7.442,8.648,8.482,6.778
employ,Employment & Labor,categorical_dist,% Student,Employment status,4.58,9.316,10.774,9.916,5.884,5.13,6.9,7.238,6.482,5.648,3.902,3.018,2.112,2.042,2.738,2.778,2.202
employ,Employment & Labor,categorical_dist,% Other,Employment status,2.14,2.548,2.692,2.55,1.98,1.994,2.606,2.782,2.698,2.444,1.766,1.542,1.548,1.762,2.398,2.444,1.946
union,Employment & Labor,categorical_dist,% Current member,Labor union membership,5.75,8.844,7.566,7.318,7.852,7.706,6.734,6.006,4.794,4.592,5.198,5.14,4.36,4.196,4.484,4.766,5.324
union,Employment & Labor,categorical_dist,% Former member,Labor union membership,16.02,16.89,12.66,13.324,19.546,20.448,16.932,14.434,10.456,9.862,12.058,13.612,16.078,16.38,14.82,15.884,20.636
union,Employment & Labor,categorical_dist,% Never member,Labor union membership,78.23,74.266,79.774,79.358,72.602,71.846,76.334,79.56,84.75,85.546,82.744,81.248,79.562,79.424,80.696,79.352,74.048
unionhh,Employment & Labor,categorical_dist,% Currently member,Household union membership,6.42,8.536,6.724,6.374,7.136,7.548,8.022,7.632,5.988,5.426,5.384,5.294,5.066,5.666,7.694,7.684,5.626
unionhh,Employment & Labor,categorical_dist,% Formerly member,Household union membership,10.65,12.36,10.05,10.486,14.104,14.14,10.63,8.722,6.508,6.628,9.202,10.312,11.068,10.712,8.888,9.388,12.712
unionhh,Employment & Labor,categorical_dist,% Never member,Household union membership,75.05,71.062,71.758,71.816,71.294,71.442,72.408,72.864,73.266,74.338,77.152,78.16,78.37,77.698,75.472,75.434,77.546
unionhh,Employment & Labor,categorical_dist,% Not sure,Household union membership,7.89,8.044,11.476,11.334,7.476,6.878,8.942,10.78,14.23,13.6,8.26,6.234,5.496,5.922,7.938,7.484,4.106
hadjob,Employment & Labor,binary,% Supporting,Had a job in the past 5 years (% Yes),44.9808,57.6119,59.8158,56.8086,45.5832,42.8147,45.7344,47.9872,51.8257,50.4251,42.3848,39.8551,40.3065,41.1042,43.046,43.0355,41.062
gigwork,Employment & Labor,binary,% Supporting,Gig / freelance work (% Yes),17.4966,16.3869,22.3452,21.8706,14.4884,13.6091,18.3531,21.3717,25.6832,26.0145,22.6969,19.9776,15.1374,14.9721,19.3164,18.5265,11.8127
investor,Employment & Labor,binary,% Supporting,Owns stocks or mutual funds (% Yes),43.1723,53.72,40.3711,40.0081,52.2681,53.0943,43.3132,37.6247,30.3404,30.4324,37.9926,41.426,44.1661,43.3727,38.2524,39.9124,50.0124
milstat_1,Demographics,binary,% Supporting,Currently serving in military (% Yes),0.5149,0.2602,0.1598,0.1372,0.1698,0.2145,0.3158,0.5144,1.0088,1.1638,1.1342,0.9157,0.2897,0.2934,0.9304,1.0299,0.6911
milstat_3,Demographics,binary,% Supporting,Previously served in military (% Yes),9.4919,4.0393,3.2946,4.0341,6.997,7.7182,6.9186,6.4289,5.7594,6.1788,8.1065,9.712,12.6009,12.752,10.3167,11.22,16.3654
presvote20post,Voting History,categorical_dist,% Biden,2020 Presidential vote,40.12,85.03,74.14,73.488,82.422,80.674,66.496,56.992,42.658,36.944,34.136,28.932,16.128,11.438,10.172,8.14,3.31
presvote20post,Voting History,categorical_dist,% Trump,2020 Presidential vote,35.84,0.404,0.416,0.896,2.324,3.586,5.944,8.65,14.41,21.438,36.762,47.372,63.878,67.148,60.452,64.45,83.14
presvote20post,Voting History,categorical_dist,% Jorgensen,2020 Presidential vote,0.89,0.196,0.274,0.32,0.38,0.55,1.0,1.15,1.15,1.134,1.086,1.096,1.174,1.166,1.064,0.968,0.782
presvote20post,Voting History,categorical_dist,% Hawkins,2020 Presidential vote,0.26,1.222,0.838,0.612,0.318,0.26,0.38,0.368,0.212,0.13,0.04,0.026,0.074,0.098,0.122,0.108,0.042
presvote20post,Voting History,categorical_dist,% Other,2020 Presidential vote,0.48,0.782,0.608,0.494,0.326,0.29,0.35,0.384,0.426,0.504,0.696,0.692,0.488,0.446,0.524,0.52,0.43
presvote20post,Voting History,categorical_dist,% Did not vote,2020 Presidential vote,22.42,12.366,23.724,24.19,14.23,14.64,25.83,32.454,41.136,39.842,27.278,21.88,18.25,19.696,27.664,25.816,12.304
presvote16post,Voting History,categorical_dist,% Clinton,2016 Presidential vote,29.16,63.154,49.186,49.096,62.794,62.82,49.2,41.014,30.076,25.932,24.438,20.766,11.244,7.66,6.43,5.212,2.788
presvote16post,Voting History,categorical_dist,% Trump,2016 Presidential vote,31.95,0.71,1.28,2.096,3.974,5.088,6.552,8.314,12.136,18.398,33.362,43.016,57.014,58.882,50.488,53.604,71.346
presvote16post,Voting History,categorical_dist,% Johnson,2016 Presidential vote,2.55,2.44,2.41,2.478,2.712,2.828,2.942,2.764,2.116,2.052,2.508,2.588,2.372,2.492,3.068,3.126,2.724
presvote16post,Voting History,categorical_dist,% Stein,2016 Presidential vote,1.2,3.118,3.382,3.11,2.03,1.576,1.294,1.308,1.632,1.566,1.044,0.764,0.446,0.388,0.532,0.532,0.388
presvote16post,Voting History,categorical_dist,% McMullin,2016 Presidential vote,0.47,0.182,0.338,0.422,0.518,0.534,0.486,0.442,0.358,0.35,0.41,0.454,0.526,0.526,0.454,0.466,0.574
presvote16post,Voting History,categorical_dist,% Other,2016 Presidential vote,1.19,1.008,0.972,1.004,1.136,1.204,1.276,1.292,1.268,1.268,1.292,1.26,1.14,1.126,1.204,1.248,1.302
presvote16post,Voting History,categorical_dist,% Did not vote,2016 Presidential vote,33.49,29.38,42.43,41.796,26.844,25.958,38.252,44.866,52.414,50.434,36.946,31.152,27.258,28.926,37.824,35.812,20.878
gunown,Demographics,categorical_dist,% Personally owns,Personal gun ownership,27.39,11.062,10.108,11.234,15.566,17.242,17.938,18.302,18.698,20.858,26.942,31.012,37.138,38.808,37.692,40.838,51.392
gunown,Demographics,categorical_dist,"% HH owns, not me",Personal gun ownership,12.64,9.9,14.79,15.462,12.588,11.956,12.934,13.452,14.028,13.978,13.252,12.964,12.826,13.292,14.828,13.968,9.852
gunown,Demographics,categorical_dist,% No one in HH,Personal gun ownership,59.96,79.04,75.11,73.312,71.848,70.802,69.128,68.248,67.282,65.174,59.816,56.034,50.046,47.91,47.49,45.202,38.758
