,pew_churatd,CC24_302,CC24_303,CC24_341a,CC24_341c,CC24_341d,CC24_323a,CC24_323b,CC24_323d,CC24_321b,CC24_321d,CC24_321e,CC24_325,CC24_324b,CC24_340b,CC24_340c,CC24_340e,CC24_340f,CC24_440b,CC24_440c,CC24_421_1,CC24_421_2,CC24_423,CC24_424,CC24_330a,CC24_301,CC24_312a,CC24_312i
CC24_321e,0.26510262482079183,0.1545035868968424,0.24709958817449923,0.4016516245764781,0.49561818248612194,0.2912557031237802,0.5060667387882581,0.6021058968425475,0.49597213930344886,0.35945281592731887,0.7782872028559464,1.0,0.4591392208178358,0.38149915558878156,0.42302302476446063,0.4557608779002145,0.17233799645491296,0.5914857159716119,0.4458489833144726,0.32860552230472634,-0.06466252312688688,-0.0065838184399711445,-0.013411661373197806,-0.043815429861608066,0.588739853343497,0.3347970414652059,0.392958957092555,0.4585065266124922
CC24_325,0.4299531493335348,0.23682791006890566,0.35993919242367267,0.4870876871348565,0.4441708483842225,0.35208085954970453,0.4447157698311843,0.45915103639617827,0.4722504315367913,0.420530975239933,0.46035135426893664,0.4591392208178358,1.0,0.4279910857639414,0.4955106776855911,0.6351727522936366,0.05460983322260041,0.5316259497894087,0.4169469394508668,0.40855478751326796,0.15001085433279768,0.17083989093484456,0.09151571590230338,0.04969574108825968,0.6145702499551322,0.49719861078350647,0.5443350019103153,0.5663920374654183
CC24_324b,0.2776927236780645,0.19629375316355638,0.26901986424357366,0.4545443963095219,0.30159158312895207,0.189567831532487,0.3437616280529981,0.42130201752939933,0.3654813873982984,0.3953635920914658,0.44348064383209446,0.38149915558878156,0.4279910857639414,1.0,0.4095187328781309,0.4370267909856914,0.12430968818468478,0.4735356487158806,0.38736740219578314,0.3585180671793966,0.08517006465490425,0.13895637852915332,-0.00021722685768152755,-0.004417804414478432,0.4662659147048125,0.38841907012411075,0.4344989326295679,0.4607447569642492
CC24_340b,0.31868305450158557,0.1624885336921898,0.25694690029526096,0.40181143784545803,0.46242901730693897,0.327594784403922,0.42802989495387395,0.36200347332995075,0.4232621229744635,0.38660885425045827,0.3913395066730576,0.42302302476446063,0.4955106776855911,0.4095187328781309,1.0,0.500716089458847,-0.0320054148078128,0.4350176153816275,0.41204843263993135,0.36767817090546184,0.11102149260852553,0.1346244336709329,0.06865748483137052,0.04925998008997639,0.4852914277318048,0.37061489110754636,0.4577346601462137,0.4859762225807736
CC24_340c,0.4448642589789144,0.2546756947154489,0.3678652358376939,0.47322071111332886,0.4696458521763413,0.36308113375863504,0.5303795554438954,0.4724797776537721,0.5775754025921581,0.4943672260085396,0.48956369753808815,0.4557608779002145,0.6351727522936366,0.4370267909856914,0.500716089458847,1.0,-0.04455718172923315,0.5599712252914887,0.4568208981335706,0.46236913843872607,0.16678002464007055,0.1875962870144675,0.11152181804983896,0.04948108479489205,0.6580558169791131,0.5153719784249221,0.6028414439772682,0.6244224146413545
CC24_340e,0.06808168350100105,-0.053569820801061624,-0.0448808886449808,0.10577392580144435,-0.18967498674005934,-0.08410675147016365,-0.11956703747522252,0.1482691819752357,-0.11030327580731107,-0.12924585512104692,0.20552195915213034,0.17233799645491296,0.05460983322260041,0.12430968818468478,-0.0320054148078128,-0.04455718172923315,1.0,0.1348961596080881,-0.015382461700545453,0.03139720297882128,-0.10533019531042496,-0.05127969501668328,-0.250000120859604,-0.1589593267570978,0.025901765287482857,-0.055791369239124894,-0.11453428819697475,-0.0987755642618232
CC24_340f,0.26025489800707696,0.2793079642624178,0.3876944982689126,0.5444971895407157,0.5202681255013828,0.34423016135228707,0.6791256394788319,0.7034776046998386,0.6959407300705447,0.556367534446418,0.6132061674239234,0.5914857159716119,0.5316259497894087,0.4735356487158806,0.4350176153816275,0.5599712252914887,0.1348961596080881,1.0,0.5478215475322425,0.4530429172745216,0.0702175833891844,0.10726236654844729,0.10395767923880089,0.046377986548766376,0.6778044718643804,0.5258862096118089,0.6153599423143538,0.6511064755022233
CC24_440b,0.23711106837064294,0.18657376549037885,0.23554246855374628,0.47143353891959944,0.5319226308281771,0.3387985050023888,0.5169905603533933,0.4250458876078121,0.5200217315320219,0.540177670762916,0.4780192466397766,0.4458489833144726,0.4169469394508668,0.38736740219578314,0.41204843263993135,0.4568208981335706,-0.015382461700545453,0.5478215475322425,1.0,0.4927338467078515,0.040604349422242635,0.08745702720159731,0.05065539810378104,0.0035291341344687597,0.5577791852267138,0.4161042962736703,0.5494583438623912,0.5960636136544136
CC24_440c,0.22295448615520944,0.18102243909718557,0.24375709139438845,0.42108777439275535,0.38913429965298385,0.29103013327077887,0.4014632135220356,0.36102144719138624,0.45010636932862075,0.4522328352907989,0.37594678622859495,0.32860552230472634,0.40855478751326796,0.3585180671793966,0.36767817090546184,0.46236913843872607,0.03139720297882128,0.4530429172745216,0.4927338467078515,1.0,0.1435982102874307,0.19006830248674383,0.04885578555682174,0.06164545071773335,0.47577502180249415,0.4000372840138467,0.46384420193113124,0.49555738211376416
CC24_421_1,-0.0038029853278673063,0.22206084933661216,0.2463285534406274,0.16728936317416895,0.1466458101440356,0.18817297421986967,0.18148813421556034,-0.08005442661486989,0.2302954704157308,0.17318549341323353,0.00023195502067826154,-0.06466252312688688,0.15001085433279768,0.08517006465490425,0.11102149260852553,0.16678002464007055,-0.10533019531042496,0.0702175833891844,0.040604349422242635,0.1435982102874307,1.0,0.735789293119803,0.4702872524042041,0.35781381964561526,0.125085387104583,0.34967202823087157,0.2997911779448457,0.2611462807401328
CC24_421_2,0.013502348908597264,0.21716239072428054,0.21179389773757148,0.18974634315259842,0.14143382048873596,0.18675416268037043,0.16920561241494092,-0.02611935551809065,0.21705207409332894,0.17280721598895168,0.06465605632652317,-0.0065838184399711445,0.17083989093484456,0.13895637852915332,0.1346244336709329,0.1875962870144675,-0.05127969501668328,0.10726236654844729,0.08745702720159731,0.19006830248674383,0.735789293119803,1.0,0.33680777299589315,0.5273724684486247,0.1336496612340701,0.3254807871666448,0.24977866387198505,0.22254819272676749
CC24_423,-0.06219361676253128,0.22618731604882525,0.2519720818739512,0.0730389768182133,0.21320802840230887,0.13905371700469735,0.25225702224983687,-0.0380127894009202,0.2577347589302774,0.20508583277947195,-0.013447060312682859,-0.013411661373197806,0.09151571590230338,-0.00021722685768152755,0.06865748483137052,0.11152181804983896,-0.250000120859604,0.10395767923880089,0.05065539810378104,0.04885578555682174,0.4702872524042041,0.33680777299589315,1.0,0.5782346249081445,0.13323018006546508,0.3331664321518822,0.3495475271761601,0.3267932462866609
CC24_424,-0.0739948698108857,0.16537607038801594,0.17705793586169402,0.030062956988102036,0.1171948372657444,0.11635072486823524,0.1573996381441078,-0.03763914005266958,0.17090557890089147,0.11644740491653,-0.037518729710781976,-0.043815429861608066,0.04969574108825968,-0.004417804414478432,0.04925998008997639,0.04948108479489205,-0.1589593267570978,0.046377986548766376,0.0035291341344687597,0.06164545071773335,0.35781381964561526,0.5273724684486247,0.5782346249081445,1.0,0.0614224240937901,0.24170565756473744,0.22634776920613306,0.21169484358959856
CC24_330a,0.37030559478648295,0.2710498474097946,0.42032057378971166,0.5543018645546824,0.5916309977696176,0.404811810310503,0.6173447004460468,0.5801185518517165,0.6131490405719392,0.5943498653408401,0.5790244032416485,0.588739853343497,0.6145702499551322,0.4662659147048125,0.4852914277318048,0.6580558169791131,0.025901765287482857,0.6778044718643804,0.5577791852267138,0.47577502180249415,0.125085387104583,0.1336496612340701,0.13323018006546508,0.0614224240937901,1.0,0.5850169485682466,0.7034171838957755,0.7437712091615911
CC24_301,0.19284162758351747,0.5174772862088004,0.6370827829333121,0.5309341549678339,0.49597302380542885,0.3952924381016018,0.5537457307899513,0.281692785322839,0.581727910534655,0.5112973302244381,0.40355205914142833,0.3347970414652059,0.49719861078350647,0.38841907012411075,0.37061489110754636,0.5153719784249221,-0.055791369239124894,0.5258862096118089,0.4161042962736703,0.4000372840138467,0.34967202823087157,0.3254807871666448,0.3331664321518822,0.24170565756473744,0.5850169485682466,1.0,0.8001475776312008,0.7809108071577713
CC24_312a,0.21999981182923015,0.40822585850930637,0.5373252871440546,0.5643952382267974,0.6372691999137292,0.4888788464568842,0.6806499153605094,0.3742572310204323,0.7125372303891052,0.6222653201764785,0.45053768642015846,0.392958957092555,0.5443350019103153,0.4344989326295679,0.4577346601462137,0.6028414439772682,-0.11453428819697475,0.6153599423143538,0.5494583438623912,0.46384420193113124,0.2997911779448457,0.24977866387198505,0.3495475271761601,0.22634776920613306,0.7034171838957755,0.8001475776312008,1.0,0.9624506495947427
CC24_312i,0.25377425583249585,0.40097612556670637,0.5397404437527542,0.5698400139384534,0.6626178968663747,0.48433413232865824,0.7113853457747585,0.42088257115554517,0.7262470751390062,0.6481464569896351,0.48855494847486797,0.4585065266124922,0.5663920374654183,0.4607447569642492,0.4859762225807736,0.6244224146413545,-0.0987755642618232,0.6511064755022233,0.5960636136544136,0.49555738211376416,0.2611462807401328,0.22254819272676749,0.3267932462866609,0.21169484358959856,0.7437712091615911,0.7809108071577713,0.9624506495947427,1.0
