party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,79,62,20,161,22.36
1,Labor,72,45,9,126,17.5
4,Liberal,57,25,9,91,12.64
2,Solidarity,41,30,3,74,10.28
6,Civic Union Party,35,27,6,68,9.44
3,Nationalist,26,36,5,67,9.31
5,Populist,29,25,10,64,8.89
9,Progressive,20,8,2,30,4.17
8,DSA,16,5,1,22,3.06
7,Order and Opportunity Party,9,7,1,17,2.36
