party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,155,94,54,303,21.64
1,Labor,136,67,32,235,16.79
4,Liberal,111,44,18,173,12.36
2,Solidarity,79,48,11,138,9.86
5,Populist,69,46,23,138,9.86
3,Nationalist,71,50,16,137,9.79
6,Civic Union Party,57,41,19,117,8.36
9,Progressive,44,14,11,69,4.93
7,Order and Opportunity Party,29,13,6,48,3.43
8,DSA,29,9,4,42,3.0
