party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,155,94,54,303,21.64
1,Labor,136,67,32,235,16.79
4,Liberal,110,43,18,171,12.21
3,Nationalist,73,50,16,139,9.93
2,Solidarity,79,48,11,138,9.86
5,Populist,68,46,23,137,9.79
6,Civic Union Party,57,40,19,116,8.29
9,Progressive,43,16,11,70,5.0
7,Order and Opportunity Party,29,12,6,47,3.36
8,DSA,30,10,4,44,3.14
