party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,104,71,27,202,23.14
1,Labor,82,46,19,147,16.84
4,Liberal,73,31,8,112,12.83
3,Nationalist,48,42,14,104,11.91
5,Populist,36,30,10,76,8.71
6,Civic Union Party,40,24,8,72,8.25
2,Solidarity,36,22,5,63,7.22
9,Progressive,29,9,4,42,4.81
8,DSA,19,10,3,32,3.67
7,Order and Opportunity Party,14,5,4,23,2.63
