party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,108,74,28,210,24.05
1,Labor,86,48,19,153,17.53
4,Liberal,73,32,7,112,12.83
5,Populist,42,32,12,86,9.85
3,Nationalist,36,34,14,84,9.62
2,Solidarity,43,25,5,73,8.36
6,Civic Union Party,39,26,7,72,8.25
9,Progressive,21,6,3,30,3.44
8,DSA,17,8,3,28,3.21
7,Order and Opportunity Party,16,5,4,25,2.86
