party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,106,73,28,207,23.71
1,Labor,86,48,18,152,17.41
4,Liberal,71,32,7,110,12.6
3,Nationalist,36,35,14,85,9.74
5,Populist,40,30,12,82,9.39
2,Solidarity,45,29,5,79,9.05
6,Civic Union Party,41,23,8,72,8.25
9,Progressive,22,7,3,32,3.67
8,DSA,19,7,3,29,3.32
7,Order and Opportunity Party,15,6,4,25,2.86
