party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,154,95,54,303,21.64
1,Labor,135,66,30,231,16.5
4,Liberal,107,44,18,169,12.07
2,Solidarity,82,51,11,144,10.29
3,Nationalist,73,49,17,139,9.93
5,Populist,69,44,24,137,9.79
6,Civic Union Party,55,40,19,114,8.14
9,Progressive,46,15,11,72,5.14
8,DSA,33,11,5,49,3.5
7,Order and Opportunity Party,26,11,5,42,3.0
