variable,domain,type,stat_label,question,overall,CON,SD,STY,REF,CTR,LIB,CON/CTR,CON/SD,CON/STY,SD/STY,SD/CON,SD/CTR,SD/LIB,STY/REF,STY/SD,STY/CON,REF/STY,CON/REF,CON/NAT,LIB/CTR,REF/SD,CTR/LIB,PRG/DSA,cond_chamber,irv_chamber,cond_pure_chamber,irv_pure_chamber,cond_bloc1,cond_bloc2,cond_bloc3,cond_bloc4,irv_bloc1,irv_bloc2,irv_bloc3,irv_bloc4
CC24_440b,Racial & Gender,likert5_dist,% Strongly Disagree,"Racial problems in the U.S. are rare, isolated situations",28.78,10.48,37.83,28.32,12.62,15.86,51.26,12.5077,22.6644,17.9728,34.6765,24.7239,26.845,44.545,21.255,33.075,21.0466,18.4117,11.1434,6.119,37.1,23.9645,33.56,77.515,22.5081,23.5964,22.2386,26.7342,,16.9618,32.0238,37.1183,7.9914,17.9728,16.5798,39.8994
CC24_440c,Racial & Gender,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",Women seek to gain power by getting control over men,3.5378,3.0973,3.918,3.326,2.8228,3.2341,4.4205,3.1489,3.4629,3.1934,3.7217,3.5247,3.5761,4.1692,3.0996,3.622,3.2328,3.0084,3.0122,2.8595,3.9459,3.3156,3.8273,4.8008,3.4313,3.4641,3.4299,3.599,,3.2664,3.5566,3.9029,2.9515,3.1934,3.2742,3.9958
CC24_440c,Racial & Gender,likert5_dist,% Strongly Agree,Women seek to gain power by getting control over men,7.14,8.44,2.19,7.74,14.85,9.59,0.76,8.8734,5.6556,8.146,4.0304,5.185,5.89,1.475,10.9395,4.965,8.0254,12.2271,10.4271,13.4576,4.292,9.153,5.175,0.021,6.6418,6.715,6.8973,5.1782,,7.652,5.5785,2.6875,11.5325,8.146,7.6439,2.3487
CC24_440c,Racial & Gender,likert5_dist,% Agree,Women seek to gain power by getting control over men,15.54,22.43,8.93,16.76,26.22,19.62,2.69,21.3709,16.4157,20.0486,11.5264,15.3992,14.275,5.81,21.017,12.845,19.0717,22.7302,23.6049,26.2569,9.462,18.4395,11.155,0.136,16.6818,16.4118,16.6929,14.4568,,19.411,13.7105,9.3008,24.7603,20.0486,19.3803,8.0873
CC24_440c,Racial & Gender,likert5_dist,% Neither,Women seek to gain power by getting control over men,26.67,34.84,25.2,34.32,33.23,29.78,13.23,32.9329,30.5454,34.6216,28.2242,29.8195,27.49,19.215,33.8295,29.76,34.532,33.6321,34.3409,33.1691,19.85,29.6165,21.505,3.95,29.9687,28.9142,29.4771,27.7,,32.3229,30.7681,24.5842,33.8237,34.6216,31.8951,22.6233
CC24_440c,Racial & Gender,likert5_dist,% Disagree,Women seek to gain power by getting control over men,17.71,19.53,22.25,17.54,13.17,19.83,20.37,19.6431,20.7418,18.6942,20.6882,20.9466,21.04,21.31,15.5735,19.895,18.3513,14.7821,17.5584,15.1102,20.154,17.256,20.1,11.54,20.3242,19.6657,20.392,20.6132,,19.8756,19.3744,21.8917,16.7875,18.6942,20.0776,21.5177
CC24_440c,Racial & Gender,likert5_dist,% Strongly Disagree,Women seek to gain power by getting control over men,32.94,14.76,41.43,23.64,12.52,21.18,62.94,17.1797,26.6415,18.4896,35.5308,28.6497,31.305,52.185,18.636,32.535,20.0196,16.6222,14.0656,12.0062,46.236,25.5295,42.06,84.353,26.3834,28.2921,26.5406,32.0502,,20.7384,30.5686,41.535,13.0958,18.4896,21.003,45.4203
CC24_440d,Racial & Gender,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",Women are too easily offended,3.2044,2.5764,3.7287,3.1194,2.4685,2.8954,4.1691,2.6966,3.0897,2.8045,3.5267,3.1765,3.3121,3.9489,2.8265,3.4241,2.898,2.7086,2.543,2.3342,3.6596,3.0356,3.5322,4.6632,3.0918,3.108,3.0992,3.2485,,2.8535,3.3567,3.696,2.4323,2.8045,2.8566,3.7827
CC24_440d,Racial & Gender,likert5_dist,% Strongly Agree,Women are too easily offended,12.16,17.09,3.43,10.4,22.69,14.7,1.56,16.1892,11.0045,14.2802,5.7413,9.9759,9.065,2.495,15.9305,6.915,13.1275,18.1562,18.826,25.1309,6.816,14.023,8.13,0.14,11.4247,12.0776,11.5214,9.7696,,14.0601,7.6854,4.2133,21.9252,14.2802,14.1181,3.7092
CC24_440d,Racial & Gender,likert5_dist,% Agree,Women are too easily offended,22.7,34.93,14.04,22.34,32.76,28.29,7.62,32.4274,25.6235,29.6422,16.7923,24.0505,21.165,10.83,27.029,18.19,27.4729,28.9161,34.2573,35.3024,15.888,24.336,17.955,1.592,25.1776,24.5762,25.0225,22.9266,,29.5528,19.1074,14.6925,35.0912,29.6422,29.6351,13.3424
CC24_440d,Racial & Gender,likert5_dist,% Neither,Women are too easily offended,23.45,27.89,23.74,31.05,27.48,25.0,15.79,26.8008,26.0412,29.2172,26.164,25.7287,24.37,19.765,29.4435,27.395,29.7617,28.797,27.7629,25.3959,19.474,25.797,20.395,6.9,25.7765,24.8817,25.3661,24.3118,,26.8944,28.203,23.1825,26.4245,29.2172,26.4434,21.9744
CC24_440d,Racial & Gender,likert5_dist,% Disagree,Women are too easily offended,15.93,13.42,23.82,17.34,9.15,16.79,22.43,14.6902,18.0532,15.0664,21.6712,18.8363,20.305,23.125,13.6545,20.58,15.7418,12.1713,12.0963,9.353,20.174,15.7515,19.61,14.549,18.0316,17.4035,18.1969,18.6672,,15.9518,19.8637,23.1183,10.9373,15.0664,16.0722,22.9333
CC24_440d,Racial & Gender,likert5_dist,% Strongly Disagree,Women are too easily offended,25.76,6.67,34.97,18.87,7.92,15.22,52.61,9.8925,19.2776,11.794,29.6312,21.4086,25.095,43.79,13.9425,26.92,13.8961,11.9595,7.0575,4.8178,37.654,20.0925,33.915,76.816,19.5899,21.062,19.8933,24.3264,,13.5409,25.1404,34.7942,5.6218,11.794,13.7312,38.0433
CC24_441a,Racial & Gender,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",Minorities should work their way up without special favors,2.7418,1.8511,3.4333,2.8818,1.9589,2.2248,3.8451,1.9919,2.556,2.284,3.2504,2.6751,2.8291,3.6392,2.4665,3.1576,2.4616,2.2994,1.8845,1.6738,3.197,2.6224,3.035,4.59,2.5571,2.593,2.5498,2.738,,2.2382,3.0966,3.3669,1.7505,2.284,2.2196,3.4628
CC24_441a,Racial & Gender,likert5_dist,% Strongly Agree,Minorities should work their way up without special favors,27.84,45.52,7.78,18.16,45.72,35.88,5.13,41.8867,28.7068,34.0288,11.222,25.865,21.83,6.455,30.562,12.97,29.3147,35.5531,45.582,55.3788,17.43,28.647,20.505,0.633,28.4215,29.1527,28.5857,25.4548,,35.9572,14.1173,9.9008,51.2761,34.0288,36.5461,8.7961
CC24_441a,Racial & Gender,likert5_dist,% Agree,Minorities should work their way up without special favors,20.7,31.17,15.63,20.46,25.41,27.98,10.36,29.9677,24.2469,26.6718,17.2316,23.0768,21.805,12.995,22.6875,18.045,24.8265,23.5839,29.3844,26.6473,17.408,21.009,19.17,1.971,24.3051,22.8306,24.4578,22.3016,,27.4225,18.5789,16.22,28.383,26.6718,27.6707,15.0349
CC24_441a,Racial & Gender,likert5_dist,% Neither,Minorities should work their way up without special favors,19.78,17.97,26.83,32.69,20.85,20.83,16.62,19.0479,21.9171,24.1524,28.7732,22.5843,23.83,21.725,27.362,29.76,26.6887,25.2178,18.8628,14.5302,18.304,23.541,18.725,6.081,22.527,21.0922,22.3043,20.9952,,20.8895,30.4077,25.4792,16.0378,24.1524,20.2267,24.0836
CC24_441a,Racial & Gender,likert5_dist,% Disagree,Minorities should work their way up without special favors,12.79,3.38,24.99,12.42,3.29,8.38,30.65,5.2645,13.0073,7.1768,20.8218,14.6345,16.685,27.82,8.3115,18.705,8.7344,6.6581,3.3521,2.1256,21.742,13.055,19.515,20.4,12.6329,13.4162,12.6839,15.4906,,8.3085,17.3156,24.0775,2.6459,7.1768,8.3878,25.2568
CC24_441a,Racial & Gender,likert5_dist,% Strongly Disagree,Minorities should work their way up without special favors,18.89,1.96,24.77,16.27,4.73,6.93,37.24,3.8332,12.1219,7.9702,21.9514,13.8394,15.85,31.005,11.077,20.52,10.4358,8.9871,2.8187,1.3181,25.116,13.748,22.085,70.922,12.1137,13.5084,11.9682,15.7578,,7.4223,19.5805,24.3225,1.6571,7.9702,7.1686,26.8287
CC24_441b,Racial & Gender,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",Slavery/discrimination makes it hard for Blacks to rise,2.9061,3.8116,2.176,2.5874,3.7137,3.1982,1.829,3.5804,3.0829,3.2974,2.3124,2.9598,2.6871,2.0025,3.0942,2.3817,3.0865,3.2982,3.7813,4.1338,2.3767,3.0217,2.5136,1.2805,3.0076,3.0367,2.9911,2.8892,,3.3562,2.4272,2.2323,3.997,3.2974,3.3735,2.1499
CC24_441b,Racial & Gender,likert5_dist,% Strongly Agree,Slavery/discrimination makes it hard for Blacks to rise,24.54,4.68,33.08,24.54,7.47,14.11,47.43,8.2342,17.3322,13.0212,30.2481,19.4707,23.595,40.255,16.8585,28.81,16.4431,13.7671,5.5449,2.7886,34.102,18.9945,30.77,76.916,18.3641,19.2862,18.5329,21.9304,,12.2536,27.866,32.695,3.6488,13.0212,11.9797,35.5615
CC24_441b,Racial & Gender,likert5_dist,% Agree,Slavery/discrimination makes it hard for Blacks to rise,21.68,12.69,36.06,25.76,12.38,22.93,35.24,16.5495,23.1013,18.1794,32.6445,24.8611,29.495,35.65,19.739,30.91,20.4314,17.3159,12.5939,8.1477,30.316,23.036,29.085,19.984,24.1617,23.1606,24.7347,25.063,,19.1884,29.7715,34.8975,10.0323,18.1794,19.32,34.9078
CC24_441b,Racial & Gender,likert5_dist,% Neither,Slavery/discrimination makes it hard for Blacks to rise,15.46,17.7,16.43,26.75,21.33,17.3,7.86,17.5492,17.1342,21.501,19.8521,17.0386,16.865,12.145,24.311,21.59,23.0603,23.3294,18.8253,13.5056,11.636,19.125,12.58,1.806,17.6446,16.1559,17.3237,15.6618,,18.0334,22.7307,15.7883,15.347,21.501,17.379,14.5701
CC24_441b,Racial & Gender,likert5_dist,% Disagree,Slavery/discrimination makes it hard for Blacks to rise,15.3,26.66,9.04,12.3,18.95,20.33,5.93,24.2742,18.8103,20.6288,10.121,17.4835,14.685,7.485,15.2925,10.67,18.1546,16.4968,24.2699,24.0189,11.69,14.4905,13.13,0.699,18.0062,17.3956,17.9016,16.846,,21.7302,11.0303,9.7217,24.9202,20.6288,22.0106,8.9003
CC24_441b,Racial & Gender,likert5_dist,% Strongly Disagree,Slavery/discrimination makes it hard for Blacks to rise,23.02,38.27,5.39,10.65,39.87,25.32,3.54,33.3891,23.622,26.6696,7.1342,21.1461,15.355,4.465,23.799,8.02,21.9107,29.0907,38.766,51.5441,12.252,24.354,14.43,0.588,21.8205,24.0012,21.5029,20.498,,28.7924,8.6014,6.8967,46.0546,26.6696,29.3081,6.0598
CC24_441e,Racial & Gender,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",I resent when Whites deny racial discrimination exists,2.1841,2.7095,1.833,2.1083,2.9195,2.2492,1.5169,2.536,2.319,2.457,1.9243,2.253,2.0411,1.6749,2.4733,1.9707,2.3534,2.6202,2.7746,3.3623,1.8098,2.4306,1.883,1.2522,2.2426,2.3409,2.2152,2.1838,,2.4434,2.0011,1.8413,3.0957,2.457,2.4417,1.7807
CC24_441e,Racial & Gender,likert5_dist,% Strongly Agree,I resent when Whites deny racial discrimination exists,41.59,22.35,48.78,39.0,19.79,37.89,66.82,28.207,34.1246,29.343,45.537,36.1147,43.335,57.8,30.3555,43.89,32.2118,26.8766,21.5564,12.2511,55.248,32.8355,52.355,81.638,36.9679,35.8857,38.0473,39.6946,,30.6008,42.809,49.3758,16.3928,29.343,30.8429,52.5741
CC24_441e,Racial & Gender,likert5_dist,% Agree,I resent when Whites deny racial discrimination exists,21.07,18.86,26.1,23.88,18.51,24.76,20.3,21.0837,22.0854,20.9684,25.3638,22.6306,25.43,23.2,21.4635,24.99,21.8333,20.491,18.7515,12.5929,22.084,21.9255,22.53,13.374,23.1441,21.2271,23.6439,22.024,,21.473,24.7446,25.505,15.1951,20.9684,21.5993,24.4891
CC24_441e,Racial & Gender,likert5_dist,% Neither,I resent when Whites deny racial discrimination exists,23.23,36.35,20.14,28.11,31.05,22.04,9.82,30.9566,29.1284,32.8892,22.7829,27.9078,21.09,14.98,29.433,24.125,31.4694,29.9654,34.707,32.3516,14.708,26.1405,15.93,3.745,26.1854,26.0545,24.8467,25.449,,30.4855,25.006,19.4383,33.8807,32.8892,29.9403,17.8191
CC24_441e,Racial & Gender,likert5_dist,% Disagree,I resent when Whites deny racial discrimination exists,5.57,10.35,2.98,5.32,11.27,5.18,0.47,8.4014,7.0667,8.2374,3.7559,6.5117,4.08,1.725,7.9975,4.15,7.3707,9.075,10.6352,12.2757,2.354,7.5395,2.825,0.628,6.0601,6.5664,5.6625,5.8498,,7.8593,4.4086,2.9542,11.4971,8.2374,7.7715,2.5136
CC24_441e,Racial & Gender,likert5_dist,% Strongly Disagree,I resent when Whites deny racial discrimination exists,8.54,12.08,2.0,3.69,19.38,10.13,2.58,11.345,7.5894,8.5562,2.5604,6.8303,6.065,2.29,10.7505,2.845,7.1106,13.592,14.343,30.5236,5.6,11.559,6.355,0.619,7.6391,10.2617,7.7971,6.9768,,9.5755,3.0318,2.7258,23.0273,8.5562,9.8401,2.6017
CC24_441f,Racial & Gender,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",Whites get away with offenses that African Americans wouldn't,2.2467,2.9596,1.8294,2.0119,2.9934,2.4389,1.5717,2.7633,2.4561,2.5616,1.8899,2.371,2.1341,1.7006,2.4536,1.9206,2.3983,2.6313,2.9701,3.6141,1.9186,2.4696,2.0053,1.2597,2.3689,2.4701,2.3484,2.3116,,2.6191,1.9408,1.8587,3.3423,2.5616,2.6325,1.7991
CC24_441f,Racial & Gender,likert5_dist,% Strongly Agree,Whites get away with offenses that African Americans wouldn't,41.13,22.66,47.07,41.58,22.87,33.89,64.85,26.8926,33.5347,30.6064,45.2495,35.3727,40.48,55.96,33.1605,44.325,33.8663,29.7721,22.7251,12.223,52.466,33.76,49.37,78.444,35.5517,34.9058,36.0327,38.6082,,29.9064,43.7182,47.4533,16.5772,30.6064,29.7193,50.8023
CC24_441f,Racial & Gender,likert5_dist,% Agree,Whites get away with offenses that African Americans wouldn't,23.28,16.64,31.63,27.66,16.5,26.39,22.05,20.3148,23.318,21.2684,30.3135,24.4468,29.01,26.84,22.638,29.645,23.1671,20.6169,16.5966,12.5044,23.786,23.3085,24.22,18.068,24.905,22.82,25.6018,23.3822,,21.609,29.2062,30.395,14.224,21.2684,21.6921,28.8095
CC24_441f,Racial & Gender,likert5_dist,% Neither,Whites get away with offenses that African Americans wouldn't,17.45,25.87,15.35,22.55,25.5,16.06,7.51,22.1726,21.1833,24.4756,17.7375,20.3912,15.705,11.43,23.8775,18.95,23.9036,24.4117,25.7553,19.6666,10.93,20.9325,11.785,2.961,19.247,18.5945,18.2463,18.5708,,22.0978,19.7458,14.7558,22.2418,24.4756,21.5788,13.5819
CC24_441f,Racial & Gender,likert5_dist,% Disagree,Whites get away with offenses that African Americans wouldn't,6.08,11.74,3.21,4.42,8.7,9.29,2.25,10.8166,7.9399,8.6656,3.6112,7.2976,6.25,2.73,6.346,3.815,7.4044,7.1211,10.7976,12.8425,5.066,6.2295,5.77,0.147,7.7097,7.7266,7.7492,7.1254,,9.4491,3.9487,3.6367,12.3046,8.6656,9.6436,3.3023
CC24_441f,Racial & Gender,likert5_dist,% Strongly Disagree,Whites get away with offenses that African Americans wouldn't,12.06,23.09,2.75,3.79,26.44,14.38,3.34,19.8072,14.0285,14.984,3.0949,12.4969,8.565,3.045,13.9825,3.27,11.6586,18.0844,24.1285,42.7586,7.756,15.7795,8.86,0.384,12.5926,15.9567,12.3771,12.3176,,16.9412,3.385,3.7683,34.6499,14.984,17.3704,3.5112
CC24_441g,Racial & Gender,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",Whites don't understand the problems African Americans face,2.4054,2.9019,2.1455,2.2023,3.0188,2.613,1.9435,2.793,2.5649,2.6081,2.1643,2.508,2.3792,2.0445,2.5697,2.1739,2.4875,2.7176,2.9381,3.4372,2.2113,2.6258,2.2782,1.5261,2.5182,2.5908,2.5142,2.4683,,2.6813,2.1802,2.1676,3.2172,2.6081,2.698,2.1188
CC24_441g,Racial & Gender,likert5_dist,% Strongly Agree,Whites don't understand the problems African Americans face,30.07,16.56,31.32,33.23,18.11,24.17,42.64,19.4282,23.1356,23.5614,31.9534,24.247,27.745,36.98,26.426,32.275,26.4336,23.6878,17.0405,9.2149,35.252,24.0545,33.405,59.73,24.9741,24.2392,25.1998,26.36,,21.4537,32.4861,31.6675,12.3154,23.5614,21.0345,33.9084
CC24_441g,Racial & Gender,likert5_dist,% Agree,Whites don't understand the problems African Americans face,25.71,20.28,32.11,26.85,15.91,28.07,32.09,23.2161,25.5503,23.0394,30.3658,26.4411,30.09,32.1,21.927,29.48,24.1714,19.9458,18.9253,13.126,30.482,23.2,30.08,30.373,26.8312,25.1939,27.4563,26.815,,24.0773,28.8986,31.7717,15.9939,23.0394,24.2911,31.7568
CC24_441g,Racial & Gender,likert5_dist,% Neither,Whites don't understand the problems African Americans face,27.04,34.56,29.65,30.13,33.59,22.86,16.72,30.1503,32.3726,32.6994,29.8092,32.0029,26.255,23.185,31.687,29.89,31.9361,32.3136,34.2593,31.8454,19.176,31.817,19.79,8.129,29.0531,29.239,27.7747,29.1002,,31.2101,29.9431,28.0067,32.9514,32.6994,30.7678,26.0195
CC24_441g,Racial & Gender,likert5_dist,% Disagree,Whites don't understand the problems African Americans face,7.99,13.63,4.52,6.02,10.78,12.08,5.37,13.0458,9.5715,10.4338,5.0174,8.8855,8.3,4.945,8.162,5.27,9.1226,9.024,12.7465,16.374,8.054,7.963,8.725,1.098,9.6813,9.9078,9.852,9.087,,11.4063,5.4358,5.2208,15.157,10.4338,11.659,5.1569
CC24_441g,Racial & Gender,likert5_dist,% Strongly Disagree,Whites don't understand the problems African Americans face,9.19,14.97,2.4,3.76,21.61,12.81,3.18,14.1559,9.3701,10.2618,2.851,8.4235,7.605,2.79,11.7925,3.08,8.3303,15.0251,17.0284,29.4446,7.032,12.9655,7.995,0.67,9.4567,11.4192,9.7127,8.637,,11.8499,3.2303,3.3325,23.585,10.2618,12.2451,3.1576
CC24_445a,Racial & Gender,binary_agree,% Agreeing,SCOTUS: Race in admissions violates Equal Protection (Agree/Disagree),67.4348,84.8388,55.6298,71.2793,83.6675,79.6506,41.635,82.8834,71.8262,79.1438,60.8192,69.6268,67.6402,48.6324,76.854,63.4546,76.8075,79.0975,84.4757,87.901,56.8412,71.0505,60.6428,19.6706,72.5521,70.9784,72.7327,67.5801,,78.3949,65.1844,56.4653,86.5948,79.1438,78.4645,53.6891
CC24_445b,Racial & Gender,binary_agree,% Agreeing,SCOTUS: Constitution doesn't protect abortion; Roe overruled (Agree/Disagree),53.2276,79.4661,31.314,51.2356,76.8646,64.6591,17.128,73.8853,58.0143,67.6093,37.92,54.3885,47.9865,24.221,62.7686,41.2748,62.7452,67.4101,78.6596,87.0301,36.1404,56.3668,40.8936,6.5757,57.197,56.7768,56.8773,51.9357,,67.2223,43.4768,32.9106,83.8112,67.6093,67.3864,29.9093
CC24_421_1,Elections & Trust,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",Elections in the U.S. are fair,2.3653,2.3808,2.3782,3.0445,3.0863,1.4932,1.4053,2.0463,2.3796,2.6596,2.5991,2.3794,1.9357,1.8918,3.0633,2.7114,2.7739,3.0709,2.5995,2.5913,1.4405,2.7677,1.4493,2.1342,2.1559,2.2419,2.0215,2.1528,,2.2511,2.785,2.2234,2.5218,2.6596,2.1573,2.1039
CC24_421_1,Elections & Trust,likert5_dist,% Strongly Agree,Elections in the U.S. are fair,25.05,13.55,18.87,9.13,5.47,58.5,67.53,30.4917,15.9201,11.6936,15.6402,16.3207,38.685,43.2,7.483,14.0,10.932,6.8202,11.0452,10.7521,63.918,11.5,63.015,36.174,28.718,25.3944,34.5086,27.5916,,22.8852,12.9234,26.2275,11.7092,11.6936,25.768,33.0163
CC24_421_1,Elections & Trust,likert5_dist,% Agree,Elections in the U.S. are fair,37.79,50.43,42.96,26.39,30.9,35.31,27.02,44.7313,47.1021,40.3332,37.4654,46.5396,39.135,34.99,28.4195,34.675,36.1911,29.2363,44.3757,45.3683,30.336,36.327,31.165,37.2,41.6485,41.918,40.6053,42.935,,44.6963,32.8435,40.9942,46.9728,40.3332,45.3341,38.0437
CC24_421_1,Elections & Trust,likert5_dist,% Neither,Elections in the U.S. are fair,18.62,22.27,22.97,31.12,27.32,4.69,3.2,15.6441,22.5818,25.987,25.6725,22.6346,13.83,13.085,29.41,27.045,27.5119,28.7218,23.8355,22.5738,3.796,25.3625,3.945,9.552,17.7429,18.92,15.2102,18.0504,,19.5275,27.9458,19.7992,22.5777,25.987,17.9743,17.2301
CC24_421_1,Elections & Trust,likert5_dist,% Disagree,Elections in the U.S. are fair,12.63,11.87,11.89,17.58,22.14,1.37,1.88,7.9125,11.8789,14.2682,13.7768,11.8804,6.63,6.885,19.632,14.735,15.252,20.4578,15.0537,16.6034,1.676,17.5275,1.625,11.193,9.1029,10.6338,7.5804,9.4384,,10.1989,15.3639,10.1792,14.8965,14.2682,9.2351,8.9639
CC24_421_1,Elections & Trust,likert5_dist,% Strongly Disagree,Elections in the U.S. are fair,5.9,1.88,3.32,15.76,14.16,0.13,0.36,1.2204,2.5215,7.7096,7.4451,2.63,1.725,1.84,15.04,9.54,10.1011,14.7502,5.6868,4.7073,0.268,9.282,0.245,5.891,2.7891,3.1356,2.0975,1.9864,,2.6924,10.915,2.8075,3.8465,7.7096,1.6903,2.7496
CC24_421_2,Elections & Trust,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",2024 state/local election was fair,1.9098,1.8351,1.8687,2.8158,2.8203,1.0312,1.0048,1.5321,1.8501,2.247,2.1828,1.8526,1.4499,1.4367,2.8178,2.3422,2.416,2.8186,2.1405,2.0775,1.0154,2.3921,1.018,1.4561,1.6707,1.7541,1.5361,1.6494,,1.7486,2.4469,1.7269,2.002,2.247,1.6389,1.6323
CC24_421_2,Elections & Trust,likert5_dist,% Strongly Agree,2024 state/local election was fair,45.45,36.38,32.8,11.83,12.23,96.88,99.52,59.1825,34.7851,26.069,25.8463,34.5155,64.84,66.16,12.01,22.315,21.839,12.0824,28.8935,33.0431,98.464,21.4865,98.2,72.798,51.9727,47.2226,60.5141,50.1052,,46.034,19.9971,43.7,33.8096,26.069,50.9602,52.4722
CC24_421_2,Elections & Trust,likert5_dist,% Agree,2024 state/local election was fair,29.21,44.67,47.65,27.22,29.78,3.12,0.48,29.0098,45.9976,37.341,40.8754,46.222,25.385,24.065,28.372,37.435,34.3344,28.8356,40.0541,39.035,1.536,37.8215,1.8,14.533,31.6455,34.2024,26.8869,35.2888,,35.8148,35.1768,40.0083,40.9983,37.341,34.7472,32.8014
CC24_421_2,Elections & Trust,likert5_dist,% Neither,2024 state/local election was fair,17.39,18.03,19.45,38.72,32.34,0.0,0.0,11.2345,18.6626,26.7198,25.8399,18.7695,9.725,9.725,35.849,29.085,30.2847,34.6936,22.4661,18.3044,0.0,26.5395,0.0,8.319,14.4659,15.587,11.4814,14.1856,,16.1062,31.215,16.2083,18.5597,26.7198,13.7462,14.0422
CC24_421_2,Elections & Trust,likert5_dist,% Disagree,2024 state/local election was fair,4.8,0.9,0.1,12.03,15.05,0.0,0.0,0.5608,0.5436,5.5746,4.056,0.4834,0.05,0.05,13.389,6.065,7.4923,13.9359,5.2865,6.3635,0.0,8.3225,0.0,2.97,1.1785,1.9201,0.7129,0.412,,1.3479,7.3837,0.0833,4.4526,5.5746,0.535,0.4008
CC24_421_2,Elections & Trust,likert5_dist,% Strongly Disagree,2024 state/local election was fair,3.15,0.02,0.0,10.21,10.6,0.0,0.0,0.0125,0.0111,4.2998,3.3856,0.0096,0.0,0.0,10.3855,5.105,6.0555,10.4561,3.2998,3.254,0.0,5.83,0.0,1.383,0.7381,1.0683,0.4051,0.0084,,0.6978,6.2335,0.0,2.1798,4.2998,0.0115,0.2836
CC24_423,Elections & Trust,trust,Weighted mean,Trust in federal government (1=Great deal … 4=None at all),2.7066,2.7572,2.5967,2.7274,3.0608,2.1954,2.4015,2.5455,2.6857,2.7447,2.64,2.6736,2.396,2.4991,2.8774,2.662,2.7395,2.9378,2.8513,2.9629,2.3191,2.852,2.2984,2.7741,2.5392,2.6347,2.4705,2.6008,,2.6203,2.6765,2.547,2.885,2.7447,2.5882,2.5304
CC24_423,Elections & Trust,trust_dist,% Great deal,Trust in federal government (1=Great deal … 4=None at all),6.11,3.15,6.19,5.5,3.06,21.09,10.8,9.9116,4.5043,4.137,5.9612,4.7332,13.64,8.495,4.402,5.845,4.5419,3.9601,3.1221,1.8907,14.916,4.4685,15.945,3.312,9.4962,6.9963,11.6733,6.8428,,7.294,5.7687,7.8158,2.4131,4.137,8.1855,8.0939
CC24_423,Elections & Trust,trust_dist,% Fair amount,Trust in federal government (1=Great deal … 4=None at all),31.94,30.1,37.91,33.19,16.52,44.12,45.55,35.3841,33.5794,31.3978,36.3448,34.1674,41.015,41.73,25.6885,35.55,31.9302,22.6696,25.8902,21.182,44.978,26.1455,44.835,30.58,37.0099,34.4529,38.5941,36.349,,34.2629,35.0283,39.0642,24.547,31.3978,34.9785,40.0418
CC24_423,Elections & Trust,trust_dist,% Not very much,Trust in federal government (1=Great deal … 4=None at all),47.11,54.62,45.92,44.39,51.7,28.95,36.34,44.945,50.7442,50.3234,45.4127,50.089,37.435,41.13,47.6795,45.155,48.5608,49.0033,53.7148,55.6686,33.384,49.099,32.645,51.499,43.5628,46.6209,40.7316,46.6836,,47.5565,44.9859,43.7075,55.1562,50.3234,46.6597,42.5808
CC24_423,Elections & Trust,trust_dist,% None at all,Trust in federal government (1=Great deal … 4=None at all),14.83,12.13,9.97,16.92,28.72,5.84,7.31,9.7593,11.1677,14.1418,12.2746,11.0051,7.905,8.64,22.23,13.445,14.9671,24.367,17.2729,21.2587,6.722,20.2825,6.575,14.609,9.9279,11.9269,8.998,10.1212,,10.8852,14.2132,9.4042,17.8836,14.1418,10.1746,9.2768
CC24_424,Elections & Trust,trust,Weighted mean,Trust in state government (1=Great deal … 4=None at all),2.4493,2.4074,2.3903,2.6656,2.8783,2.0054,2.1221,2.2559,2.3998,2.5158,2.4816,2.3985,2.1978,2.2562,2.7613,2.5279,2.5603,2.7998,2.5534,2.5849,2.0754,2.6587,2.0637,2.3854,2.3008,2.3662,2.2414,2.3238,,2.3433,2.5584,2.3359,2.5231,2.5158,2.3034,2.3102
CC24_424,Elections & Trust,trust_dist,% Great deal,Trust in state government (1=Great deal … 4=None at all),12.9,12.6,11.54,7.0,4.1,28.99,21.39,18.7774,12.1278,10.248,10.0345,12.048,20.265,16.465,5.695,9.27,9.2831,5.1698,9.965,10.248,24.43,7.448,25.19,13.902,16.7022,14.5203,18.9898,14.9572,,15.2721,8.7682,13.815,11.0084,10.248,16.5343,14.8036
CC24_424,Elections & Trust,trust_dist,% Fair amount,Trust in state government (1=Great deal … 4=None at all),42.36,44.0,46.49,37.28,30.64,45.67,50.79,44.6294,45.1093,41.1776,43.436,45.2968,46.08,48.64,34.292,41.885,40.0197,33.0895,39.8584,38.9481,48.742,37.7725,48.23,45.081,44.8947,44.4457,45.2896,46.0666,,44.2607,40.867,46.78,40.7079,41.1776,44.8519,47.2921
