state_fips,state_abbr,cand_code,cand_label,primary_cluster,secondary_cluster,w_primary,w_secondary,cand_type,state_share_primary,state_share_secondary,cooc_rate
42,PA,LBR/STY,LBR/STY,1,2.0,0.6878,0.3122,cooc,0.1523,0.1103,0.1323
42,PA,CON/POP,CON/POP,0,5.0,0.7,0.3,cooc,0.1959,0.0979,0.1185
42,PA,LBR/LIB,LBR/LIB,1,4.0,0.5,0.5,cooc,0.1523,0.1064,0.105
42,PA,STY/POP,STY/POP,2,5.0,0.5,0.5,cooc,0.1103,0.0979,0.0728
42,PA,CON/CUP,CON/CUP,0,6.0,0.5702,0.4298,cooc,0.1959,0.0772,0.0691
42,PA,CON/NAT,CON/NAT,0,3.0,0.5,0.5,cooc,0.1959,0.0813,0.0689
42,PA,CON/LBR,CON/LBR,0,1.0,0.5626,0.4374,wildcard,0.1959,0.1523,
44,RI,CON,CON,0,,1.0,0.0,pure,0.138,,
44,RI,LBR,LBR,1,,1.0,0.0,pure,0.1864,,
44,RI,STY,STY,2,,1.0,0.0,pure,0.1217,,
44,RI,NAT,NAT,3,,1.0,0.0,pure,0.0527,,
44,RI,LIB,LIB,4,,1.0,0.0,pure,0.1573,,
44,RI,POP,POP,5,,1.0,0.0,pure,0.0899,,
44,RI,CUP,CUP,6,,1.0,0.0,pure,0.0618,,
44,RI,OAO,OAO,7,,1.0,0.0,pure,0.0517,,
44,RI,DSA,DSA,8,,1.0,0.0,pure,0.076,,
44,RI,PRG,PRG,9,,1.0,0.0,pure,0.0645,,
44,RI,LBR/LIB,LBR/LIB,1,4.0,0.5,0.5,cooc,0.1864,0.1573,0.1532
44,RI,STY/POP,STY/POP,2,5.0,0.5,0.5,cooc,0.1217,0.0899,0.1491
44,RI,LBR/STY,LBR/STY,1,2.0,0.7,0.3,cooc,0.1864,0.1217,0.1069
44,RI,LBR/CON,LBR/CON,1,0.0,0.5,0.5,cooc,0.1864,0.138,0.0733
44,RI,LBR/DSA,LBR/DSA,1,8.0,0.5,0.5,cooc,0.1864,0.076,0.0699
44,RI,CON/POP,CON/POP,0,5.0,0.7,0.3,cooc,0.138,0.0899,0.0558
45,SC,CON,CON,0,,1.0,0.0,pure,0.2043,,
45,SC,LBR,LBR,1,,1.0,0.0,pure,0.146,,
45,SC,STY,STY,2,,1.0,0.0,pure,0.1515,,
45,SC,NAT,NAT,3,,1.0,0.0,pure,0.1004,,
45,SC,LIB,LIB,4,,1.0,0.0,pure,0.0671,,
45,SC,POP,POP,5,,1.0,0.0,pure,0.1074,,
45,SC,CUP,CUP,6,,1.0,0.0,pure,0.0855,,
45,SC,DSA,DSA,8,,1.0,0.0,pure,0.0779,,
45,SC,STY/LBR,STY/LBR,2,1.0,0.5,0.5,cooc,0.1515,0.146,0.1799
45,SC,CON/NAT,CON/NAT,0,3.0,0.5,0.5,cooc,0.2043,0.1004,0.1222
45,SC,CON/POP,CON/POP,0,5.0,0.7,0.3,cooc,0.2043,0.1074,0.0984
45,SC,CON/CUP,CON/CUP,0,6.0,0.7,0.3,cooc,0.2043,0.0855,0.0938
45,SC,STY/POP,STY/POP,2,5.0,0.5,0.5,cooc,0.1515,0.1074,0.0912
45,SC,LBR/DSA,LBR/DSA,1,8.0,0.5,0.5,cooc,0.146,0.0779,0.065
45,SC,CON/STY,CON/STY,0,2.0,0.5742,0.4258,wildcard,0.2043,0.1515,
46,SD,CON,CON,0,,1.0,0.0,pure,0.1771,,
46,SD,LBR,LBR,1,,1.0,0.0,pure,0.1065,,
46,SD,STY,STY,2,,1.0,0.0,pure,0.1571,,
46,SD,NAT,NAT,3,,1.0,0.0,pure,0.1113,,
46,SD,LIB,LIB,4,,1.0,0.0,pure,0.067,,
46,SD,POP,POP,5,,1.0,0.0,pure,0.1031,,
46,SD,CUP,CUP,6,,1.0,0.0,pure,0.1386,,
46,SD,OAO,OAO,7,,1.0,0.0,pure,0.0542,,
46,SD,DSA,DSA,8,,1.0,0.0,pure,0.054,,
46,SD,STY/POP,STY/POP,2,5.0,0.7,0.3,cooc,0.1571,0.1031,0.188
46,SD,CON/NAT,CON/NAT,0,3.0,0.5,0.5,cooc,0.1771,0.1113,0.1378
46,SD,CON/CUP,CON/CUP,0,6.0,0.5138,0.4862,cooc,0.1771,0.1386,0.1252
46,SD,LBR/LIB,LBR/LIB,1,4.0,0.5,0.5,cooc,0.1065,0.067,0.0754
46,SD,STY/LBR,STY/LBR,2,1.0,0.5,0.5,cooc,0.1571,0.1065,0.0587
46,SD,LBR/DSA,LBR/DSA,1,8.0,0.5,0.5,cooc,0.1065,0.054,0.0508
46,SD,CON/STY,CON/STY,0,2.0,0.55,0.45,wildcard,0.1771,0.1571,
47,TN,CON,CON,0,,1.0,0.0,pure,0.2759,,
47,TN,LBR,LBR,1,,1.0,0.0,pure,0.0926,,
47,TN,STY,STY,2,,1.0,0.0,pure,0.1287,,
47,TN,NAT,NAT,3,,1.0,0.0,pure,0.1328,,
47,TN,POP,POP,5,,1.0,0.0,pure,0.1003,,
47,TN,CUP,CUP,6,,1.0,0.0,pure,0.1047,,
47,TN,OAO,OAO,7,,1.0,0.0,pure,0.053,,
47,TN,CON/NAT,CON/NAT,0,3.0,0.5,0.5,cooc,0.2759,0.1328,0.1866
47,TN,CON/CUP,CON/CUP,0,6.0,0.7,0.3,cooc,0.2759,0.1047,0.1343
47,TN,STY/LBR,STY/LBR,2,1.0,0.5106,0.4894,cooc,0.1287,0.0926,0.1069
47,TN,CON/POP,CON/POP,0,5.0,0.7,0.3,cooc,0.2759,0.1003,0.1041
47,TN,STY/POP,STY/POP,2,5.0,0.5,0.5,cooc,0.1287,0.1003,0.1026
47,TN,CON/STY,CON/STY,0,2.0,0.7,0.3,cooc,0.2759,0.1287,0.0507
48,TX,CON,CON,0,,1.0,0.0,pure,0.1885,,
48,TX,LBR,LBR,1,,1.0,0.0,pure,0.1427,,
48,TX,STY,STY,2,,1.0,0.0,pure,0.1918,,
48,TX,NAT,NAT,3,,1.0,0.0,pure,0.0775,,
48,TX,LIB,LIB,4,,1.0,0.0,pure,0.0615,,
48,TX,POP,POP,5,,1.0,0.0,pure,0.0906,,
48,TX,CUP,CUP,6,,1.0,0.0,pure,0.1137,,
48,TX,OAO,OAO,7,,1.0,0.0,pure,0.0504,,
48,TX,DSA,DSA,8,,1.0,0.0,pure,0.0655,,
48,TX,STY/LBR,STY/LBR,2,1.0,0.5,0.5,cooc,0.1918,0.1427,0.182
48,TX,STY/POP,STY/POP,2,5.0,0.5379,0.4621,cooc,0.1918,0.0906,0.1007
48,TX,CON/CUP,CON/CUP,0,6.0,0.7,0.3,cooc,0.1885,0.1137,0.0977
48,TX,CON/NAT,CON/NAT,0,3.0,0.5,0.5,cooc,0.1885,0.0775,0.0944
48,TX,CON/POP,CON/POP,0,5.0,0.7,0.3,cooc,0.1885,0.0906,0.0868
48,TX,LBR/LIB,LBR/LIB,1,4.0,0.5,0.5,cooc,0.1427,0.0615,0.0604
48,TX,STY/CON,STY/CON,2,0.0,0.55,0.45,wildcard,0.1918,0.1885,
49,UT,CON,CON,0,,1.0,0.0,pure,0.1335,,
49,UT,LBR,LBR,1,,1.0,0.0,pure,0.1693,,
49,UT,STY,STY,2,,1.0,0.0,pure,0.1821,,
49,UT,NAT,NAT,3,,1.0,0.0,pure,0.0843,,
49,UT,LIB,LIB,4,,1.0,0.0,pure,0.0683,,
49,UT,POP,POP,5,,1.0,0.0,pure,0.1229,,
49,UT,CUP,CUP,6,,1.0,0.0,pure,0.1072,,
49,UT,DSA,DSA,8,,1.0,0.0,pure,0.0747,,
49,UT,STY/LBR,STY/LBR,2,1.0,0.5,0.5,cooc,0.1821,0.1693,0.2004
