candidate_a,candidate_b,votes_a_beats_b,votes_b_beats_a,margin,margin_pct,locked,lock_order,condorcet_winner
CON_1,LBR_1,13192.546420416631,14707.970707479592,1515.42,5.4315,True,10,STY_1
CON_1,LIB_1,16699.202847329176,11201.314280567047,5497.89,19.7053,True,7,STY_1
CON_1,NAT_1,24355.507229117447,3545.009898778776,20810.5,74.5882,True,1,STY_1
CON_1,STY_1,12496.719113213578,15403.798014682647,2907.08,10.4194,True,8,STY_1
LBR_1,LIB_1,21888.639346976,6011.877780920222,15876.76,56.9049,True,3,STY_1
LBR_1,NAT_1,20451.759977098198,7448.757150798028,13003.0,46.6049,True,5,STY_1
LBR_1,STY_1,12986.90312156608,14913.614006330143,1926.71,6.9056,True,9,STY_1
LIB_1,NAT_1,17042.849195147974,10857.667932748245,6185.18,22.1687,True,6,STY_1
LIB_1,STY_1,7340.237341749265,20560.27978614696,13220.04,47.3828,True,4,STY_1
NAT_1,STY_1,5437.209851907766,22463.307275988456,17026.1,61.0243,True,2,STY_1
