party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,197,122,67,386,22.36
1,Labor,158,86,36,280,16.22
4,Liberal,132,57,19,208,12.05
3,Nationalist,93,66,30,189,10.95
2,Solidarity,85,56,15,156,9.04
5,Populist,84,40,24,148,8.57
6,Civic Union Party,74,35,21,130,7.53
9,Progressive,61,31,3,95,5.5
7,Order and Opportunity Party,47,13,8,68,3.94
8,DSA,42,17,7,66,3.82
