party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,79,65,22,166,23.06
1,Labor,74,48,10,132,18.33
4,Liberal,58,23,8,89,12.36
2,Solidarity,46,35,4,85,11.81
6,Civic Union Party,34,29,6,69,9.58
5,Populist,32,27,9,68,9.44
3,Nationalist,22,27,4,53,7.36
9,Progressive,16,7,1,24,3.33
8,DSA,13,5,1,19,2.64
7,Order and Opportunity Party,10,4,1,15,2.08
