party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,106,73,27,206,23.6
1,Labor,89,48,18,155,17.75
4,Liberal,71,33,7,111,12.71
5,Populist,41,31,13,85,9.74
2,Solidarity,48,30,4,82,9.39
3,Nationalist,32,33,14,79,9.05
6,Civic Union Party,42,23,9,74,8.48
9,Progressive,22,7,3,32,3.67
8,DSA,16,7,3,26,2.98
7,Order and Opportunity Party,14,5,4,23,2.63
