round,candidate_code,candidate_name,vote_total,vote_pct,eliminated,winner
1,CON_1,CON_1,12007.9497,33.0804,False,False
1,LBR_1,LBR_1,7914.2683,21.8029,False,False
1,LIB_1,LIB_1,6775.1048,18.6646,False,False
1,POP_1,POP_1,4815.2473,13.2654,False,False
1,STY_1,STY_1,4786.6641,13.1867,True,False
2,CON_1,CON_1,12289.575,33.8563,False,False
2,LBR_1,LBR_1,10515.1404,28.9679,False,False
2,LIB_1,LIB_1,6834.9459,18.8294,False,False
2,POP_1,POP_1,6659.573,18.3463,True,False
3,CON_1,CON_1,16691.1536,45.9821,False,False
3,LBR_1,LBR_1,12773.1348,35.1884,False,False
3,LIB_1,LIB_1,6834.9459,18.8294,True,False
4,CON_1,CON_1,16778.6873,46.2233,False,False
4,LBR_1,LBR_1,19520.547,53.7767,False,True
