candidate_a,candidate_b,votes_a_beats_b,votes_b_beats_a,margin,margin_pct,locked,lock_order,condorcet_winner
CON_1,LBR_1,16778.68729588372,19520.547006439378,2741.86,7.5535,True,9,STY_1
CON_1,LIB_1,22157.21727626727,14142.017026055826,8015.2,22.0809,True,5,STY_1
CON_1,POP_1,14513.898925546775,21785.335376776322,7271.44,20.0319,True,6,STY_1
CON_1,STY_1,15575.668095907096,20723.566206416006,5147.9,14.1818,True,7,STY_1
LBR_1,LIB_1,29391.835150156287,6907.399152166812,22484.44,61.9419,True,1,STY_1
LBR_1,POP_1,19488.43998346385,16810.79431885925,2677.65,7.3766,True,10,STY_1
LBR_1,STY_1,16166.244066523232,20132.99023579987,3966.75,10.9279,True,8,STY_1
LIB_1,POP_1,11672.649990548414,24626.584311774684,12953.93,35.6865,True,3,STY_1
LIB_1,STY_1,8653.078049452302,27646.1562528708,18993.08,52.3236,True,2,STY_1
POP_1,STY_1,13673.189296404671,22626.04500591843,8952.86,24.664,True,4,STY_1
