party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,158,94,55,307,21.93
1,Labor,137,65,31,233,16.64
4,Liberal,104,40,18,162,11.57
2,Solidarity,88,55,12,155,11.07
5,Populist,72,45,23,140,10.0
3,Nationalist,63,50,16,129,9.21
6,Civic Union Party,56,42,19,117,8.36
9,Progressive,42,12,11,65,4.64
7,Order and Opportunity Party,28,13,5,46,3.29
8,DSA,32,10,4,46,3.29
