party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,198,122,66,386,22.36
1,Labor,159,86,36,281,16.28
4,Liberal,130,55,17,202,11.7
3,Nationalist,92,65,29,186,10.78
5,Populist,89,49,25,163,9.44
2,Solidarity,88,56,15,159,9.21
6,Civic Union Party,75,36,24,135,7.82
9,Progressive,61,23,3,87,5.04
8,DSA,40,17,7,64,3.71
7,Order and Opportunity Party,41,14,8,63,3.65
